회사명,거래소코드,회계년도,매출총이익(손실)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS연결)(백만원),매출총이익(손실)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS)(백만원)
(주)뷰노,338220,2022/12,8275,-15662,-15367,8275,-14899,-14604
(주)뷰웍스,100120,2009/12,,,,12825,5692,6554
(주)뷰웍스,100120,2010/12,14579,7376,7804,14579,7470,7897
(주)뷰웍스,100120,2011/12,16968,6600,7269,16979,7091,7765
(주)뷰웍스,100120,2012/12,23704,5502,7506,23562,7219,8915
(주)뷰웍스,100120,2013/12,31064,9414,12821,30419,9974,13312
(주)뷰웍스,100120,2014/12,34896,10587,13257,34280,11241,13466
(주)뷰웍스,100120,2015/12,42370,15777,18375,41837,17002,18896
(주)뷰웍스,100120,2016/12,60222,26871,30465,58896,26734,30432
(주)뷰웍스,100120,2017/12,62083,19616,28635,60879,18684,28955
(주)뷰웍스,100120,2018/12,65514,20802,22559,59398,20889,22661
(주)뷰웍스,100120,2019/12,71927,24320,26426,65897,23775,26326
(주)뷰웍스,100120,2020/12,82657,22959,29066,75031,21710,27862
(주)뷰웍스,100120,2021/12,95693,33500,34809,88153,33850,35769
(주)뷰웍스,100120,2022/12,109417,26459,43658,102110,27357,44331
(주)브랜드엑스코퍼레이션,337930,2019/12,38938,7629,9911,34659,7892,10379
(주)브랜드엑스코퍼레이션,337930,2020/12,85615,6992,8147,72504,5490,6682
(주)브랜드엑스코퍼레이션,337930,2021/12,104478,7762,10838,85562,10757,12217
(주)브랜드엑스코퍼레이션,337930,2022/12,127930,10129,17892,113434,7698,17561
(주)브리지텍,064480,2009/12,,,,10448,7045,7207
(주)브리지텍,064480,2010/12,,,,6790,3981,3246
(주)브리지텍,064480,2011/12,,,,4670,2090,1208
(주)브리지텍,064480,2012/12,,,,9555,5493,5675
(주)브리지텍,064480,2013/12,,,,10211,6207,6457
(주)브리지텍,064480,2014/12,,,,6931,3816,3043
(주)브리지텍,064480,2015/12,,,,10199,6335,6233
(주)브리지텍,064480,2016/12,,,,12389,7932,8155
(주)브리지텍,064480,2017/12,,,,-313,-3637,-4747
(주)브리지텍,064480,2018/12,,,,4929,2065,730
(주)브리지텍,064480,2019/12,,,,444,-3174,-3932
(주)브리지텍,064480,2020/12,,,,5827,866,1717
(주)브리지텍,064480,2021/12,,,,7648,2819,3136
(주)브리지텍,064480,2022/12,,,,8993,3381,3920
(주)브이씨,365900,2018/12,,,,,,
(주)브이씨,365900,2019/12,,,,,,
(주)브이씨,365900,2020/12,22376,4275,6480,17772,4513,7042
(주)브이씨,365900,2021/12,31956,7045,8419,26412,6412,7555
(주)브이씨,365900,2022/12,29919,1274,1270,23762,-188,-405
(주)브이에스에스티,035400,2009/12,3520,-31297,-3159,484,-32035,-3355
(주)브이원텍,251630,2013/12,,,,,,
(주)브이원텍,251630,2014/12,,,,,,
(주)브이원텍,251630,2015/12,5067,2261,2460,4392,2306,2373
(주)브이원텍,251630,2016/12,12044,7969,8949,11274,7760,8835
(주)브이원텍,251630,2017/12,19432,10998,15421,18716,10895,15292
(주)브이원텍,251630,2018/12,21695,15286,15665,20887,15229,15594
(주)브이원텍,251630,2019/12,9613,6642,4814,9001,6599,4759
(주)브이원텍,251630,2020/12,12251,5515,6518,11631,5499,6496
(주)브이원텍,251630,2021/12,13917,10644,4964,13399,12832,7830
(주)브이원텍,251630,2022/12,13669,-3991,38,12117,3373,5369
(주)브이티지엠피,018290,2009/09,,,,14183,-5890,4776
(주)브이티지엠피,018290,2010/12,,,,11833,-3447,2498
(주)브이티지엠피,018290,2011/12,,,,8905,-7380,-2133
(주)브이티지엠피,018290,2012/12,,,,6661,-973,-4602
(주)브이티지엠피,018290,2013/12,,,,8891,1177,1721
(주)브이티지엠피,018290,2014/12,,,,7788,-3628,448
(주)브이티지엠피,018290,2015/12,,,,-4680,-24041,-12486
(주)브이티지엠피,018290,2016/12,,,,397,-14565,-8689
(주)브이티지엠피,018290,2017/12,13940,-13007,-6678,-2022,-16806,-8374
(주)브이티지엠피,018290,2018/12,40685,10708,13404,12385,5015,5521
(주)브이티지엠피,018290,2019/12,41097,3412,10263,15638,3868,6244
(주)브이티지엠피,018290,2020/12,33472,-1309,5461,33307,6462,9812
(주)브이티지엠피,018290,2021/12,95245,17498,26391,67034,10165,17218
(주)브이티지엠피,018290,2022/12,104936,13205,23553,76110,3368,19433
(주)블레이드엔터테인먼트,044480,2009/12,,,,4672,1497,1876
(주)블레이드엔터테인먼트,044480,2010/12,1845,-555,-748,2469,224,-27
(주)블레이드엔터테인먼트,044480,2011/12,183,-2846,-1927,761,-2156,-1291
(주)블레이드엔터테인먼트,044480,2012/12,3722,1400,1221,3998,1831,1590
(주)블레이드엔터테인먼트,044480,2013/12,3726,79,846,3499,216,919
(주)블레이드엔터테인먼트,044480,2014/12,1562,-897,-1055,1419,-897,-911
(주)블레이드엔터테인먼트,044480,2015/12,1109,-1574,-1538,1134,-1574,-1118
(주)블레이드엔터테인먼트,044480,2016/12,1347,-1063,-1059,1567,-1063,-485
(주)블레이드엔터테인먼트,044480,2017/12,1492,-1421,-1542,1383,-1421,-1243
(주)블레이드엔터테인먼트,044480,2018/12,1905,-7181,-751,2224,-7181,813
(주)블레이드엔터테인먼트,044480,2019/12,11494,-3604,-3674,2794,-367,633
(주)블레이드엔터테인먼트,044480,2020/12,2419,-26667,-835,2730,-26667,-182
(주)블레이드엔터테인먼트,044480,2021/12,3714,-31763,-5557,1147,-29489,-3488
(주)블레이드엔터테인먼트,044480,2022/12,17202,-24250,-8883,3041,-21165,-41
(주)블루젬디앤씨,053040,2009/12,,,,2236,-19231,-8022
(주)블루젬디앤씨,053040,2010/12,2588,-29116,-3708,2846,-28354,-3191
(주)블루젬디앤씨,053040,2011/12,5545,-3222,892,3786,-3213,730
(주)블루콤,033560,2009/12,16380,9494,8491,12772,9494,6357
(주)블루콤,033560,2010/12,19282,9039,11264,16056,8331,9275
(주)블루콤,033560,2011/12,6798,1114,127,8495,4256,2962
(주)블루콤,033560,2012/12,13393,3718,6289,12791,5851,7135
(주)블루콤,033560,2013/12,23072,12327,13566,17726,9368,9851
(주)블루콤,033560,2014/12,48212,28517,33537,41410,25395,29572
(주)블루콤,033560,2015/12,48558,30999,32342,44546,31300,32556
(주)블루콤,033560,2016/12,56657,23365,27001,48623,27192,30841
(주)블루콤,033560,2017/12,27607,3141,11614,25346,10131,13476
(주)블루콤,033560,2018/12,15034,1920,83,11849,3253,599
(주)블루콤,033560,2019/12,840,1819,-12101,3363,3913,-6853
(주)블루콤,033560,2020/12,7032,-518,-4187,7840,-10781,-1363
(주)블루콤,033560,2021/12,11261,65,1421,11753,-1598,3903
(주)블루콤,033560,2022/12,8058,-265,-1326,8812,66,1449
(주)블리츠웨이,369370,2020/12,,,,,,
(주)블리츠웨이,369370,2021/12,,,,7814,-11036,3063
(주)블리츠웨이,369370,2022/12,4274,-3505,-3643,3530,-3374,-3268
(주)비덴트,121800,2009/06,,,,7479,3638,3896
(주)비덴트,121800,2010/06,,,,9108,5244,5440
(주)비덴트,121800,2011/06,,,,11649,5652,7261
(주)비덴트,121800,2012/06,,,,14658,6867,8111
(주)비덴트,121800,2013/12,,,,8917,749,386
(주)비덴트,121800,2014/12,9570,1059,791,9677,1263,991
(주)비덴트,121800,2015/12,7729,-4155,-2158,7540,-3799,-1842
(주)비덴트,121800,2016/12,6949,-21881,-5780,4912,-26082,-4939
(주)비덴트,121800,2017/12,6571,65784,-6446,4793,68337,-4266
(주)비덴트,121800,2018/12,7847,63841,1159,7831,65267,2643
(주)비덴트,121800,2019/12,6410,-7421,-1826,6364,-7155,-1341
(주)비덴트,121800,2020/12,1699,21168,-6479,1522,20925,-6498
(주)비덴트,121800,2021/12,,,,6735,223299,772
(주)비덴트,121800,2022/12,6760,-181781,-2712,6760,-181907,-2692
(주)비보존제약,082800,2009/12,-4309,-16771,-11616,-2083,-12682,-4989
(주)비보존제약,082800,2010/12,5783,-10895,-5207,4548,-6207,-1423
(주)비보존제약,082800,2011/12,,,,2892,-9416,-2934
(주)비보존제약,082800,2012/12,,,,13732,1084,8667
(주)비보존제약,082800,2013/12,,,,10266,-2544,4129
(주)비보존제약,082800,2014/12,,,,4341,-1298,-2984
(주)비보존제약,082800,2015/12,,,,320,-9699,-8511
(주)비보존제약,082800,2016/12,,,,5426,-1781,489
(주)비보존제약,082800,2017/12,,,,703,-6668,-5007
(주)비보존제약,082800,2018/12,,,,-8284,-8534,-12911
(주)비보존제약,082800,2019/12,3299,-29006,-1972,5186,-26832,1218
(주)비보존제약,082800,2020/12,7130,-44085,-7941,2160,-41799,-6006
(주)비보존제약,082800,2021/12,19664,-71015,-17932,-419,-70854,-11279
(주)비보존제약,082800,2022/12,20377,-39234,-18542,3471,-35273,-14902
(주)비스토스,419540,2019/12,,,,,,
(주)비스토스,419540,2020/12,,,,,,
(주)비스토스,419540,2021/12,,,,5391,1853,1592
(주)비스토스,419540,2022/12,,,,5876,-4502,913
(주)비씨월드제약,200780,2009/12,,,,,,
(주)비씨월드제약,200780,2010/12,,,,,,
(주)비씨월드제약,200780,2011/12,,,,,,
(주)비씨월드제약,200780,2012/12,,,,13972,3511,2861
(주)비씨월드제약,200780,2013/12,,,,15406,3335,4048
(주)비씨월드제약,200780,2014/12,,,,17911,3742,5262
(주)비씨월드제약,200780,2015/12,,,,21135,6326,6616
(주)비씨월드제약,200780,2016/12,,,,22859,6475,6911
(주)비씨월드제약,200780,2017/12,24237,8065,8874,24237,8083,8878
(주)비씨월드제약,200780,2018/12,21830,4967,5601,21830,4993,5754
(주)비씨월드제약,200780,2019/12,17803,-1739,-1005,17803,-1553,-188
(주)비씨월드제약,200780,2020/12,20496,-2194,-2096,21520,-987,-410
(주)비씨월드제약,200780,2021/12,19833,-2248,-1798,20737,-708,414
(주)비씨월드제약,200780,2022/12,27403,60,1862,24359,437,1213
(주)비아트론,141000,2010/12,,,,10154,7506,7381
(주)비아트론,141000,2011/12,,,,17923,10220,10477
(주)비아트론,141000,2012/12,,,,18554,10230,10449
(주)비아트론,141000,2013/12,,,,12278,3911,3992
(주)비아트론,141000,2014/12,,,,8588,1974,833
(주)비아트론,141000,2015/12,,,,16660,6999,8329
(주)비아트론,141000,2016/12,22888,13211,14020,22705,13150,13940
(주)비아트론,141000,2017/12,29567,12171,20822,29419,12639,21547
(주)비아트론,141000,2018/12,37024,24484,29220,36524,24617,29792
(주)비아트론,141000,2019/12,11986,4800,3785,10957,4735,4032
(주)비아트론,141000,2020/12,27337,14688,16717,26055,11293,17081
(주)비아트론,141000,2021/12,25510,13837,11460,23993,15543,11925
(주)비아트론,141000,2022/12,28698,15882,13967,25374,16197,13552
(주)비앤비성원,015200,2009/12,25624,-4905,15278,8517,-4905,1722
(주)비앤비성원,015200,2010/12,,,,11515,-2894,4964
(주)비앤비성원,015200,2011/12,,,,11267,-17644,4091
(주)비앤에스미디어,156170,2011/12,,,,,,
(주)비앤에스미디어,156170,2012/12,,,,,,
(주)비앤에스미디어,156170,2013/12,,,,,,
(주)비앤에스미디어,156170,2014/12,,,,,,
(주)비앤에스미디어,156170,2015/12,,,,,,
(주)비앤에스미디어,156170,2016/12,,,,,,
(주)비에이치,090460,2009/12,,,,13412,4358,8403
(주)비에이치,090460,2010/12,14497,2640,7648,10138,2255,6195
(주)비에이치,090460,2011/12,24453,8628,14144,17270,6728,11673
(주)비에이치,090460,2012/12,38781,14062,24678,25972,12802,18460
(주)비에이치,090460,2013/12,52548,22120,31424,43025,27634,30071
(주)비에이치,090460,2014/12,41059,12718,19012,28583,15068,16149
(주)비에이치,090460,2015/12,33653,8693,9442,17095,7676,4271
(주)비에이치,090460,2016/12,351,-24498,-25782,-6689,-16445,-19561
(주)비에이치,090460,2017/12,110351,46381,75731,84538,31912,65951
(주)비에이치,090460,2018/12,153363,81635,91030,110458,68197,68807
(주)비에이치,090460,2019/12,88439,56601,62568,46115,33521,32648
(주)비에이치,090460,2020/12,62839,25904,34046,38248,-10617,5330
(주)비에이치,090460,2021/12,100457,81736,71085,104508,74255,76911
(주)비에이치,090460,2022/12,192855,140665,131268,102896,56760,50367
(주)비엔씨컴퍼니,058370,2009/12,,,,3485,-11904,-11413
(주)비엔씨컴퍼니,058370,2010/12,,,,3479,-6242,353
(주)비엔씨컴퍼니,058370,2011/12,,,,2065,1347,1053
(주)비엔씨컴퍼니,058370,2012/12,,,,510,-176,-2260
(주)비엔씨컴퍼니,058370,2013/12,586,-6101,-3232,586,-5267,-2743
(주)비엔씨컴퍼니,058370,2014/12,579,-5366,-2990,579,-5181,-2802
(주)비엔씨컴퍼니,058370,2015/12,2674,-12542,176,2550,-11854,284
(주)비엔씨컴퍼니,058370,2016/12,1888,-9929,-6462,1061,-7442,-5456
(주)비엔에프코퍼레이션,271780,2016/12,,,,,,
(주)비엔에프코퍼레이션,271780,2017/12,,,,,,
(주)비엔에프코퍼레이션,271780,2018/12,,,,,,
(주)비엔에프코퍼레이션,271780,2019/12,,,,,,
(주)비엔지티,032790,2009/12,,,,3136,-4554,413
(주)비엔지티,032790,2010/12,6612,-4401,1987,6612,-4170,2243
(주)비엔지티,032790,2011/12,4763,-1106,-2602,2534,656,-1174
(주)비엔지티,032790,2012/12,2757,-11553,-5911,-1626,-13819,-6362
(주)비엔지티,032790,2013/12,7958,-6213,-2132,718,-9300,-4435
(주)비엔지티,032790,2014/12,8862,-7167,-556,3138,-7382,-404
(주)비엔지티,032790,2015/12,5565,-9970,-2763,2483,-6442,-1994
(주)비엔지티,032790,2016/12,4270,-5924,-1276,1349,-7511,-2202
(주)비엔지티,032790,2017/12,4080,-2237,-169,2620,-1762,-50
(주)비엔지티,032790,2018/12,2284,-5760,-5607,1131,-3712,-3839
(주)비엔지티,032790,2019/12,4906,-18520,-3135,4771,-17779,721
(주)비엔지티,032790,2020/12,4695,-6591,-1517,3470,-5119,305
(주)비엔지티,032790,2021/12,8544,7846,122,3793,6127,-1380
(주)비엔지티,032790,2022/12,13189,-435,2913,6588,-2774,-813
(주)비엘,142760,2009/12,,,,,,
(주)비엘,142760,2010/12,,,,164,-3361,-2861
(주)비엘,142760,2011/12,,,,560,-3163,-2545
(주)비엘,142760,2012/12,,,,756,-2720,-2589
(주)비엘,142760,2013/12,,,,214,-3221,-2719
(주)비엘,142760,2014/12,,,,675,-7781,-3534
(주)비엘,142760,2015/12,,,,439,-18639,-5042
(주)비엘,142760,2016/12,,,,775,-5896,-6002
(주)비엘,142760,2017/12,897,-6647,-6826,897,-6635,-6826
(주)비엘,142760,2018/12,29375,-16288,-6185,2388,-9134,-5969
(주)비엘,142760,2019/12,24369,-41657,-12385,1948,-28114,-7028
(주)비엘,142760,2020/12,22654,-33414,-11839,2304,-20996,-5965
(주)비엘,142760,2021/12,25729,-35766,-14481,4656,-17958,-7371
(주)비엘,142760,2022/12,24263,-33739,-14617,6901,-28277,-8812
(주)비엘팜텍,065170,2009/12,7816,-7558,-2153,212,-7881,-2439
(주)비엘팜텍,065170,2010/12,18727,-689,-164,11016,1018,301
(주)비엘팜텍,065170,2011/12,23980,620,3988,18131,259,1227
(주)비엘팜텍,065170,2012/12,25329,-2527,2399,19130,-2487,79
(주)비엘팜텍,065170,2013/12,19788,-4031,1895,14134,-1284,-444
(주)비엘팜텍,065170,2014/12,26781,-1338,1972,22129,-165,62
(주)비엘팜텍,065170,2015/12,19876,-7779,-154,14579,-5483,-1461
(주)비엘팜텍,065170,2016/12,25438,-4986,1815,20219,-4620,216
(주)비엘팜텍,065170,2017/12,27832,-2650,2768,20342,-5516,-280
(주)비엘팜텍,065170,2018/12,34579,1196,2085,29096,1211,1263
(주)비엘팜텍,065170,2019/12,22421,-17453,-2787,22087,-9276,571
(주)비엘팜텍,065170,2020/12,20360,-16587,-2034,16857,-21839,-511
(주)비엘팜텍,065170,2021/12,21073,-20107,-3430,17167,-17659,-1517
(주)비엘팜텍,065170,2022/12,17641,-13649,-2776,13071,-22641,-2306
(주)비엠티,086670,2009/12,,,,6808,1169,2245
(주)비엠티,086670,2010/12,12572,3851,6155,11861,3948,6032
(주)비엠티,086670,2011/12,11451,3186,6096,12029,4256,7260
(주)비엠티,086670,2012/12,11523,1176,3383,12082,2894,4720
(주)비엠티,086670,2013/12,15045,3258,6897,15045,3996,6897
(주)비엠티,086670,2014/12,16611,4107,5714,16611,1644,6052
(주)비엠티,086670,2015/12,14153,2362,2232,14153,2549,2488
(주)비엠티,086670,2016/12,9997,-1188,-1158,9997,-941,-1020
(주)비엠티,086670,2017/12,18860,3061,5988,18860,2983,6115
(주)비엠티,086670,2018/12,22764,6932,8207,22764,6874,8340
(주)비엠티,086670,2019/12,19676,5385,6376,19676,5243,6498
(주)비엠티,086670,2020/12,23404,4005,6743,23025,4003,6649
(주)비엠티,086670,2021/12,25316,5729,4619,26297,4375,5970
(주)비엠티,086670,2022/12,39785,14916,23031,40350,15784,24551
(주)비올,335890,2019/12,,,,,,
(주)비올,335890,2020/12,8581,-1811,3415,8581,-2139,3713
(주)비올,335890,2021/12,12300,4437,5412,12300,4439,5688
(주)비올,335890,2022/12,22810,11473,12912,22810,11948,13384
(주)비즈니스온커뮤니케이션,138580,2013/12,,,,,,
(주)비즈니스온커뮤니케이션,138580,2014/12,,,,,,
(주)비즈니스온커뮤니케이션,138580,2017/12,,,,13457,5297,5704
(주)비즈니스온커뮤니케이션,138580,2018/12,,,,15038,5293,5676
(주)비즈니스온커뮤니케이션,138580,2019/12,,,,15677,4411,6196
(주)비즈니스온커뮤니케이션,138580,2020/12,18430,3039,5477,16223,2511,5017
(주)비즈니스온커뮤니케이션,138580,2021/12,33527,6252,8991,18252,4247,6457
(주)비즈니스온커뮤니케이션,138580,2022/12,43914,11782,12061,20033,11963,6190
(주)비지에프에코머티리얼즈,126600,2009/12,,,,8199,3020,3616
(주)비지에프에코머티리얼즈,126600,2010/12,,,,10584,4220,5226
(주)비지에프에코머티리얼즈,126600,2011/12,,,,9693,3913,4910
(주)비지에프에코머티리얼즈,126600,2012/12,,,,12372,5987,7095
(주)비지에프에코머티리얼즈,126600,2013/12,15617,7123,9296,15617,7169,9317
(주)비지에프에코머티리얼즈,126600,2014/12,18765,8618,10406,19174,10316,11433
(주)비지에프에코머티리얼즈,126600,2015/12,22764,10491,12543,22838,12066,13567
(주)비지에프에코머티리얼즈,126600,2016/12,25801,12310,14149,23798,11306,13127
(주)비지에프에코머티리얼즈,126600,2017/12,20186,5588,8350,17831,4831,7773
(주)비지에프에코머티리얼즈,126600,2018/12,19391,4843,6329,15846,4807,5736
(주)비지에프에코머티리얼즈,126600,2019/12,24182,8962,9139,15236,5546,5149
(주)비지에프에코머티리얼즈,126600,2020/12,26167,12742,11545,17492,9439,7325
(주)비지에프에코머티리얼즈,126600,2021/12,39185,793,22268,29031,-2729,17335
(주)비지에프에코머티리얼즈,126600,2022/12,40321,28880,15925,22556,17265,6413
(주)비츠로셀,082920,2009/03,,,,11679,6044,6670
(주)비츠로셀,082920,2010/03,,,,13924,6691,8483
(주)비츠로셀,082920,2011/03,,,,13109,6816,6610
(주)비츠로셀,082920,2012/03,,,,14296,7295,7314
(주)비츠로셀,082920,2013/03,16736,7166,7713,16202,7020,7558
(주)비츠로셀,082920,2014/03,17654,6241,7333,17254,6596,7662
(주)비츠로셀,082920,2015/06,22534,10078,10822,22168,10779,11589
(주)비츠로셀,082920,2016/06,28360,14134,16104,27917,14656,16613
(주)비츠로셀,082920,2017/06,28436,16523,18037,27092,16129,17555
(주)비츠로셀,082920,2018/12,28356,15372,19638,27656,15281,19530
(주)비츠로셀,082920,2019/12,35892,20082,25334,34126,19151,24381
(주)비츠로셀,082920,2020/12,31209,14129,18157,30357,13951,18002
(주)비츠로셀,082920,2021/12,33219,17021,17422,31631,16432,16789
(주)비츠로셀,082920,2022/12,41594,23112,28825,39561,22700,28211
(주)비츠로시스,054220,2009/03,,,,14443,1211,2070
(주)비츠로시스,054220,2010/03,,,,17414,1112,7638
(주)비츠로시스,054220,2011/03,21531,5576,7496,14960,679,2598
(주)비츠로시스,054220,2012/03,19739,1745,4388,18861,1747,4389
(주)비츠로시스,054220,2013/03,20650,935,5875,20295,1410,6367
(주)비츠로시스,054220,2014/03,16855,-6929,-1563,16529,-5675,-391
(주)비츠로시스,054220,2015/03,2036,-14702,-16032,1788,-16373,-15159
(주)비츠로시스,054220,2016/03,,,,14543,1257,2407
(주)비츠로시스,054220,2017/03,,,,13181,1096,2023
(주)비츠로시스,054220,2018/03,,,,8743,-21646,-5475
(주)비츠로시스,054220,2019/03,,,,-1027,-116387,-22155
(주)비츠로시스,054220,2020/03,,,,1509,-4491,-4395
(주)비츠로시스,054220,2021/03,132,-4794,-5110,132,-4787,-5104
(주)비츠로시스,054220,2022/03,,,,3455,5323,357
(주)비츠로테크,042370,2009/03,21447,6937,8527,9768,2549,1854
(주)비츠로테크,042370,2010/03,,,,10177,3618,1640
(주)비츠로테크,042370,2011/03,12209,1725,1252,11402,443,1433
(주)비츠로테크,042370,2012/03,11830,2398,1703,10489,524,1248
(주)비츠로테크,042370,2013/03,,,,11337,3067,1359
(주)비츠로테크,042370,2014/03,,,,13043,2170,1882
(주)비츠로테크,042370,2015/06,,,,13649,2232,1027
(주)비츠로테크,042370,2016/06,,,,8622,-5514,-7132
(주)비츠로테크,042370,2017/06,45624,43854,20977,13358,590,1371
(주)비츠로테크,042370,2018/06,38211,10953,12135,8669,1204,2336
(주)비츠로테크,042370,2019/12,66687,29787,37395,8419,891,2287
(주)비츠로테크,042370,2020/12,64307,27717,33261,10273,3582,4394
(주)비츠로테크,042370,2021/12,63723,23603,26075,7820,3490,4276
(주)비츠로테크,042370,2022/12,68891,19495,32728,7567,396,4021
(주)비케이홀딩스,050090,2009/12,,,,8434,117,6120
(주)비케이홀딩스,050090,2010/12,6645,-4425,-1144,7727,-1343,1751
(주)비케이홀딩스,050090,2011/12,5637,-6741,-2704,4971,-6944,-2984
(주)비케이홀딩스,050090,2012/12,7856,8567,1903,6704,24963,1987
(주)비케이홀딩스,050090,2013/12,8405,-1645,2384,6565,155,2030
(주)비케이홀딩스,050090,2014/12,2298,-15266,1116,2298,-13533,1116
(주)비케이홀딩스,050090,2015/12,,,,2733,-5845,136
(주)비케이홀딩스,050090,2016/12,,,,4713,-3426,1181
(주)비케이홀딩스,050090,2017/12,,,,2724,-2422,-740
(주)비케이홀딩스,050090,2018/12,119,-2862,-3907,170,-2862,-3344
(주)비케이홀딩스,050090,2019/12,2004,-1963,-25,2103,-1963,201
(주)비케이홀딩스,050090,2020/12,979,-4391,-1372,969,-4392,-1379
(주)비케이홀딩스,050090,2021/12,,,,-528,-3043,-3096
(주)비케이홀딩스,050090,2022/12,,,,2108,-3057,-2005
(주)비투엔,307870,2018/12,,,,,,
(주)비투엔,307870,2019/12,,,,,,
(주)비투엔,307870,2020/12,,,,,,
(주)비투엔,307870,2021/12,,,,7064,-1769,2247
(주)비투엔,307870,2022/12,,,,5941,-2216,-2188
(주)비트나인,357880,2018/12,,,,,,
(주)비트나인,357880,2019/12,,,,,,
(주)비트나인,357880,2020/12,11576,-10226,-859,10986,-10083,-725
(주)비트나인,357880,2021/12,16415,1165,1183,14428,66,65
(주)비트나인,357880,2022/12,19175,-529,1621,12424,-5349,-4292
(주)비트컴퓨터,032850,2009/12,,,,3836,4760,-1712
(주)비트컴퓨터,032850,2010/12,6680,4359,3612,5839,4398,3651
(주)비트컴퓨터,032850,2011/12,6716,2670,3818,5757,2879,4048
(주)비트컴퓨터,032850,2012/12,6087,354,1329,5236,191,1644
(주)비트컴퓨터,032850,2013/12,6047,-456,1326,5125,-498,1328
(주)비트컴퓨터,032850,2014/12,8172,1316,2553,7655,1291,2533
(주)비트컴퓨터,032850,2015/12,10037,4635,5000,9532,4596,4972
(주)비트컴퓨터,032850,2016/12,8321,4160,3494,8124,4279,3611
(주)비트컴퓨터,032850,2017/12,8753,3583,4347,8497,3823,4784
(주)비트컴퓨터,032850,2018/12,3528,-234,-2170,3239,-147,-2082
(주)비트컴퓨터,032850,2019/12,11066,7093,6073,10736,6174,6124
(주)비트컴퓨터,032850,2020/12,10728,6474,5458,9713,6587,5550
(주)비트컴퓨터,032850,2021/12,12403,4892,6409,11063,4765,5967
(주)비트컴퓨터,032850,2022/12,12021,4925,6146,10481,4814,5641
(주)비피도,238200,2015/12,,,,5568,3126,3750
(주)비피도,238200,2016/12,,,,4649,2169,2094
(주)비피도,238200,2017/12,,,,5623,2425,3018
(주)비피도,238200,2018/12,,,,6722,1132,3501
(주)비피도,238200,2019/12,5459,1582,1392,5457,1627,1436
(주)비피도,238200,2020/12,4474,-553,-596,4424,-452,-487
(주)비피도,238200,2021/12,4135,4493,-1017,3927,4521,-1030
(주)비피도,238200,2022/12,5862,1546,1263,5492,1854,1183
(주)빅솔론,093190,2009/12,,,,16527,10962,10139
(주)빅솔론,093190,2010/12,21794,10854,10043,15391,10548,8686
(주)빅솔론,093190,2011/12,23615,12006,11776,18057,11548,11235
(주)빅솔론,093190,2012/12,22630,11998,10468,17442,12846,10529
(주)빅솔론,093190,2013/12,29375,17003,15051,23952,16849,14852
(주)빅솔론,093190,2014/12,26181,12927,12955,20673,13039,13037
(주)빅솔론,093190,2015/12,30165,19430,15006,23896,19156,14734
(주)빅솔론,093190,2016/12,30833,14359,13207,23275,13531,12261
(주)빅솔론,093190,2017/12,30880,20622,14136,23109,20298,13478
(주)빅솔론,093190,2018/12,28402,14458,12605,20738,14276,11987
(주)빅솔론,093190,2019/12,26728,9564,9506,18603,9354,9599
(주)빅솔론,093190,2020/12,20945,5589,4150,13890,5140,4903
(주)빅솔론,093190,2021/12,32695,25857,14012,21867,24440,12610
(주)빅솔론,093190,2022/12,58548,10282,25137,42493,9565,22290
(주)빅텍,065450,2009/12,,,,9721,5066,5261
(주)빅텍,065450,2010/12,,,,7672,2432,2770
(주)빅텍,065450,2011/12,,,,1191,-2497,-3558
(주)빅텍,065450,2012/12,,,,471,-5225,-4361
(주)빅텍,065450,2013/12,,,,3783,1158,1098
(주)빅텍,065450,2014/12,,,,4179,1798,1551
(주)빅텍,065450,2015/12,,,,4392,1455,1540
(주)빅텍,065450,2016/12,,,,2170,-822,-889
(주)빅텍,065450,2017/12,,,,2218,-1086,-1583
(주)빅텍,065450,2018/12,,,,6630,850,1497
(주)빅텍,065450,2019/12,,,,7464,1980,2610
(주)빅텍,065450,2020/12,,,,7412,2948,3162
(주)빅텍,065450,2021/12,,,,12187,5265,7133
(주)빅텍,065450,2022/12,,,,6239,-232,1653
(주)사람인에이치알,143240,2009/12,,,,,,
(주)사람인에이치알,143240,2010/12,,,,13074,2241,2915
(주)사람인에이치알,143240,2011/12,,,,21097,5124,6902
(주)사람인에이치알,143240,2012/12,,,,23013,4800,5553
(주)사람인에이치알,143240,2013/12,,,,25203,4891,6231
(주)사람인에이치알,143240,2014/12,28264,3251,4248,28295,3570,4306
(주)사람인에이치알,143240,2015/12,,,,37806,8688,10263
(주)사람인에이치알,143240,2016/12,45593,10420,13392,43724,10673,12888
(주)사람인에이치알,143240,2017/12,52601,3410,15459,50076,1987,14911
(주)사람인에이치알,143240,2018/12,86146,16669,18876,57494,15654,18190
(주)사람인에이치알,143240,2019/12,93567,25461,27294,67734,23877,26559
(주)사람인에이치알,143240,2020/12,96295,21620,24067,68196,19437,23865
(주)사람인에이치알,143240,2021/12,129013,31822,39086,99099,32173,38914
(주)사람인에이치알,143240,2022/12,148935,29267,40588,113536,31430,39850
(주)사이노젠,064060,2009/12,,,,-645,-53932,-4653
