회사명,거래소코드,회계년도,총자본증가율(IFRS연결),유형자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),순이익증가율(IFRS연결),정상영업이익증가율(IFRS연결)
(주)고영테크놀러지,098460,2018/12,35.99,30.7,0,17.43,41.03,40.8,40.01,17.13,58.71,5.11
(주)고영테크놀러지,098460,2019/12,9.47,12.58,0,54.74,-0.78,15.71,7.88,-6.78,-30.13,-27.51
(주)고영테크놀러지,098460,2020/12,-0.95,-3.95,0,36.99,-14.34,0.11,0.98,-19.14,-69.01,-52.47
(주)고영테크놀러지,098460,2021/12,0,0,0,0,0,0,0,0,0,0
(주)고영테크놀러지,098460,2022/12,6.34,37.14,0,9.35,5.28,5.1,8.84,11.35,-0.76,7.03
(주)골드앤에스,035290,2011/12,3.62,-24.47,0,-15.35,33.08,-6.66,3.75,-5.87,0,0
(주)골드앤에스,035290,2012/12,11.3,-3.87,0,9.01,13.56,-7.75,14.17,-7.65,0,0
(주)골드앤에스,035290,2013/12,-0.98,2289.15,0,40.97,-40.76,18.51,-60.53,-9.89,0,0
(주)골드앤에스,035290,2014/12,-9.55,-3.55,0,-11.76,-4.56,-6.15,-12.14,-20.89,0,0
(주)골드앤에스,035290,2015/12,-48.2,-98.55,0,-72.22,1.94,-20.77,70.64,-29.05,0,0
(주)골드앤에스,035290,2016/12,-22.53,-38.3,0,14.57,-43.63,-15.93,-5.88,-28.4,0,-64.85
(주)골드앤에스,035290,2017/12,-8.02,65.8,0,-36.64,25.06,-46.01,-6.42,-19.45,-2141.05,-1018.76
(주)골드앤에스,035290,2018/12,147.31,3205.73,0,238.03,94.18,22.05,3.24,-32.19,0,0
(주)골드앤에스,035290,2019/12,-62.1,-66.73,-12.04,-43.17,-81.41,-61.41,-136.92,-11.95,0,0
(주)골드앤에스,035290,2020/12,28.19,-3.45,0,-4.9,131.33,-26.94,0,-45.85,0,0
(주)골드앤에스,035290,2021/12,26.71,-6.66,0,15.3,41.32,-2.02,5.4,226.35,-52.88,0
(주)골드앤에스,035290,2022/12,-28.4,-77.95,0,-78.87,24.36,23.46,-4.11,-29.75,0,0
(주)골드퍼시픽,038530,2011/12,,,,,,,,,,
(주)골드퍼시픽,038530,2012/12,,,,,,,,,,
(주)골드퍼시픽,038530,2013/12,0,0,0,0,0,0,0,0,0,0
(주)골드퍼시픽,038530,2014/12,0,0,0,0,0,0,0,0,0,0
(주)골드퍼시픽,038530,2015/12,-31.89,-73.96,0,-20.97,-40.13,-77.71,35.22,13.04,0,0
(주)골드퍼시픽,038530,2016/12,,,,,,,,,,
(주)골드퍼시픽,038530,2017/12,,,,,,,,,,
(주)골드퍼시픽,038530,2018/12,0,0,0,0,0,0,0,0,0,0
(주)골드퍼시픽,038530,2019/12,,,,,,,,,,
(주)골드퍼시픽,038530,2020/12,,,,,,,,,,
(주)골드퍼시픽,038530,2021/12,,,,,,,,,,
(주)골드퍼시픽,038530,2022/12,0,0,0,0,0,0,0,0,0,0
(주)골프존,215000,2015/12,,,,,,,,,,
(주)골프존,215000,2016/12,0,0,0,0,0,0,0,0,0,0
(주)골프존,215000,2017/12,34.99,-2.02,-1.77,-5.15,78.87,3.72,56.94,-7.77,117.07,-17.57
(주)골프존,215000,2018/12,0.15,16.81,19.1,16.88,-9.54,-20.04,2.99,-0.7,-74.25,-24.82
(주)골프존,215000,2019/12,23.04,38.6,-2.36,112.2,-43.74,3.64,2.63,24.31,-20.6,14.69
(주)골프존,215000,2020/12,17.5,1.25,-13.88,7.96,44.45,-3.96,12.26,20.85,136.01,59.68
(주)골프존,215000,2021/12,31.67,-2.63,171.79,-3.22,105.32,140.8,28.18,47.5,99.43,108.78
(주)골프존,215000,2022/12,21.9,12.12,-25.05,17.24,26.54,90.01,25.75,40.25,49.03,38.09
(주)골프존뉴딘홀딩스,121440,2011/12,100.9,290.19,0,115.64,95.97,114.65,114.66,13.4,-31.79,-17.18
(주)골프존뉴딘홀딩스,121440,2012/12,43.08,278.98,0,168.83,-3.24,202.37,17.98,34.22,57.8,26.75
(주)골프존뉴딘홀딩스,121440,2013/12,17.92,12.13,0,30.7,4.83,79.92,3.14,26.07,-96.19,16.65
(주)골프존뉴딘홀딩스,121440,2014/12,19.47,104.38,148.36,63.67,-36.93,-5.3,14.57,17.66,2726.3,27.21
(주)골프존뉴딘홀딩스,121440,2015/12,0.69,-11.66,-13.07,14.5,-45.03,-21.51,12.7,-61.7,999.37,0
(주)골프존뉴딘홀딩스,121440,2016/12,-0.85,-0.68,4.82,-1.75,5.31,41.01,-3.8,47.86,-99.54,0
(주)골프존뉴딘홀딩스,121440,2017/12,-0.56,-1.09,4.49,-2.93,14.69,19.22,-5.02,-12.13,-636.22,-50.22
(주)골프존뉴딘홀딩스,121440,2018/12,2.41,-3.61,11.72,5.57,-14.81,27.37,-3.25,4.34,0,-93.95
(주)골프존뉴딘홀딩스,121440,2019/12,0.21,-5.13,16.7,-3.57,25.76,-5.83,-7.41,2.64,0,-425.38
(주)골프존뉴딘홀딩스,121440,2020/12,2.5,-78.93,548.77,-1.82,24.85,-3.6,4.52,27.56,0,0
(주)골프존뉴딘홀딩스,121440,2021/12,18.05,2.03,-0.93,27.32,-19.66,13.61,27.77,43.03,378.32,143.98
(주)골프존뉴딘홀딩스,121440,2022/12,7.39,7.82,-1.46,6.08,15.81,41.06,13.67,17.01,-35.51,29.04
(주)공구우먼,366030,2017/12,,,,,,,,,,
(주)공구우먼,366030,2018/12,,,,,,,,,,
(주)공구우먼,366030,2019/12,,,,,,,,,,
(주)공구우먼,366030,2020/12,,,,,,,,,,
(주)공구우먼,366030,2021/12,,,,,,,,,,
(주)공구우먼,366030,2022/12,,,,,,,,,,
(주)광림,014200,2011/12,,,,,,,,,,
(주)광림,014200,2012/12,,,,,,,,,,
(주)광림,014200,2013/12,,,,,,,,,,
(주)광림,014200,2014/12,0,0,0,0,0,0,0,0,0,0
(주)광림,014200,2015/12,,,,,,,,,,
(주)광림,014200,2016/12,0,0,0,0,0,0,0,0,0,0
(주)광림,014200,2017/12,-9.38,-17.95,51.03,-8.2,-11.28,-17.95,-5.23,54.85,0,-7301.04
(주)광림,014200,2018/12,-9.73,1.64,-18.7,-13.39,-3.65,15.99,-17.97,1.04,0,0
(주)광림,014200,2019/12,34.43,1.96,-14.03,22.63,52.04,9.89,1.97,6.79,0,0
(주)광림,014200,2020/12,-15.98,5.61,-0.55,-15.01,-17.15,-19.5,-13.58,10.53,0,0
(주)광림,014200,2021/12,26.73,-15.97,77.42,16,40,41.02,76.85,16.88,0,27.51
(주)광림,014200,2022/12,3.44,-6.54,6.28,4.06,2.81,23.54,22.77,9.83,0,95.34
(주)광무,029480,2011/12,0,0,0,0,0,0,0,0,0,0
(주)광무,029480,2012/12,0,0,0,0,0,0,0,0,0,0
(주)광무,029480,2013/12,-36.57,-11.65,0,-34.17,-39.8,-32.89,-70.22,-50.13,0,0
(주)광무,029480,2014/12,,,,,,,,,,
(주)광무,029480,2015/12,,,,,,,,,,
(주)광무,029480,2016/12,,,,,,,,,,
(주)광무,029480,2017/12,,,,,,,,,,
(주)광무,029480,2018/12,0,0,0,0,0,0,0,0,0,0
(주)광무,029480,2019/12,122.08,-53.29,0,114.12,127.19,-11.51,131.12,58.11,0,0
(주)광무,029480,2020/12,-38.83,-47.25,-0.4,-2.34,-60.94,-64.95,9.01,-30.99,0,0
(주)광무,029480,2021/12,169.37,41.9,7.03,-13.09,445.98,-50.2,109.65,-24.85,0,0
(주)광무,029480,2022/12,30.69,-21.8,0.11,0.79,37.9,548.51,57.85,313.43,0,0
(주)구스앤홈,329050,2017/12,,,,,,,,,,
(주)구스앤홈,329050,2018/12,,,,,,,,,,
(주)구스앤홈,329050,2019/12,,,,,,,,,,
(주)구스앤홈,329050,2020/12,,,,,,,,,,
(주)구영테크,053270,2011/12,4.74,-5.07,0,1.48,10.21,2.89,0.85,-1.8,0,-34.19
(주)구영테크,053270,2012/12,7.82,5.36,12.01,4.62,12.75,23,0.09,5.38,0,45.14
(주)구영테크,053270,2013/12,-7.4,-1.02,-0.75,0.76,-19.07,-5.16,6.36,10.89,31.89,0.06
(주)구영테크,053270,2014/12,4.44,3.79,-14.44,3.36,6.37,22.12,34.25,-1.28,-0.13,-27.42
(주)구영테크,053270,2015/12,3.51,5.6,-1.35,3.8,3.01,-9.04,8.11,0.91,94.33,13
(주)구영테크,053270,2016/12,3.36,7.51,-1.81,9.87,-7.98,-0.05,2.6,-13.82,-36.92,-29.42
(주)구영테크,053270,2017/12,12.15,11.41,-1.39,9.11,18.47,1.54,-3.28,1.03,-43.82,31.21
(주)구영테크,053270,2018/12,8.32,21.13,-1.41,15.43,-5.29,57.14,23.7,30.3,305.87,-5.49
(주)구영테크,053270,2019/12,1.97,-5.99,-1.43,-3.82,15.51,8.89,5.42,18.24,-43.49,-2.6
(주)구영테크,053270,2020/12,2.52,7.03,0,2.4,2.73,-25.94,-3.06,-14.81,-78.31,-43.91
(주)구영테크,053270,2021/12,5.25,6.59,0,5.73,4.34,8.49,9.73,3.43,330.17,35.94
(주)구영테크,053270,2022/12,7.73,1.8,0,1.27,20.42,22.04,9.38,34.81,27.04,92.65
(주)국보디자인,066620,2011/12,2.02,4.43,-0.39,-12.94,8.52,0,11.93,11.37,9.87,21.2
(주)국보디자인,066620,2012/12,15.81,52.79,-6.85,-10.65,25.04,0,19.57,-8.64,36.75,22.49
(주)국보디자인,066620,2013/12,37.71,-1.92,-2.28,35.04,38.38,0,13.96,36.95,32.05,12.06
(주)국보디자인,066620,2014/12,3.21,18.43,2.31,0.07,3.98,0,13.34,7.86,0.06,13.42
(주)국보디자인,066620,2015/12,6.88,167.41,1.46,35.72,0.12,0,12.05,9.2,-1.59,-4.17
(주)국보디자인,066620,2016/12,12.31,7.26,5.6,-13.32,20.44,0,4.35,4.57,-0.28,-17.77
(주)국보디자인,066620,2017/12,3.74,1.17,-19.42,-2.42,5.15,0,14.21,34.38,24.24,120.76
(주)국보디자인,066620,2018/12,6.48,-5.33,6.21,13.69,4.95,0,9.38,-6.06,3.99,-29.09
(주)국보디자인,066620,2019/12,27.12,17.8,-58.39,-15.28,36.86,0,13.59,5.8,14.92,-29.8
(주)국보디자인,066620,2020/12,20.99,-0.8,2.49,493.87,-46.23,0,34.58,7.11,26.07,122.74
(주)국보디자인,066620,2021/12,28.26,10.6,6.09,38.39,12.34,0,37,12.11,-2.78,0.01
(주)국보디자인,066620,2022/12,-20.8,7.07,-6.6,-62.39,59.66,0,-35.93,17.14,6.79,11.72
(주)국순당,043650,2011/12,0,0,0,0,0,0,0,0,0,0
(주)국순당,043650,2012/12,0,0,0,0,0,0,0,0,0,0
(주)국순당,043650,2013/12,4,-3.42,-2.37,-3.89,15.04,0.27,1.42,-16.45,-15.99,-74.49
(주)국순당,043650,2014/12,-0.29,-9.58,534.24,0.53,-1.25,-5.25,1.25,-7.37,-39.31,-24.92
(주)국순당,043650,2015/12,-0.41,-3.97,-2.08,1,-2.09,-3.02,0.58,-15.7,0,0
(주)국순당,043650,2016/12,-1.65,-6.17,207.31,7.02,-12.3,0.14,-1.92,-10,0,0
(주)국순당,043650,2017/12,13.71,-10.56,21.64,21.77,1.63,-4.14,14.67,-9.96,0,0
(주)국순당,043650,2018/12,-1.48,14.99,-0.89,6.53,-15.86,4.31,-2.41,-2.02,-127.24,0
(주)국순당,043650,2019/12,5.81,17.9,122.62,4.79,8.13,7.58,-5.54,66.02,0,0
(주)국순당,043650,2020/12,-3.01,-34.65,-2.83,-1.18,-7.04,-24.58,10.17,-48.14,0,0
(주)국순당,043650,2021/12,9.1,-12.19,-0.41,8.95,9.45,21.16,9.13,23.18,15.21,84.8
(주)국순당,043650,2022/12,-4.99,-0.7,-0.41,-18.79,27.2,16.73,-3.55,14.41,0,8
(주)국영지앤엠,006050,2011/12,,,,,,,,,,
(주)국영지앤엠,006050,2012/12,,,,,,,,,,
(주)국영지앤엠,006050,2013/12,,,,,,,,,,
(주)국영지앤엠,006050,2014/12,,,,,,,,,,
(주)국영지앤엠,006050,2015/12,,,,,,,,,,
(주)국영지앤엠,006050,2016/12,,,,,,,,,,
(주)국영지앤엠,006050,2017/12,,,,,,,,,,
(주)국영지앤엠,006050,2018/12,,,,,,,,,,
(주)국영지앤엠,006050,2019/12,,,,,,,,,,
(주)국영지앤엠,006050,2020/12,,,,,,,,,,
(주)국영지앤엠,006050,2021/12,,,,,,,,,,
(주)국영지앤엠,006050,2022/12,,,,,,,,,,
(주)국전약품,307750,2018/12,,,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,,,
(주)국전약품,307750,2020/12,,,,,,,,,,
(주)국전약품,307750,2021/12,,,,,,,,,,
(주)국전약품,307750,2022/12,0,0,0,0,0,0,0,0,0,0
(주)그래디언트,035080,2011/12,44.28,27.58,0,356.59,-35.22,21.85,-9.82,-4.55,0,0
(주)그래디언트,035080,2012/12,-4.84,20.45,0,0.04,-13.6,-14.32,20.92,5.99,0,0
(주)그래디언트,035080,2013/12,116.02,14.78,0,24.01,307.13,96.61,2.11,545.17,-39.01,240.51
(주)그래디언트,035080,2014/12,20.13,-2.56,0,25.52,16.73,17.48,11.42,6.98,9.79,6.84
(주)그래디언트,035080,2015/12,9.7,-1.87,0,-1.11,17.06,72.45,1.91,12.82,52.74,27.72
(주)그래디언트,035080,2016/12,-1.57,0.7,0,-14.43,5.81,-14.8,-14.03,8.73,-577.76,-24.01
(주)그래디언트,035080,2017/12,-12.97,2.85,0,-12.66,-13.12,17.02,-18.31,-7.91,0,-39.77
(주)그래디언트,035080,2018/12,0.28,13.07,0,-4.69,2.61,20.98,-3.89,-2.84,0,-33.05
(주)그래디언트,035080,2019/12,-1.64,102.12,0,4.67,-4.37,-48.76,-3.71,-0.83,0,126.23
(주)그래디언트,035080,2020/12,-9.95,4.67,41.88,2.58,-15.91,4.77,1.97,-7.12,0,0
(주)그래디언트,035080,2021/12,3.2,-76.36,-31.06,-24.6,19.32,-19.98,-3.91,-1.69,0,0
(주)그래디언트,035080,2022/12,6.96,118.78,3.93,41.02,-5.51,-0.17,105.61,15.05,0,486.16
(주)그리티,204020,2011/12,,,,,,,,,,
(주)그리티,204020,2012/12,,,,,,,,,,
(주)그리티,204020,2013/12,,,,,,,,,,
(주)그리티,204020,2014/12,0,0,0,0,0,0,0,0,0,0
(주)그리티,204020,2015/12,8.15,12.78,0,11.07,7.82,13.2,11.07,2.56,-17.53,-34.15
(주)그리티,204020,2016/12,16.13,75.27,0,36.28,13.81,23.24,7.01,3.04,-39.62,-35.07
(주)그리티,204020,2017/12,13.17,-16.51,0,8.1,13.87,46.77,13.93,19.13,124.22,117.47
(주)그리티,204020,2018/12,30.7,-31.96,0,-21.67,37.56,9.27,33.64,-5.2,-35.27,-20.69
(주)그리티,204020,2019/12,-3.76,240.63,0,43.74,-7.3,4.35,-0.3,3.2,-64.91,-63.78
(주)그리티,204020,2020/12,-5.28,35.32,0,45.01,-11.09,-1.57,-2.84,0.31,-46.7,-26.29
(주)그리티,204020,2021/12,-0.85,140.98,0,64.79,-13.22,-0.49,-7.28,-11.95,0,0
(주)그리티,204020,2022/12,2.26,-19.06,0,-19.83,10.17,22.35,2.89,31.66,0,0
(주)그린플러스,186230,2011/12,,,,,,,,,,
(주)그린플러스,186230,2012/12,,,,,,,,,,
(주)그린플러스,186230,2013/12,,,,,,,,,,
(주)그린플러스,186230,2014/12,,,,,,,,,,
(주)그린플러스,186230,2015/12,,,,,,,,,,
(주)그린플러스,186230,2016/12,,,,,,,,,,
(주)그린플러스,186230,2017/12,,,,,,,,,,
(주)그린플러스,186230,2018/12,0,0,0,0,0,0,0,0,0,0
(주)그린플러스,186230,2019/12,13.5,-1.64,0,-4.98,36.93,-4.38,57.72,5.34,13.6,-0.57
(주)그린플러스,186230,2020/12,23.21,9.14,0,16.15,29.43,-0.28,-8.79,28.35,0,16.91
(주)그린플러스,186230,2021/12,14.08,0.16,0,0.58,24.74,65.87,81.4,32.81,0,-14.15
(주)그린플러스,186230,2022/12,4.24,50.28,0,45.5,-22.01,-0.29,0.23,-0.28,0,-29.41
(주)극동자동화,272420,2014/12,,,,,,,,,,
(주)극동자동화,272420,2015/12,,,,,,,,,,
(주)극동자동화,272420,2016/12,,,,,,,,,,
(주)극동자동화,272420,2017/12,,,,,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2011/12,41.54,142.83,0,47.8,38.31,171.3,14.32,-10.58,-51.81,-47.57
(주)글로벌스탠다드테크놀로지,083450,2012/12,2.38,21.61,0,19.02,-6.78,19.18,29.23,56.16,108.99,91.4
(주)글로벌스탠다드테크놀로지,083450,2013/12,16.35,11.6,0,12.52,19.04,-1.79,17.57,24.95,-16.98,-7.27
(주)글로벌스탠다드테크놀로지,083450,2014/12,11.73,0.15,0,8.07,14.16,-22.23,18.39,10.05,33.84,14.2
(주)글로벌스탠다드테크놀로지,083450,2015/12,-0.4,21.88,0,27.01,-17.63,-26.83,11.09,-5.27,-26.99,-30.09
(주)글로벌스탠다드테크놀로지,083450,2016/12,28.29,11.35,0,3.73,52.09,137.63,6.71,7.58,-23.17,-18.86
(주)글로벌스탠다드테크놀로지,083450,2017/12,14.53,30.73,0,25.03,7.6,-0.84,28.2,79.3,278.16,356.36
(주)글로벌스탠다드테크놀로지,083450,2018/12,2.57,12.58,0,13.24,-5.64,-18.98,9.53,-20.26,-37.1,-53.26
(주)글로벌스탠다드테크놀로지,083450,2019/12,30.21,-0.37,0,-5.17,62.81,17.98,22.58,29.56,85.7,110.54
(주)글로벌스탠다드테크놀로지,083450,2020/12,3.72,-3.4,0,4.68,3.2,19.69,11.4,-0.8,-11.59,-17.15
(주)글로벌스탠다드테크놀로지,083450,2021/12,45.41,26.43,0,28.04,54.87,36.92,31.93,82.46,138.84,155.68
(주)글로벌스탠다드테크놀로지,083450,2022/12,22.1,8.46,0,13.96,25.77,45.77,33.57,2.75,24.01,22.7
(주)금빛,045890,2011/12,-28.11,-3.53,0,-4,-42.51,-57.36,-25.96,-24.64,0,0
(주)금빛,045890,2012/12,-10.15,-1.04,0,3.85,-24.12,-15.85,-10.1,27.92,0,0
(주)금빛,045890,2013/12,5.84,-2.39,0,7.46,3.64,-14.98,5.71,22.98,0,0
(주)금빛,045890,2014/12,5.01,0.15,0,3.77,6.78,27.64,4.33,-6.51,-43.56,6.32
(주)금빛,045890,2015/12,1.56,-0.2,0,-0.8,4.8,0.3,7.47,2.58,88.01,-25.49
(주)금빛,045890,2016/12,-0.15,-2.69,0,4.94,-6.78,-13.78,8.9,-10.77,-13.73,-2.36
(주)금빛,045890,2017/12,-0.97,-2.67,0,-14.92,19.48,16.97,-15.23,-3.64,-304,-98.58
(주)금빛,045890,2018/12,-6.41,37.83,0,3.67,-16.92,-22.62,11.08,-27.08,0,-28631.51
(주)금빛,045890,2019/12,0.23,2.58,0,12.85,-16.21,-23.16,-37.73,10.33,0,0
(주)금빛,045890,2020/12,19.45,8.74,0,19.44,19.47,-51.27,62.3,-30.22,0,0
(주)금오하이텍,165270,2011/12,,,,,,,,,,
(주)금오하이텍,165270,2012/12,,,,,,,,,,
(주)금오하이텍,165270,2013/12,,,,,,,,,,
(주)금오하이텍,165270,2014/12,,,,,,,,,,
(주)금오하이텍,165270,2015/12,,,,,,,,,,
(주)금오하이텍,165270,2016/12,,,,,,,,,,
(주)금화피에스시,036190,2011/12,,,,,,,,,,
(주)금화피에스시,036190,2012/12,,,,,,,,,,
(주)금화피에스시,036190,2013/12,0,0,0,0,0,0,0,0,0,0
(주)금화피에스시,036190,2014/12,10.58,24.18,-19.71,23.12,3.12,207.13,13.22,14.15,-6.14,-13.49
