회사명,거래소코드,회계년도,기업가치(EV)(IFRS),EBITDA(IFRS),EBITDA/매출액(IFRS),EV/EBITDA(IFRS),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결),투자활동으로 인한 현금흐름(*)(요약)(IFRS연결),재무활동으로 인한 현금흐름(*)(요약)(IFRS연결),현금및현금성자산의 증가(요약)(IFRS연결)
(주)동우팜투테이블,088910,2020/12,120410.29,-986.95,-0.36,0,0,0,0.63,0.27,0,0,0.42,0.18,-2612,-45790,38301,-10102
(주)동우팜투테이블,088910,2021/12,112601.61,4129.16,1.4,27.27,0,0,0.56,0.43,8.67,6.63,0.33,0.25,12346,-8912,-3188,246
(주)동운아나텍,094170,2011/12,8443.16,3808.23,15.04,2.22,0,0,0,0,0,0,0,0,,,,
(주)동운아나텍,094170,2012/12,11095.28,4375.06,14.38,2.54,0,0,0,0,0,0,0,0,,,,
(주)동운아나텍,094170,2013/12,1683.5,8959.82,19.27,0.19,0,0,0,0,0,0,0,0,,,,
(주)동운아나텍,094170,2014/12,380.7,6690.85,15.05,0.06,0,0,0,0,0,0,0,0,,,,
(주)동운아나텍,094170,2015/12,53629.21,9636.26,16.94,5.57,10.41,5.62,2.77,1.5,9.12,4.93,1.47,0.79,,,,
(주)동운아나텍,094170,2016/12,62778.37,2754,5.04,22.8,70.18,40.08,3.56,2.04,0,0,1.71,0.98,,,,
(주)동운아나텍,094170,2017/12,99984.53,-446.14,-0.81,0,0,0,5.44,3.04,321.67,179.99,1.91,1.07,,,,
(주)동운아나텍,094170,2018/12,76441.33,-4225.03,-9.05,0,0,0,16.03,3.02,0,0,4.97,0.94,,,,
(주)동운아나텍,094170,2019/12,122185.32,403.11,0.74,303.11,18.61,10.55,5.58,3.16,0,0,2.24,1.27,,,,
(주)동운아나텍,094170,2020/12,210992.06,3977.2,5.62,53.05,259.64,51.43,7.58,1.5,0,0,2.92,0.58,,,,
(주)동운아나텍,094170,2021/12,180726.35,-14148,-27.93,0,0,0,11.96,4.85,0,0,4.34,1.76,,,,
(주)동원개발,013120,2011/12,71129.93,23320.86,10.78,3.05,4.89,2.86,0.42,0.25,3.08,1.8,0.4,0.24,,,,
(주)동원개발,013120,2012/12,126167.14,42115.31,10.94,3,4.01,1.71,0.58,0.25,0,0,0.36,0.15,,,,
(주)동원개발,013120,2013/12,157700.56,44419.95,13.96,3.55,5.4,3.11,0.66,0.38,0,0,0.56,0.32,,,,
(주)동원개발,013120,2014/12,200144.77,77304.09,22.73,2.59,5.39,2.23,0.98,0.41,3.6,1.49,0.94,0.39,,,,
(주)동원개발,013120,2015/12,268483.17,117216.45,22.76,2.29,6.71,0.34,1.49,0.08,22.11,1.14,1.17,0.06,,,,
(주)동원개발,013120,2016/12,301531.69,131255.54,24.56,2.3,4.73,3.34,0.94,0.66,8.36,5.91,0.87,0.61,,,,
(주)동원개발,013120,2017/12,279742.53,143152.05,25.43,1.95,5.34,3.48,0.92,0.6,3.87,2.53,0.95,0.62,,,,
(주)동원개발,013120,2018/12,79711.73,160326.17,26.37,0.5,4.04,2.55,0.72,0.45,4.54,2.87,0.81,0.51,,,,
(주)동원개발,013120,2019/12,-41833.98,109651.41,17.06,-0.38,5.95,3.98,0.67,0.45,3.98,2.66,0.78,0.52,,,,
(주)동원개발,013120,2020/12,257072.38,189712.51,30.08,1.36,3.19,1.8,0.52,0.29,72.85,41.01,0.73,0.41,,,,
(주)동원개발,013120,2021/12,467947.15,99293.37,23.79,4.71,8.8,5.87,0.68,0.45,0,0,1.53,1.02,-92426,-76223,103817,-64833
(주)동일기연,032960,2011/12,115342.05,8710.71,19.12,13.24,16.5,11.13,2.79,1.88,9.31,6.28,2.78,1.88,13782,18884,-34742,-1787
(주)동일기연,032960,2012/12,81617.71,4690.49,13.23,17.4,22.27,9.32,2.91,1.22,19.9,8.32,4.3,1.8,4565,-4503,-4090,-4185
(주)동일기연,032960,2013/12,45377.71,4626.13,14.44,9.81,12.01,7.98,1.18,0.78,8.47,5.63,2.14,1.42,7630,-265,-200,7137
(주)동일기연,032960,2014/12,50928.32,3971.45,12,12.82,18.49,10.14,1.34,0.73,9.5,5.21,2.52,1.38,6891,-11142,311,-3926
(주)동일기연,032960,2015/12,71927.47,3205.93,11.25,22.44,22.13,11.84,1.81,0.97,30.67,16.42,3.57,1.91,1468,11344,-10352,2462
(주)동일기연,032960,2016/12,67907.14,2239.05,7.92,30.33,18.36,12.45,1.74,1.18,17.69,12,3.75,2.54,8435,-7666,194,973
(주)동일기연,032960,2017/12,78677.43,3745.22,10.94,21.01,18.62,14.74,1.38,1.09,44.57,35.3,2.59,2.05,2035,-5957,-1405,-5419
(주)동일기연,032960,2018/12,72767.99,909.15,3.44,80.04,0,0,1.74,1.12,44.98,29.04,3.68,2.37,459,11475,-8121,3829
(주)동일기연,032960,2019/12,39150.4,2628.34,9.1,14.9,56.38,36.72,2.11,1.37,18.45,12.02,3.77,2.46,4681,-4435,-5368,-5109
(주)동일기연,032960,2020/12,33310.66,2305.5,9.32,14.45,41.51,26.62,0.86,0.55,7.56,4.85,1.83,1.18,5247,7442,-1449,11149
(주)동일기연,032960,2021/12,46395.72,2676.37,10.39,17.34,8.5,4.21,1.35,0.67,28.47,14.09,3.27,1.62,2822,-9400,-286,-7168
(주)동진쎄미켐,005290,2011/12,410771.77,28469.68,6.45,14.43,0,0,2.49,1.1,254.33,111.92,0.68,0.3,6146,-62109,52239,-2629
(주)동진쎄미켐,005290,2012/12,470963.31,45650.61,8.66,10.32,16.37,10.43,1.67,1.07,8.3,5.29,0.41,0.26,27002,-68893,38442,-5064
(주)동진쎄미켐,005290,2013/12,460736.35,50350.72,9.13,9.15,13.32,8.46,1.55,0.99,11.88,7.54,0.41,0.26,41485,-57056,24797,8285
(주)동진쎄미켐,005290,2014/12,500776.15,47977.13,8.59,10.44,17.35,13.85,1.38,1.1,9.49,7.58,0.32,0.25,38135,-37173,-5591,-4745
(주)동진쎄미켐,005290,2015/12,574288.49,59753.61,10.17,9.61,29.84,13.2,2.48,1.1,6.54,2.89,0.63,0.28,60182,-38632,5750,27710
(주)동진쎄미켐,005290,2016/12,750901.82,80368.39,12.51,9.34,31.86,10.67,3.44,1.15,8.08,2.7,0.92,0.31,111226,-69209,-35420,5868
(주)동진쎄미켐,005290,2017/12,1334700.45,80086.4,12.69,16.67,33.47,10.83,5.18,1.68,16.08,5.2,2.01,0.65,81191,-49350,-17232,11175
(주)동진쎄미켐,005290,2018/12,610572.02,72409.63,11.45,8.43,28.85,9.07,4.12,1.3,30.94,9.73,1.81,0.57,62330,-73501,24589,12820
(주)동진쎄미켐,005290,2019/12,1076561.74,99786.69,15.29,10.79,22.98,7.25,3.27,1.03,11.73,3.7,1.58,0.5,108747,-80141,-382,28542
(주)동진쎄미켐,005290,2020/12,2075948.23,110708.35,16.28,18.75,31.1,7.33,5.37,1.27,20.68,4.87,2.94,0.69,130241,-49463,15295,86902
(주)동진쎄미켐,005290,2021/12,2845228.96,119790.88,15.09,23.75,34.18,16.4,6.06,2.91,49.32,23.66,3.37,1.62,76099,-96277,39134,29925
(주)두산테스나,131970,2011/12,25727.17,23596.74,49.13,1.09,0,0,0,0,0,0,0,0,,,,
(주)두산테스나,131970,2012/12,48073.35,29108.44,52.68,1.65,0,0,0,0,0,0,0,0,,,,
(주)두산테스나,131970,2013/12,93662.38,36186.92,53.37,2.59,8.86,5.18,1.69,0.99,2.63,1.54,1.43,0.83,,,,
(주)두산테스나,131970,2014/12,137621.59,27006.19,56.46,5.1,27.66,13.25,2.09,1,5.85,2.8,2.71,1.3,,,,
(주)두산테스나,131970,2015/12,73075.76,13938.78,41.21,5.24,0,0,3.17,0.98,14.09,4.37,5.45,1.69,,,,
(주)두산테스나,131970,2016/12,98204.49,12528.81,41.38,7.84,135.17,66.66,1.71,0.84,7.78,3.84,3.3,1.63,,,,
(주)두산테스나,131970,2017/12,92814.91,23300.95,49.38,3.98,17.25,9.45,2.35,1.29,7.09,3.88,3.29,1.8,,,,
(주)두산테스나,131970,2018/12,131209.64,32261.33,49.43,4.07,13.48,5.02,2.72,1.01,6.75,2.51,3.35,1.25,,,,
(주)두산테스나,131970,2019/12,380805.76,50142.44,51.78,7.59,18.01,5.63,2.38,0.75,8.85,2.77,3.98,1.25,,,,
(주)두산테스나,131970,2020/12,981562.49,83402.69,62.94,11.77,23.13,7.76,3.88,1.3,12.34,4.14,6.5,2.18,,,,
(주)두산테스나,131970,2021/12,904505.4,142063.8,68.44,6.37,21.62,14.25,3.93,2.59,7.6,5.01,4.91,3.24,,,,
(주)듀오백,073190,2011/12,18650.07,2734.26,6.69,6.82,12.52,6.72,0.8,0.43,10.73,5.76,0.87,0.47,2454,-3780,-1410,-2719
(주)듀오백,073190,2012/12,21157.39,408.32,1.13,51.82,43.31,28.85,0.69,0.46,45.91,30.58,0.86,0.57,767,685,-2356,-1021
(주)듀오백,073190,2013/12,18376.75,2106.38,5.64,8.72,2129.27,1722.96,0.56,0.45,0,0,0.66,0.54,-1025,879,-478,-590
(주)듀오백,073190,2014/12,16653.37,-1108.4,-2.85,0,0,0,0.61,0.48,0,0,0.64,0.5,-517,2563,-852,1170
(주)듀오백,073190,2015/12,28536.08,-2113.01,-6.19,0,0,0,0.88,0.29,0,0,0.95,0.31,-1870,1386,0,-681
(주)듀오백,073190,2016/12,25982.53,-3573,-11.17,0,0,0,1.17,0.7,0,0,1.13,0.68,-4063,3111,0,-960
(주)듀오백,073190,2017/12,21142.41,2171.8,5.67,9.73,45.96,19.87,1.62,0.7,0,0,1.37,0.59,1,2139,80,2160
(주)듀오백,073190,2018/12,24449.71,-1505.52,-5.29,0,0,0,1.07,0.68,0,0,1.1,0.7,-1563,-328,160,-1806
(주)듀오백,073190,2019/12,28680.81,-1208.86,-4.23,0,0,0,1.69,0.89,0,0,1.55,0.82,-738,246,-332,-824
(주)듀오백,073190,2020/12,43168.64,1815.9,4.2,23.77,61.04,21.77,1.73,0.62,11.04,3.94,1.11,0.39,4384,28,-439,3876
(주)듀오백,073190,2021/12,33227.67,-2032.32,-5.31,0,0,0,4.16,1.21,0,0,2.58,0.75,-3393,-289,-509,-4193
(주)드래곤플라이,030350,2011/12,262227.36,11149.11,30.64,23.52,46.6,13.9,8.9,2.65,38.72,11.55,12.96,3.86,10468,-15642,517,-4658
(주)드래곤플라이,030350,2012/12,224487.79,9778.19,29.15,22.96,0,0,7.94,3.81,37.16,17.84,10.44,5.01,8870,-20660,11884,138
(주)드래곤플라이,030350,2013/12,111801.02,7270.23,31.56,15.38,0,0,10.61,3.82,31.45,11.32,8.98,3.23,5819,-7454,1779,37
(주)드래곤플라이,030350,2014/12,136594.83,9093.77,46.37,15.02,0,0,10.66,3.29,83.75,25.85,9.58,2.96,1805,-3087,2903,1621
(주)드래곤플라이,030350,2015/12,106307.18,7390.69,44.74,14.38,0,0,11.87,3.85,104.45,33.86,13.38,4.34,1198,-1550,-730,-1149
(주)드래곤플라이,030350,2016/12,131414.09,3520.96,32.19,37.32,0,0,8.36,2.77,118.02,39.07,17.98,5.95,1651,-5313,7807,4147
(주)드래곤플라이,030350,2017/12,89222.78,-3005.65,-39.73,0,0,0,6.99,3.21,0,0,17.23,7.91,,,,
(주)드래곤플라이,030350,2018/12,45117.73,-4990.2,-78.29,0,0,0,7.3,2.2,0,0,19.14,5.78,,,,
(주)드래곤플라이,030350,2019/12,41077.53,-2831.12,-46.55,0,0,0,8.38,3.52,0,0,16.79,7.07,-1578,-1380,-776,-3734
(주)드래곤플라이,030350,2020/12,45376.73,553.78,13.28,81.94,0,0,10.23,2.52,74.38,18.34,16.64,4.1,-2034,-4312,9319,2972
(주)드래곤플라이,030350,2021/12,107039.8,-2274.93,-63.7,0,0,0,2.07,0.77,0,0,27.82,10.33,-4760,-14984,38867,19121
(주)드림시큐리티,203650,2014/12,,,,,,,,,,,,,,,,
(주)드림시큐리티,203650,2015/12,,,,,,,,,,,,,,,,
(주)드림시큐리티,203650,2016/12,,,,,,,,,,,,,,,,
(주)드림시큐리티,203650,2017/12,121939.46,657.42,3.2,185.48,0,0,9,2.54,0,0,8.12,2.29,-649,6894,-4957,1271
(주)드림시큐리티,203650,2018/12,113759.38,3104.73,12.44,36.64,136.65,32.1,16.64,3.91,123.44,29,15,3.52,3163,-1083,-300,1785
(주)드림시큐리티,203650,2019/12,147133.85,1777.61,7.86,82.77,121.65,55.14,3.39,1.54,64.89,29.41,9.26,4.2,2342,-53011,47494,-3176
(주)드림시큐리티,203650,2020/12,205338.98,2507.35,10.08,81.89,108.51,23.7,3.96,0.87,139.22,30.4,9.97,2.18,11791,8405,10250,30274
(주)드림시큐리티,203650,2021/12,263524.61,4486.21,16.01,58.74,80.35,45.99,4.37,2.5,44.16,25.27,11.36,6.5,-2238,-9521,31329,19725
(주)드림씨아이에스,223250,2011/12,,,,,,,,,,,,,,,,
(주)드림씨아이에스,223250,2012/12,,,,,,,,,,,,,,,,
(주)드림씨아이에스,223250,2013/12,,,,,,,,,,,,,,,,
(주)드림씨아이에스,223250,2014/12,-2093.05,1505.07,8.21,-1.39,0,0,0,0,0,0,0,0,,,,
(주)드림씨아이에스,223250,2015/12,-3770.63,-431.95,-2.47,0,0,0,0,0,0,0,0,0,,,,
(주)드림씨아이에스,223250,2016/12,-432.33,-4347.12,-28.08,0,0,0,0,0,0,0,0,0,,,,
(주)드림씨아이에스,223250,2017/12,-2156.14,-668.33,-4.19,0,0,0,0,0,0,0,0,0,,,,
(주)드림씨아이에스,223250,2018/12,-6058.64,3915.51,20.39,-1.55,0,0,0,0,0,0,0,0,,,,
(주)드림씨아이에스,223250,2019/12,-4911.72,5025.49,22.73,-0.98,0,0,0,0,0,0,0,0,,,,
(주)드림씨아이에스,223250,2020/12,105026.51,5774.45,24.58,18.19,36.05,16.17,4.86,2.18,51.21,22.97,7.49,3.36,3420,-24782,19702,-1659
(주)드림씨아이에스,223250,2021/12,73370.53,4875.48,18.64,15.05,38.71,17.33,3.29,1.47,20.32,9.1,4.74,2.12,5882,-4083,-2474,-674
(주)드림어스컴퍼니,060570,2011/12,52603.15,-24054.91,-26.31,0,0,0,1.73,0.67,0,0,0.98,0.38,-6450,5600,2174,1173
(주)드림어스컴퍼니,060570,2012/12,63347.66,2542.54,2.79,24.92,0,0,3.43,1.6,0,0,0.89,0.42,-16438,23619,-13272,-6094
(주)드림어스컴퍼니,060570,2013/12,36404.76,-2946.76,-5.44,0,0,0,4.67,1.95,19.63,8.18,1.6,0.67,-1643,73,-2560,-4190
(주)드림어스컴퍼니,060570,2014/12,146515.65,3438.65,7.7,42.61,119.45,18.11,5.14,0.78,0,0,5.35,0.81,-7521,-1200,28387,19695
(주)드림어스컴퍼니,060570,2015/12,162099.35,3686.31,6.78,43.97,190.25,92.93,6.83,3.34,0,0,5.71,2.79,-6894,-6561,274,-13400
(주)드림어스컴퍼니,060570,2016/12,162358.15,-4372.27,-8.8,0,0,0,4.86,2.6,44.29,23.72,3.61,1.93,4124,-3961,0,-405
(주)드림어스컴퍼니,060570,2017/12,252171.5,-4519.25,-7.4,0,0,0,2.51,0.91,0,0,4.42,1.61,-7553,-45002,64957,12017
(주)드림어스컴퍼니,060570,2018/12,298179.45,7922.64,7.36,37.64,0,0,3.69,1.76,36.83,17.57,5.1,2.43,13642,-10169,68472,72733
(주)드림어스컴퍼니,060570,2019/12,258367.09,-13511.96,-7.75,0,0,0,6.14,2.7,0,0,3.52,1.55,-1388,-2596,-2965,-6752
(주)드림어스컴퍼니,060570,2020/12,211514.74,136.7,0.06,1547.25,0,0,5.6,2.01,30,10.76,2.17,0.78,15223,-2471,-2329,8370
(주)드림어스컴퍼니,060570,2021/12,301700.6,13918.6,5.81,21.68,0,0,5.48,3.39,143.36,88.68,1.66,1.03,2393,-36852,68110,34747
(주)드림티엔터테인먼트,220110,2014/12,,,,,,,,,,,,,,,,
(주)드림티엔터테인먼트,220110,2015/12,8932.69,1266.56,17.43,7.05,0,0,0,0,0,0,0,0,1835,-12933,12292,1193
(주)드림티엔터테인먼트,220110,2016/12,-2149.42,650.22,7.71,-3.31,0,0,0,0,0,0,0,0,3095,8125,-9631,1589
(주)드림티엔터테인먼트,220110,2017/12,297.83,-634.64,-9.13,0,0,0,0,0,0,0,0,0,7711,-646,-200,6865
(주)드림티엔터테인먼트,220110,2018/12,3423.41,385.53,7.17,8.88,0,0,0,0,0,0,0,0,-6385,-4547,-390,-11322
(주)드림티엔터테인먼트,220110,2019/12,-137.16,570.22,14.85,-0.24,0,0,0,0,0,0,0,0,,,,
(주)디딤이앤에프,217620,2015/12,,,,,,,,,,,,,,,,
(주)디딤이앤에프,217620,2016/12,,,,,,,,,,,,,,,,
(주)디딤이앤에프,217620,2017/12,77185.83,4045.14,6.14,19.08,38.22,25.94,2.96,2.01,36.9,25.04,1.41,0.95,2709,15829,-10204,8280
(주)디딤이앤에프,217620,2018/12,111090.08,7850.37,8.41,14.15,46.59,19.16,4.67,1.92,69.81,28.71,1.68,0.69,2244,-14572,8806,-3482
(주)디딤이앤에프,217620,2019/12,118659.94,13917.16,11.77,8.53,61.12,31.35,3.97,2.03,13.04,6.69,1.15,0.59,10526,-20611,10924,864
(주)디딤이앤에프,217620,2020/12,134268.51,-1175.11,-1.5,0,0,0,20.18,5.91,0,0,1.27,0.37,-1249,-2808,-325,-4454
(주)디딤이앤에프,217620,2021/12,81959.88,238.98,0.39,342.96,0,0,9.93,4.26,18.04,7.75,1.65,0.71,7263,10736,-21206,-3171
(주)디모아,016670,2011/12,34236.76,4777.22,9.74,7.17,28.39,8.83,6.01,1.87,20.99,6.53,2.15,0.67,,,,
(주)디모아,016670,2012/12,40080.22,5732.82,10.29,6.99,20.99,10.05,2.71,1.3,0,0,1.26,0.61,-6562,2589,1316,-2657
(주)디모아,016670,2013/12,46604.81,7291.03,12.28,6.39,12.22,7.98,1.97,1.29,11.51,7.52,1.04,0.68,9353,-5750,-3387,215
(주)디모아,016670,2014/12,57325.91,9053.24,12.92,6.33,16.03,7.63,2.72,1.29,28.33,13.48,1.65,0.79,4082,-2814,3274,4542
(주)디모아,016670,2015/12,89010.09,8567.66,11.77,10.39,64.16,26.93,3.45,1.45,12.1,5.08,2.24,0.94,17064,14500,908,32472
(주)디모아,016670,2016/12,90956.54,1500.74,2.81,60.61,125.11,67.88,2.87,1.56,0,0,2.97,1.61,-8154,-13674,9958,-11870
(주)디모아,016670,2017/12,48090.76,486.02,0.87,98.95,155.98,69.63,2.48,1.11,170.93,76.31,2.42,1.08,3602,-5956,0,-2354
(주)디모아,016670,2018/12,41060.79,201.84,2.27,203.43,141.44,51.59,1.39,0.51,0,0,8.57,3.12,-866,-3608,0,-4474
(주)디모아,016670,2019/12,50061.15,402.59,8.69,124.35,0,0,2.21,0.92,0,0,21.76,9.08,8576,-5671,-368,2536
(주)디모아,016670,2020/12,110726.64,136.74,2.8,809.75,0,0,3.92,1.55,0,0,29.4,11.65,5039,-94850,72772,-17039
(주)디모아,016670,2021/12,97706.69,723.91,5.3,134.97,0,0,1.95,1.95,0,0,6.54,6.54,5405,17249,-23750,-1096
(주)디바이스이엔지,187870,2011/12,,,,,,,,,,,,,,,,
(주)디바이스이엔지,187870,2012/12,,,,,,,,,,,,,,,,
(주)디바이스이엔지,187870,2013/12,,,,,,,,,,,,,,,,
(주)디바이스이엔지,187870,2014/12,,,,,,,,,,,,,,,,
(주)디바이스이엔지,187870,2015/12,1312.11,2507.24,4.91,0.52,0,0,0,0,0,0,0,0,,,,
(주)디바이스이엔지,187870,2016/12,-17108.99,7061.65,9.98,-2.42,0,0,0,0,0,0,0,0,,,,
(주)디바이스이엔지,187870,2017/12,43188.46,11756.14,10.2,3.67,10.23,6.87,1.66,1.11,0,0,0.67,0.45,,,,
(주)디바이스이엔지,187870,2018/12,32774.71,17200.62,18.46,1.91,7.3,3.42,1.76,0.82,14.78,6.92,1.09,0.51,,,,
(주)디바이스이엔지,187870,2019/12,48302.12,5307.27,12.28,9.1,24.07,11.33,1.84,0.87,5.28,2.49,2.59,1.22,,,,
(주)디바이스이엔지,187870,2020/12,295495.29,44720.24,35.44,6.61,13.66,1.66,4.5,0.55,11.56,1.4,3.29,0.4,,,,
(주)디바이스이엔지,187870,2021/12,130181.74,36822.9,29.44,3.54,13.29,5.69,3.38,1.45,18.64,7.98,3.33,1.42,22210,-6095,15811,32006
(주)디스플레이테크,066670,2011/12,58236.06,10611.51,5.97,5.49,14.45,4.52,1.19,0.37,0,0,0.48,0.15,,,,
(주)디스플레이테크,066670,2012/12,131986.92,24407.94,8.31,5.41,7.81,2.35,1.5,0.45,5.01,1.5,0.45,0.14,,,,
(주)디스플레이테크,066670,2013/12,225235.06,36746.1,6.86,6.13,8.88,3.7,2.09,0.87,0,0,0.44,0.18,,,,
(주)디스플레이테크,066670,2014/12,123928.99,25532.37,5.94,4.85,11.19,4.14,1.38,0.51,4.02,1.49,0.41,0.15,,,,
(주)디스플레이테크,066670,2015/12,83705.08,19020.19,5.98,4.4,7.76,4.93,0.83,0.53,2.38,1.51,0.37,0.23,,,,
(주)디스플레이테크,066670,2016/12,88101.2,8598.98,9.64,10.25,25.46,16.71,0.71,0.46,0,0,1.13,0.74,,,,
(주)디스플레이테크,066670,2017/12,75719.27,11967.38,14.47,6.33,17.99,14.8,0.58,0.48,10.66,8.76,1.02,0.84,,,,
(주)디스플레이테크,066670,2018/12,58450.12,6622.01,11.56,8.83,27.33,22.46,0.57,0.47,2.86,2.35,1.43,1.17,,,,
(주)디스플레이테크,066670,2019/12,62125.69,8795.18,20.19,7.06,14.94,12.3,0.55,0.45,9.07,7.47,1.85,1.52,,,,
(주)디스플레이테크,066670,2020/12,50586.65,7296.33,20.14,6.93,19.76,11.4,0.5,0.29,5.5,3.17,2.08,1.2,14802,296,-5479,9568
(주)디스플레이테크,066670,2021/12,135921.01,6696.6,5.45,20.3,37.44,12.87,1.36,0.47,0,0,1.65,0.57,-4183,23499,-4899,14419
(주)디아이디,074130,2011/12,114464.89,279.19,0.06,409.99,0,0,2.58,1,10.04,3.87,0.26,0.1,85960,-76744,1660,12184
(주)디아이디,074130,2012/12,79338.43,19261.25,2.96,4.12,19.35,4.13,3.38,0.72,5.88,1.25,0.3,0.06,38890,-20093,-14993,6998
(주)디아이디,074130,2013/12,107530.03,-23571.68,-3.93,0,0,0,12.12,3.58,0,0,0.31,0.09,-54245,-16211,49458,-20998
(주)디아이디,074130,2014/12,95500.29,-13299.88,-8.54,0,0,0,0,0,0,0,0.49,0.15,-23411,52515,7520,30833
(주)디아크,078590,2011/12,29307.53,3290.89,9.06,8.91,15.69,7.04,6.59,2.95,60.06,26.93,1.05,0.47,,,,
(주)디아크,078590,2012/12,18936.39,1041.03,3.11,18.19,72.2,17.09,9.41,2.23,52.95,12.54,1.72,0.41,,,,
(주)디아크,078590,2013/12,12172.24,1020.91,3.26,11.92,0,0,4.35,2.02,18.93,8.77,0.72,0.33,,,,
(주)디아크,078590,2014/12,15315.59,1257.04,3.42,12.18,30.68,16.19,3.27,1.73,20.41,10.77,0.56,0.3,,,,
(주)디아크,078590,2015/12,34021.17,2243.49,5.66,15.16,31.7,14.05,3.69,1.64,14.97,6.63,1.06,0.47,,,,
(주)디아크,078590,2016/12,24704.4,3231.06,8.26,7.65,29.59,10.51,5.4,1.92,20.83,7.4,1.89,0.67,,,,
(주)디아크,078590,2017/12,20098.73,3532.82,8.83,5.69,22.95,9.04,3.7,1.46,12.44,4.9,1.49,0.59,,,,
(주)디아크,078590,2018/12,62163.93,3327.22,8.81,18.68,0,0,3.76,0.93,82.94,20.62,2.48,0.62,1439,-6912,28990,23517
(주)디아크,078590,2019/12,85705.54,2892.74,7.66,29.63,0,0,4.32,0.54,99.79,12.5,2.67,0.33,-4259,-7162,-1774,-13181
(주)디아크,078590,2020/12,418399.4,-9207.7,-24.57,0,0,0,0,0,0,0,14.81,2.87,7553,-198325,204261,13489
(주)디아크,078590,2021/12,195592.93,3806.81,8.93,51.38,0,0,30.35,11.86,0,0,11.86,4.64,,,,
(주)디알젬,263690,2012/12,,,,,,,,,,,,,,,,
(주)디알젬,263690,2013/12,,,,,,,,,,,,,,,,
(주)디알젬,263690,2014/12,,,,,,,,,,,,,,,,
(주)디알젬,263690,2015/12,,,,,,,,,,,,,,,,
(주)디알젬,263690,2016/12,3351.38,3324.91,9.39,1.01,0,0,0,0,0,0,0,0,4530,-664,-3196,684
(주)디알젬,263690,2017/12,2989.92,4818.22,9.77,0.62,0,0,0,0,0,0,0,0,2386,-4053,2801,1107
(주)디알젬,263690,2018/12,70341.81,4860.97,8.59,14.47,21.16,12.06,3.65,2.08,47.28,26.95,1.79,1.02,1998,-1026,3446,4378
(주)디알젬,263690,2019/12,89794.85,5373.88,8.92,16.71,32.5,10.04,5.98,1.85,62.16,19.21,3.1,0.96,2980,-3846,3265,2357
(주)디알젬,263690,2020/12,185225.91,23688.34,22.36,7.82,14.77,2.63,5.99,1.07,29.23,5.2,2.76,0.49,10092,-6701,-1594,1592
(주)디알젬,263690,2021/12,130236.79,13349.58,15.56,9.76,16.61,9.43,3.61,2.05,20.19,11.46,2.44,1.39,10388,-7379,-4109,-1103
(주)디알텍,214680,2015/12,,,,,,,,,,,,,,,,
(주)디알텍,214680,2016/12,92290.89,4126.84,10.92,22.36,0,0,5.52,2.62,0,0,3.88,1.84,-7158,6394,658,-146
(주)디알텍,214680,2017/12,85523.89,774.33,2.05,110.45,0,0,3.64,2.44,0,0,2.44,1.64,-2838,-3777,7254,594
(주)디알텍,214680,2018/12,66418.06,3383.37,7.83,19.63,75.32,29.33,4.11,1.6,46.61,18.15,2.88,1.12,2982,-4350,1575,237
(주)디알텍,214680,2019/12,98900.99,4994.41,10.67,19.8,82.65,37.51,3.65,1.66,25.44,11.55,2.89,1.31,3600,-3881,12128,11812
(주)디알텍,214680,2020/12,105126.81,573.24,1.2,183.39,0,0,3.07,1.37,0,0,2.26,1.01,-1574,-14125,18584,2053
(주)디알텍,214680,2021/12,127671.93,7685.59,12.27,16.61,46.54,32.79,2.42,1.71,1729.67,1218.83,1.74,1.23,-1010,-643,-3369,-4933
(주)디앤씨미디어,263720,2016/12,,,,,,,,,,,,,,,,
(주)디앤씨미디어,263720,2017/12,79267.44,5442.52,20.51,14.56,0.08,0.01,0.01,0,0.1,0.02,0.01,0,,,,
(주)디앤씨미디어,263720,2018/12,161562.13,6464.84,20.15,24.99,40.77,15.29,6.12,2.3,43.84,16.44,7.08,2.65,4378,-1541,363,3200
(주)디앤씨미디어,263720,2019/12,227810.82,8266.04,19.62,27.56,53.23,32.92,5.78,3.58,35.86,22.18,5.73,3.54,5035,-6740,1659,-46
(주)디앤씨미디어,263720,2020/12,440100.83,12937.04,23.49,34.02,53.63,15.49,10.98,3.17,46.79,13.52,10.38,3,12383,-5297,-2527,4559
(주)디앤씨미디어,263720,2021/12,501843.96,3121.75,12.21,160.76,163.93,87.26,13.4,7.13,0,0,29.71,15.82,13020,-11476,819,2363
(주)디어유,376300,2020/12,,,,,,,,,,,,,,,,
(주)디어유,376300,2021/12,1773385.76,13624.81,34.06,130.16,0,0,1.34,0.7,20.48,10.75,4.14,2.17,,,,
(주)디에스,051710,2011/12,149799.67,-27480.33,-3.19,0,0,0,4.63,1.66,384.79,137.7,0.1,0.03,861,-397,-10247,-8628
(주)디에스,051710,2012/12,107589.27,-59401.67,-9.34,0,0,0,6.14,1.15,4.07,0.76,0.13,0.02,,,,
