회사명,거래소코드,회계년도,총자본회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결)
(주)씨엔플러스,115530,2013/12,0.68,1.1,1.76,8.54,2.16,2.4,21.33,6,1.21,1.11
(주)씨엔플러스,115530,2014/12,0.58,1.05,1.31,10.72,2.18,2.58,14.24,5.74,0.98,0.96
(주)씨엔플러스,115530,2015/12,0.51,1.28,0.85,11.16,2.01,2.45,10.96,5.92,0.85,0.7
(주)씨엔플러스,115530,2016/12,0.58,1.68,0.88,8.63,2.21,2.72,11.93,5.98,1,0.7
(주)씨엔플러스,115530,2017/12,0.73,2.37,1.05,3.22,2.03,2.46,11.61,3.2,1.42,0.72
(주)씨엔플러스,115530,2018/12,0.6,1.84,0.9,2.37,1.63,2.09,7.33,2.32,1.17,0.6
(주)씨엔플러스,115530,2019/12,0.63,1.4,1.16,3.72,1.83,2.76,5.4,3.83,1.42,0.75
(주)씨엔플러스,115530,2020/12,1,2.13,1.88,4.46,1.77,2.4,6.71,3.54,5.41,0.97
(주)씨엔플러스,115530,2021/12,1.19,2.93,2.01,5.49,1.83,2.5,6.82,3.41,7.28,1.04
(주)씨엔플러스,115530,2022/12,1.49,4,2.37,11.25,2.18,2.94,8.41,6.03,8.77,1.17
(주)씨엘인터내셔널,037340,2011/12,0.4,0.88,0.74,5.22,1.16,1.53,4.78,4.17,2.61,0.49
(주)씨엘인터내셔널,037340,2012/12,0.88,1.73,1.8,14.26,2.22,2.71,12.16,7.09,6.65,1.05
(주)씨엘인터내셔널,037340,2013/12,1.18,2.27,2.48,12.12,2.58,3.18,13.58,5.97,8.96,1.31
(주)씨엘인터내셔널,037340,2014/12,0.67,1.24,1.46,11.14,1.58,2.03,7.27,3.86,4.35,0.86
(주)씨엘인터내셔널,037340,2015/12,0.61,1.53,1.01,17.86,1.45,1.98,5.47,5.98,3.51,0.66
(주)씨엠에스에듀,225330,2012/12,,,,,,,,,,
(주)씨엠에스에듀,225330,2013/12,,,,,,,,,,
(주)씨엠에스에듀,225330,2014/12,,,,,,,,,,
(주)씨엠에스에듀,225330,2015/12,1.68,3.2,3.54,0,3.17,3.23,171.3,38.25,16.18,1.92
(주)씨엠에스에듀,225330,2016/12,1.21,2.16,2.73,0,3.46,3.53,171.75,36.22,3.19,1.82
(주)씨엠에스에듀,225330,2017/12,0.95,1.6,2.33,0,4.16,4.27,155.65,27.83,2.31,1.91
(주)씨엠에스에듀,225330,2018/12,0.86,1.65,1.81,0,5.77,6.05,124.43,28.93,1.91,1.7
(주)씨엠에스에듀,225330,2019/12,0.85,2.04,1.45,0,7.18,7.64,118.37,36.66,1.51,1.47
(주)씨엠에스에듀,225330,2020/12,0.83,2.07,1.38,0,5.95,6.25,121.45,37.6,1.48,1.42
(주)씨유메디칼시스템,115480,2011/12,,,,,,,,,,
(주)씨유메디칼시스템,115480,2012/12,0.48,0.61,2.27,27.33,0.68,0.89,2.83,1.11,2.88,0.56
(주)씨유메디칼시스템,115480,2013/12,0.43,0.63,1.41,48.44,0.66,0.85,2.91,1.19,2.79,0.53
(주)씨유메디칼시스템,115480,2014/12,0.39,0.65,1.01,47.49,0.65,0.87,2.57,1.19,2.65,0.46
(주)씨유메디칼시스템,115480,2015/12,0.4,0.67,1,34.23,0.66,0.95,2.13,1.29,2.98,0.45
(주)씨유메디칼시스템,115480,2016/12,0.84,1.34,2.25,79.91,1.34,1.94,4.31,3.02,7,0.93
(주)씨유메디칼시스템,115480,2017/12,0.93,1.4,2.81,30.54,1.57,2.38,4.65,4.07,7.97,1.05
(주)씨유메디칼시스템,115480,2018/12,0.92,1.69,2.01,21.16,2.04,3.16,5.79,5.47,3.05,1.19
(주)씨유메디칼시스템,115480,2019/12,0.7,1.57,1.26,20.72,1.74,2.51,5.7,4.48,1.83,0.92
(주)씨유메디칼시스템,115480,2020/12,0.27,0.56,0.52,13.22,0.56,0.76,2.19,2.29,0.99,0.32
(주)씨유메디칼시스템,115480,2021/12,0.46,0.75,1.19,37.47,0.7,0.84,4.24,6.01,2.9,0.48
(주)씨유메디칼시스템,115480,2022/12,0.58,0.87,1.77,29.15,1.11,1.39,5.46,5.8,2.43,0.84
(주)씨유전자,056340,2011/12,0.7,1.21,1.63,7.92,1.38,1.62,9.4,7.11,2.59,0.79
(주)씨유전자,056340,2012/12,0.57,0.92,1.5,6.42,2.16,2.57,13.71,7.23,2.22,0.92
(주)씨유전자,056340,2013/12,0.22,0.37,0.51,1.95,0.89,0.96,11.88,2.35,1,0.34
(주)씨이랩,189330,2011/12,,,,,,,,,,
(주)씨이랩,189330,2012/12,,,,,,,,,,
(주)씨이랩,189330,2013/12,,,,,,,,,,
(주)씨이랩,189330,2014/12,,,,,,,,,,
(주)씨이랩,189330,2015/12,,,,,,,,,,
(주)씨이랩,189330,2016/12,,,,,,,,,,
(주)씨이랩,189330,2017/12,,,,,,,,,,
(주)씨이랩,189330,2018/12,,,,,,,,,,
(주)씨이랩,189330,2019/12,,,,,,,,,,
(주)씨이랩,189330,2020/12,,,,,,,,,,
(주)씨이랩,189330,2021/12,,,,,,,,,,
(주)씨이랩,189330,2022/12,0.34,0.48,1.23,2.78,0.41,0.41,0,2.9,2.8,0.33
(주)씨제이이엔엠,035760,2011/12,0.9,3.05,1.27,44.1,4.39,4.93,39.94,14.42,2.47,1.33
(주)씨제이이엔엠,035760,2012/12,0.92,2.51,1.45,33.57,3.8,4.42,26.91,11.2,2.78,1.36
(주)씨제이이엔엠,035760,2013/12,0.93,2.39,1.51,34.86,3.57,4.13,26.45,8.56,3,1.53
(주)씨제이이엔엠,035760,2014/12,0.84,2.14,1.39,42.11,3.31,3.74,28.78,7.31,2.87,1.53
(주)씨제이이엔엠,035760,2015/12,0.75,1.76,1.31,50.25,2.96,3.26,32.25,7.03,2.62,1.34
(주)씨제이이엔엠,035760,2016/12,0.77,1.63,1.46,53.26,3.05,3.34,35.7,7.02,2.64,1.28
(주)씨제이이엔엠,035760,2017/12,0.81,1.59,1.67,59.45,3.34,3.72,32.61,6.99,2.77,1.46
(주)씨제이이엔엠,035760,2018/12,0.72,1.4,1.47,30.85,2.77,2.98,40.15,5.71,3.1,1.31
(주)씨제이이엔엠,035760,2019/12,0.62,1.15,1.35,16.64,2.18,2.32,35.29,4.42,3.23,1.06
(주)씨제이이엔엠,035760,2020/12,0.58,0.98,1.42,13.62,1.98,2.09,37.86,4.34,3.51,1.02
(주)씨제이이엔엠,035760,2021/12,0.5,0.89,1.14,14.83,1.61,1.66,49.33,4.65,3.37,0.86
(주)씨제이이엔엠,035760,2022/12,0.52,1.12,0.99,16.59,1.66,1.72,52.49,4.89,4.01,0.78
(주)씨젠,096530,2011/12,,,,,,,,,,
(주)씨젠,096530,2012/12,,,,,,,,,,
(주)씨젠,096530,2013/12,,,,,,,,,,
(주)씨젠,096530,2014/12,0.47,0.68,1.48,15.62,0.66,0.76,5.27,1.29,6.47,0.59
(주)씨젠,096530,2015/12,0.39,0.57,1.27,14.25,0.52,0.59,4.83,1.24,6.15,0.48
(주)씨젠,096530,2016/12,0.37,0.53,1.19,14.4,0.48,0.53,5.2,1.37,5.32,0.44
(주)씨젠,096530,2017/12,0.45,0.62,1.67,13.91,0.64,0.73,5.33,1.72,5.02,0.57
(주)씨젠,096530,2018/12,0.6,0.76,2.73,10.82,0.87,1.07,4.77,2.28,5.52,0.73
(주)씨젠,096530,2019/12,0.68,0.87,3.11,12.8,0.96,1.15,5.77,2.92,5.76,0.79
(주)씨젠,096530,2020/12,1.74,2.82,4.58,299,2.44,2.95,14.26,7.25,10.69,1.7
(주)씨젠,096530,2021/12,0.92,1.27,3.38,30.19,1.3,1.63,6.39,4.05,5.76,1.02
(주)씨젠,096530,2022/12,0.59,0.76,2.64,24.46,0.87,1.08,4.58,3.82,3.44,0.71
(주)씨티네트웍스,189540,2011/12,,,,,,,,,,
(주)씨티네트웍스,189540,2012/12,,,,,,,,,,
(주)씨티네트웍스,189540,2013/12,,,,,,,,,,
(주)씨티네트웍스,189540,2014/12,,,,,,,,,,
(주)씨티네트웍스,189540,2015/12,,,,,,,,,,
(주)씨티네트웍스,189540,2016/12,,,,,,,,,,
(주)씨티네트웍스,189540,2017/12,,,,,,,,,,
(주)씨티네트웍스,189540,2018/12,,,,,,,,,,
(주)씨티네트웍스,189540,2019/12,,,,,,,,,,
(주)씨티씨바이오,060590,2011/12,1.1,2.25,2.14,22.7,1.9,3.04,5.05,4.15,4.16,1.07
(주)씨티씨바이오,060590,2012/12,1.19,2.42,2.33,25.71,1.93,3.05,5.25,4.32,4.7,1.15
(주)씨티씨바이오,060590,2013/12,0.89,1.6,2.04,19.16,1.38,1.98,4.48,3.4,3.9,0.88
(주)씨티씨바이오,060590,2014/12,0.78,1.37,1.81,17.81,1.39,2,4.57,3.49,2.44,0.87
(주)씨티씨바이오,060590,2015/12,0.67,1.29,1.39,18.16,1.59,2.52,4.31,3.52,1.55,0.86
(주)씨티씨바이오,060590,2016/12,0.64,1.3,1.28,15.6,1.68,2.79,4.25,3.57,1.38,0.84
(주)씨티씨바이오,060590,2017/12,0.68,1.58,1.18,13.53,1.79,3.11,4.25,4.21,1.42,0.89
(주)씨티씨바이오,060590,2018/12,0.71,1.72,1.22,15.03,1.84,3.17,4.38,4.74,1.54,0.97
(주)씨티씨바이오,060590,2019/12,0.72,1.69,1.26,18.64,1.64,2.55,4.57,4.33,1.59,0.85
(주)씨티씨바이오,060590,2020/12,0.72,1.75,1.21,20.44,1.6,2.51,4.42,4.24,1.6,0.83
(주)씨티씨바이오,060590,2021/12,0.81,1.76,1.51,21.66,1.93,3.27,4.69,4.72,1.76,1.05
(주)씨티씨바이오,060590,2022/12,0.93,1.83,1.89,28.84,2.06,3.48,5.04,5.75,2.15,1.12
(주)씨티앤티,050470,2011/12,,,,,,,,,,
(주)씨티케이,260930,2016/12,,,,,,,,,,
(주)씨티케이,260930,2017/12,0.61,0.66,8.4,11.82,0.69,0.71,29.14,5.89,6.29,0.64
(주)씨티케이,260930,2018/12,0.59,0.64,6.34,8.11,0.73,0.77,14.47,3.54,4.66,0.66
(주)씨티케이,260930,2019/12,0.59,0.67,4.76,8.7,0.91,0.98,12.99,3.6,3.29,0.78
(주)씨티케이,260930,2020/12,0.61,0.72,3.92,10.71,1.08,1.21,10.22,4.61,3,0.89
(주)씨티케이,260930,2021/12,0.56,0.66,3.51,10.19,1.15,1.3,10.13,4.98,2.83,0.92
(주)씨티케이,260930,2022/12,0.36,0.42,2.42,8.61,0.83,0.88,13.39,5.95,1.69,0.66
(주)아가방앤컴퍼니,013990,2011/12,0.98,1.41,3.23,15.34,1.93,2.66,7.03,3.74,3.76,1.54
(주)아가방앤컴퍼니,013990,2012/12,0.96,1.36,3.26,15.28,1.87,2.78,5.7,3.96,3.33,1.5
(주)아가방앤컴퍼니,013990,2013/12,0.94,1.3,3.34,15.34,1.82,2.91,4.85,4.16,2.61,1.47
(주)아가방앤컴퍼니,013990,2014/12,0.73,1.01,2.6,13.06,1.38,2.17,3.8,3.64,1.79,1.12
(주)아가방앤컴퍼니,013990,2015/12,0.69,0.93,2.68,15.51,1.37,2.08,4,3.78,1.63,1.12
(주)아가방앤컴퍼니,013990,2016/12,0.67,0.88,2.83,15.07,1.42,2.16,4.12,3.46,1.64,1.16
(주)아가방앤컴퍼니,013990,2017/12,0.64,0.83,2.86,14.94,1.42,2.25,3.81,3.32,2.15,1.17
(주)아가방앤컴퍼니,013990,2018/12,0.56,0.71,2.67,13.7,1.31,2.63,2.6,3.79,2.65,1.11
(주)아가방앤컴퍼니,013990,2019/12,0.71,0.94,2.89,14.17,1.65,4.34,2.67,6.96,3.2,1.26
(주)아가방앤컴퍼니,013990,2020/12,0.65,0.91,2.31,14.06,1.46,3.69,2.43,7.04,2.78,1.02
(주)아가방앤컴퍼니,013990,2021/12,0.79,1.07,3.04,17.13,1.66,3.36,3.29,9.49,3.83,1.18
(주)아가방앤컴퍼니,013990,2022/12,0.86,1.12,3.8,17.64,1.71,3.15,3.74,10.46,4.69,1.26
(주)아나패스,123860,2011/12,,,,,,,,,,
(주)아나패스,123860,2012/12,,,,,,,,,,
(주)아나패스,123860,2013/12,,,,,,,,,,
(주)아나패스,123860,2014/12,,,,,,,,,,
(주)아나패스,123860,2015/12,,,,,,,,,,
(주)아나패스,123860,2016/12,,,,,,,,,,
(주)아나패스,123860,2017/12,,,,,,,,,,
(주)아나패스,123860,2018/12,,,,,,,,,,
(주)아나패스,123860,2019/12,,,,,,,,,,
(주)아나패스,123860,2020/12,,,,,,,,,,
(주)아나패스,123860,2021/12,,,,,,,,,,
(주)아나패스,123860,2022/12,,,,,,,,,,
(주)아난티,025980,2011/12,,,,,,,,,,
(주)아난티,025980,2012/12,0.12,0.89,0.14,199.37,0.54,0.66,2.94,3.78,0.16,0.32
(주)아난티,025980,2013/12,0.09,0.77,0.1,96.46,0.33,0.39,2.16,2.64,0.12,0.19
(주)아난티,025980,2014/12,0.17,1.28,0.19,256.1,0.69,0.9,2.98,5.98,0.23,0.34
(주)아난티,025980,2015/12,0.29,0.76,0.46,835.76,0.91,1.12,4.92,29.22,0.43,0.49
(주)아난티,025980,2016/12,0.22,0.45,0.43,494.49,0.75,0.94,3.56,5.72,0.32,0.45
(주)아난티,025980,2017/12,0.21,0.47,0.4,269.17,1.29,1.84,4.31,4.94,0.26,0.65
(주)아난티,025980,2018/12,0.22,0.49,0.39,341.57,2.52,3.71,7.83,18.53,0.24,0.84
(주)아난티,025980,2019/12,0.18,0.39,0.32,574.26,1.61,2,8.28,48.27,0.2,0.76
(주)아난티,025980,2020/12,0.11,0.3,0.19,858,0.48,0.68,1.67,59.98,0.15,0.28
(주)아난티,025980,2021/12,0.17,0.57,0.25,0,0.54,0.85,1.47,130.3,0.27,0.26
(주)아난티,025980,2022/12,0.21,0.71,0.29,0,0.66,1.31,1.32,99.3,0.32,0.28
(주)아라온테크,041060,2011/12,0.18,0.24,0.66,6.38,0.93,0.98,18.94,2.54,8.94,0.51
(주)아라온테크,041060,2012/12,1.95,2.65,7.31,37.49,2.66,2.66,0,7.53,116.17,1.96
(주)아라온테크,041060,2013/12,0.34,0.44,1.44,5.25,0.51,0.51,0,1.6,5.2,0.38
(주)아리온테크놀로지,058220,2011/12,,,,,,,,,,
(주)아리온테크놀로지,058220,2012/12,,,,,,,,,,
(주)아리온테크놀로지,058220,2013/12,,,,,,,,,,
(주)아리온테크놀로지,058220,2014/12,,,,,,,,,,
(주)아리온테크놀로지,058220,2015/12,,,,,,,,,,
(주)아리온테크놀로지,058220,2016/12,0.61,1.34,1.12,5.05,1.18,1.52,5.39,2.56,2.61,0.68
(주)아리온테크놀로지,058220,2017/12,0.72,1.81,1.19,6.43,1.61,2.07,7.17,3.79,2.96,0.8
(주)아리온테크놀로지,058220,2018/12,0.63,1.9,0.94,6.42,1.91,2.48,8.23,5.88,5.17,0.89
(주)아리온테크놀로지,058220,2019/12,0.4,1.48,0.55,5,1.24,1.51,6.97,3.62,43.31,0.53
(주)아리온테크놀로지,058220,2020/12,0.15,0,0.16,1.5,0.34,0.41,2.04,1.25,15.3,0.12
(주)아모그린텍,125210,2015/12,,,,,,,,,,
(주)아모그린텍,125210,2016/12,,,,,,,,,,
(주)아모그린텍,125210,2017/12,,,,,,,,,,
(주)아모그린텍,125210,2018/12,,,,,,,,,,
(주)아모그린텍,125210,2019/12,,,,,,,,,,
(주)아모그린텍,125210,2020/12,,,,,,,,,,
(주)아모그린텍,125210,2021/12,,,,,,,,,,
(주)아모그린텍,125210,2022/12,,,,,,,,,,
(주)아모센스,357580,2013/12,,,,,,,,,,
(주)아모센스,357580,2014/12,,,,,,,,,,
(주)아모센스,357580,2015/12,,,,,,,,,,
(주)아모센스,357580,2016/12,,,,,,,,,,
(주)아모센스,357580,2017/12,,,,,,,,,,
(주)아모센스,357580,2018/12,,,,,,,,,,
(주)아모센스,357580,2019/12,,,,,,,,,,
(주)아모센스,357580,2020/12,,,,,,,,,,
(주)아모센스,357580,2021/12,,,,,,,,,,
(주)아모센스,357580,2022/12,,,,,,,,,,
(주)아모텍,052710,2011/12,0.44,0.91,0.85,18.88,1.57,2.54,4.12,4.93,0.83,0.69
(주)아모텍,052710,2012/12,0.7,1.71,1.19,12.41,2.2,3.64,5.57,6.03,1.41,0.93
(주)아모텍,052710,2013/12,0.83,2.02,1.4,13.98,2.4,3.6,7.26,6.52,1.68,1.06
(주)아모텍,052710,2014/12,0.57,1.38,0.98,14.41,1.68,2.51,5.09,5.09,1.15,0.78
(주)아모텍,052710,2015/12,0.93,2.26,1.57,15.03,2.42,3.49,7.87,9.21,2,1.21
(주)아모텍,052710,2016/12,0.83,1.88,1.49,11.45,2.01,2.65,8.37,9.03,1.96,1.09
(주)아모텍,052710,2017/12,0.84,1.77,1.61,11.02,1.92,2.54,7.81,9.53,2.23,1.11
(주)아모텍,052710,2018/12,0.64,1.3,1.26,8.81,1.54,2.15,5.42,7.97,1.65,0.84
(주)아모텍,052710,2019/12,0.6,1.25,1.16,9.81,1.58,2.39,4.63,8.18,1.42,0.82
(주)아모텍,052710,2020/12,0.52,1.17,0.93,7.58,1.28,2.05,3.39,6.28,1.25,0.67
(주)아모텍,052710,2021/12,0.46,1.08,0.82,5.8,1.06,1.74,2.68,5.02,1.18,0.55
(주)아모텍,052710,2022/12,0.54,1.19,0.98,6.58,1.14,1.96,2.7,5.28,1.46,0.61
(주)아미노로직스,074430,2011/12,0.23,0.32,0.85,12.53,0.4,0.49,2.4,11.04,2.51,0.28
(주)아미노로직스,074430,2012/12,0.13,0.2,0.41,5.84,0.24,0.31,1.04,4.77,2.06,0.15
(주)아미노로직스,074430,2013/12,0.06,0.09,0.23,3.6,0.13,0.2,0.35,1.9,3.41,0.08
(주)아미노로직스,074430,2014/12,0.08,0.1,0.49,28.6,0.16,0.28,0.39,2.7,4.89,0.13
(주)아미노로직스,074430,2015/12,0.23,0.27,1.62,9.9,0.47,0.74,1.29,4.3,19.25,0.38
(주)아미노로직스,074430,2016/12,0.31,0.35,2.91,7.34,0.61,0.87,2.01,4.06,38.77,0.52
(주)아미노로직스,074430,2017/12,0.34,0.38,3.87,8.1,0.61,0.81,2.53,3.8,41.52,0.55
(주)아미노로직스,074430,2018/12,0.35,0.38,4.67,12.09,0.62,0.75,3.46,3.95,34.14,0.56
(주)아미노로직스,074430,2019/12,0.33,0.36,3.96,9.93,0.59,0.68,4.39,4.36,30.75,0.53
(주)아미노로직스,074430,2020/12,0.3,0.33,2.83,5.63,0.52,0.6,4.1,4.03,22.97,0.45
(주)아미노로직스,074430,2021/12,0.36,0.4,3.68,6.3,0.62,0.73,3.98,4.13,18.99,0.53
(주)아미노로직스,074430,2022/12,0.45,0.49,5.45,10.47,0.66,0.81,3.72,4.67,16.35,0.6
(주)아바코,083930,2011/12,1.84,3.56,3.81,6.42,2.88,2.94,141.38,4.04,8.55,1.68
(주)아바코,083930,2012/12,0.74,1.17,1.97,5.12,1.48,1.54,40.22,2.58,3.23,0.87
(주)아바코,083930,2013/12,1.27,2.02,3.44,7.83,2.13,2.17,107.1,3.95,5.91,1.36
(주)아바코,083930,2014/12,1.14,1.82,3.06,5.71,1.64,1.67,95.92,3.82,5.44,1.11
(주)아바코,083930,2015/12,1.03,1.53,3.12,5.61,1.4,1.46,37.66,3.8,5.15,1.01
(주)아바코,083930,2016/12,1.26,2.02,3.31,5.81,1.67,1.74,38.55,4.51,6.61,1.16
(주)아바코,083930,2017/12,1.03,1.8,2.43,4.17,1.36,1.4,49.73,3.27,5.8,0.91
(주)아바코,083930,2018/12,1.22,2.18,2.77,5.75,1.53,2.33,4.47,4.49,8.05,1.01
(주)아바코,083930,2019/12,1.1,1.81,2.79,8.2,1.42,3.39,2.46,6.25,7.52,0.96
(주)아바코,083930,2020/12,0.98,1.48,2.9,10.22,1.36,2.33,3.27,9.43,6.79,0.95
(주)아바코,083930,2021/12,0.76,1.21,2.03,8.19,1.05,1.46,3.72,4.25,6.02,0.7
(주)아바코,083930,2022/12,0.8,1.34,2,8.12,1.12,1.84,2.87,4.2,7.22,0.72
(주)아바텍,149950,2011/12,0.97,1.22,4.84,32.79,3.08,3.49,26.28,10.74,1.46,2
(주)아바텍,149950,2012/12,1.06,1.26,6.6,33.63,2.72,2.94,35.14,10.56,1.77,2.01
(주)아바텍,149950,2013/12,1.01,1.16,7.7,34.28,2.49,2.69,32.24,8.17,1.73,1.93
(주)아바텍,149950,2014/12,0.99,1.15,6.96,39.62,2.41,2.53,49.29,8.38,1.71,1.83
(주)아바텍,149950,2015/12,0.58,0.65,5.17,38.01,1.24,1.28,43.78,7.76,1.14,1.01
(주)아바텍,149950,2016/12,0.61,0.66,7.85,53.56,1.16,1.2,41.57,12.21,1.33,1.02
(주)아바텍,149950,2017/12,0.68,0.74,8.38,53.07,1.16,1.18,66.07,18.84,1.83,1.02
(주)아바텍,149950,2018/12,,,,,,,,,,
(주)아바텍,149950,2019/12,0.52,0.55,8.68,51.44,1.92,1.98,67.41,65.79,1.17,1.6
(주)아바텍,149950,2020/12,,,,,,,,,,
(주)아바텍,149950,2021/12,,,,,,,,,,
(주)아바텍,149950,2022/12,,,,,,,,,,
(주)아셈스,136410,2011/12,,,,,,,,,,
(주)아셈스,136410,2012/12,,,,,,,,,,
(주)아셈스,136410,2013/12,,,,,,,,,,
(주)아셈스,136410,2014/12,,,,,,,,,,
(주)아셈스,136410,2015/12,,,,,,,,,,
(주)아셈스,136410,2016/12,,,,,,,,,,
(주)아셈스,136410,2017/12,,,,,,,,,,
(주)아셈스,136410,2018/12,,,,,,,,,,
(주)아셈스,136410,2019/12,0.6,1.84,0.89,16.9,1.28,2.56,2.54,4.97,1.22,0.71
(주)아셈스,136410,2020/12,0.59,1.43,1.02,13.85,1.26,2.48,2.58,4.8,1.2,0.72
(주)아셈스,136410,2021/12,0.63,1.27,1.25,13.2,1.44,2.76,2.99,5.26,1.19,0.84
(주)아셈스,136410,2022/12,0.61,1.11,1.34,15.34,1.31,2.33,3.01,5.47,1.19,0.86
(주)아스타,246720,2015/12,,,,,,,,,,
(주)아스타,246720,2016/12,0.04,0.06,0.09,18.76,0.04,0.05,0.27,10.62,0.39,0.03
(주)아스타,246720,2017/12,0.07,0.11,0.17,21.35,0.1,0.11,0.88,4.47,1.28,0.07
(주)아스타,246720,2018/12,0.06,0.07,0.25,18.48,0.08,0.09,0.96,5.33,1.9,0.07
(주)아스타,246720,2019/12,0.04,0.05,0.16,11.55,0.06,0.07,0.65,6.36,0.21,0.05
(주)아스타,246720,2020/12,0.07,0.12,0.2,18.59,0.14,0.18,0.69,4.2,0.21,0.09
(주)아스타,246720,2021/12,0.26,0.33,1.27,100.31,0.36,0.45,1.79,2.3,2.62,0.33
(주)아스타,246720,2022/12,0.3,0.41,1.14,45.53,0.4,0.46,2.73,1.95,4.29,0.36
(주)아스트,067390,2011/12,,,,,,,,,,
(주)아스트,067390,2012/12,,,,,,,,,,
(주)아스트,067390,2013/12,,,,,,,,,,
(주)아스트,067390,2014/12,,,,,,,,,,
(주)아스트,067390,2015/12,,,,,,,,,,
(주)아스트,067390,2016/12,0.39,0.95,0.67,10.66,0.79,1.35,1.91,2.22,0.98,0.47
(주)아스트,067390,2017/12,0.36,0.94,0.59,6.08,0.76,1.42,1.66,2.95,0.96,0.45
(주)아스트,067390,2018/12,0.33,0.99,0.5,4.4,0.7,1.53,1.29,3.23,0.9,0.43
(주)아스트,067390,2019/12,0.3,0.85,0.46,5.35,0.71,1.99,1.1,4.31,0.96,0.44
(주)아스트,067390,2020/12,0.1,0.27,0.16,2.37,0.24,0.88,0.34,3.83,0.36,0.14
(주)아스트,067390,2021/12,0.16,0.49,0.24,2.97,0.37,1.58,0.48,8.63,0.55,0.19
(주)아스트,067390,2022/12,0.33,1.18,0.45,3.49,0.73,3.45,0.92,9.95,1.12,0.34
(주)아스플로,159010,2011/12,,,,,,,,,,
(주)아스플로,159010,2012/12,,,,,,,,,,
(주)아스플로,159010,2013/12,,,,,,,,,,
(주)아스플로,159010,2014/12,,,,,,,,,,
(주)아스플로,159010,2015/12,,,,,,,,,,
(주)아스플로,159010,2016/12,,,,,,,,,,
(주)아스플로,159010,2017/12,,,,,,,,,,
(주)아스플로,159010,2018/12,1.15,3.18,1.79,8.55,2.08,3.97,4.37,7.42,2.71,1.2
(주)아스플로,159010,2019/12,0.68,2.13,1.01,6.94,1.36,2.48,2.99,5.3,1.46,0.77
(주)아스플로,159010,2020/12,0.63,1.9,0.94,10.63,1.39,2.64,2.93,6.63,1.28,0.75
(주)아스플로,159010,2021/12,0.7,1.61,1.24,10.03,1.49,2.71,3.33,5.68,1.54,0.78
(주)아스플로,159010,2022/12,0.86,1.76,1.68,9.95,1.64,2.87,3.81,4.76,2.13,0.88
(주)아시아경제,127710,2011/12,,,,,,,,,,
(주)아시아경제,127710,2012/12,,,,,,,,,,
(주)아시아경제,127710,2013/12,1.99,3.08,5.61,37969.13,3.27,3.27,4159.82,11.84,8.06,2.44
(주)아시아경제,127710,2014/12,1.4,2.12,4.08,1371.19,2.2,2.26,76.29,7.5,5.85,1.64
(주)아시아경제,127710,2015/12,1.13,1.57,4.01,621.99,1.61,1.7,28.72,7.04,6.45,1.22
(주)아시아경제,127710,2016/12,0.66,0.82,3.36,396.5,0.94,0.97,32.31,5.4,4.93,0.76
(주)아시아경제,127710,2017/12,0.48,0.56,3.06,373.25,0.83,0.83,832.79,4.61,4.24,0.68
(주)아시아경제,127710,2018/12,0.27,0.36,1.09,278.75,0.69,0.69,692.88,3.53,3.14,0.5
(주)아시아경제,127710,2019/12,0.26,0.37,0.93,273.03,0.78,0.78,664.05,4.06,3.5,0.51
(주)아시아경제,127710,2020/12,0.46,0.62,1.81,35.12,1.33,1.41,25.09,6.45,6.36,0.82
(주)아시아경제,127710,2021/12,,,,,,,,,,
(주)아시아경제,127710,2022/12,0.12,0.45,0.16,105.45,0.35,0.35,731.74,8.57,0.72,0.15
(주)아우딘퓨쳐스,227610,2015/12,,,,,,,,,,
(주)아우딘퓨쳐스,227610,2016/12,,,,,,,,,,
(주)아우딘퓨쳐스,227610,2017/12,,,,,,,,,,
(주)아우딘퓨쳐스,227610,2018/12,,,,,,,,,,
(주)아우딘퓨쳐스,227610,2019/12,1,1.59,2.68,42.46,1.83,3.37,4.02,19.63,3.18,1.23
(주)아우딘퓨쳐스,227610,2020/12,0.75,1.48,1.52,41.24,1.32,2.45,2.87,8.85,2.21,0.81
(주)아우딘퓨쳐스,227610,2021/12,0.84,2.32,1.33,46.91,1.42,2.44,3.39,9.12,2.35,0.79
(주)아우딘퓨쳐스,227610,2022/12,0.64,2.69,0.85,14.9,1.14,1.7,3.45,10.97,1.89,0.52
(주)아이디스,143160,2011/12,,,,,,,,,,
(주)아이디스,143160,2012/12,1.23,1.72,4.34,19.61,1.79,2.06,13.38,4.65,15.18,1.28
(주)아이디스,143160,2013/12,0.87,1.05,5.12,16.25,1.25,1.45,8.77,4.18,10.97,1.01
(주)아이디스,143160,2014/12,0.78,0.85,9.57,15.64,1.12,1.33,7.01,4.94,8.77,1.01
(주)아이디스,143160,2015/12,0.82,0.91,7.95,14.89,1.14,1.42,5.84,5.29,7.81,1.02
(주)아이디스,143160,2016/12,0.67,0.75,6.19,12.38,0.87,1.08,4.6,4.76,5.71,0.78
(주)아이디스,143160,2017/12,0.55,0.6,6.33,11.46,0.69,0.81,4.57,4.84,5.27,0.63
