회사명,거래소코드,회계년도,매출액총이익률(IFRS),매출액순이익률(IFRS),총자본순이익률(IFRS),자기자본순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),광고선전비 대 매출액비율(IFRS),기업순이익률(IFRS),R & D 투자효율(IFRS),금융비용 대 총비용비율(IFRS),이자부담률(IFRS),1주당매출액(IFRS),1주당순이익(IFRS),1주당 CASH FLOW(IFRS),1주당정상영업이익(IFRS)
(주)MH에탄올,023150,2016/12,30.54,16.64,10.79,13.47,69.46,75.71,0,10.92,0,0.25,0.65,6626.94,1128,1657.52,1609.65
(주)MH에탄올,023150,2017/12,28.37,12.23,6.58,9.23,71.63,78.35,0,6.5,0,-0.16,-0.26,6542.02,824,1457.71,1416.67
(주)MH에탄올,023150,2018/12,26.87,13.96,6.04,9.84,73.13,80.77,0,6.62,0,1.6,1.49,6362.12,955,903.8,1223.62
(주)MH에탄올,023150,2019/12,24.64,-10.65,-4.75,-7.82,75.36,83.34,0,-4.06,0,1.44,1.76,6368.79,-752,869.78,1061
(주)MH에탄올,023150,2020/12,24.12,2.26,1.16,1.98,75.88,83.93,0,1.74,0,1.16,1.4,6949.54,178,1035.39,1116.59
(주)MH에탄올,023150,2021/12,17.77,10.76,5.03,8.54,82.23,91.99,0,5.51,0,1.07,1.15,6219.69,759,275.19,498.13
(주)MH에탄올,023150,2022/12,9.14,11.06,5.44,9.44,90.86,98.86,0,6.35,0,1.8,2.14,6966.2,873,-114.92,79.36
(주)SH에너지화학,002360,2011/12,7.05,1.83,3.21,5.02,92.95,97.48,0.01,3.93,0,0.41,2,1549.63,28.5,62.75,44.74
(주)SH에너지화학,002360,2012/12,6.98,0.56,1.05,1.67,93.02,98.5,0.02,1.65,0,0.32,1.61,1725.27,9.7,3.27,25.84
(주)SH에너지화학,002360,2013/12,7.13,2.11,4.56,7.19,92.87,96.87,0.01,5.03,0,0.22,1.29,2067.52,44,67.49,64.81
(주)SH에너지화학,002360,2014/12,13.28,6.86,14.21,20.33,86.72,91.07,0.01,14.25,0,0.02,0.12,2042.21,140,217.92,182.42
(주)SH에너지화학,002360,2015/12,16.27,5.91,11.33,14.52,83.73,89.29,0,11.51,0,0.1,0.83,1924.44,114,220.96,206.04
(주)SH에너지화학,002360,2016/12,16.16,8.2,14.83,18.13,83.84,88.99,0,14.7,0,-0.08,-0.72,1928.92,158.5,104.2,212.35
(주)SH에너지화학,002360,2017/12,12.43,4.82,7.23,8.53,87.57,92.86,0,7.08,0,-0.11,-0.98,1661.62,80.3,146.6,118.67
(주)SH에너지화학,002360,2018/12,6.47,1.53,2.27,2.64,93.53,98.44,0,2.1,0,-0.11,-1.18,1626.36,25,38.55,25.3
(주)SH에너지화학,002360,2019/12,4.56,-2.28,-2.6,-3.13,95.44,101.71,0,-2.83,0,-0.19,-1.37,1243.13,-28.5,130.54,-21.26
(주)SH에너지화학,002360,2020/12,1.05,-7.9,-6.07,-7.71,98.95,107.78,0,-6.13,0,-0.07,-0.27,821.98,-65.4,34.1,-63.92
(주)SH에너지화학,002360,2021/12,7.04,0.54,0.64,0.83,92.96,99.48,0,0.58,0,-0.05,-0.28,1253.23,6.9,-20.81,6.49
(주)SH에너지화학,002360,2022/12,6.3,0.77,1.02,1.34,93.7,99.66,0,0.88,0,-0.1,-0.58,1445.33,11.2,-29.28,4.94
(주)SIMPAC,009160,2011/12,20.65,9.91,7.61,14.52,79.35,87.38,0.05,7.11,0,-0.73,-1.04,7353.21,785,624.89,941.48
(주)SIMPAC,009160,2012/12,18.65,10.06,7.45,13.5,81.35,88.69,0.22,6.57,0,-1.35,-1.98,7696.59,833,446.51,870.21
(주)SIMPAC,009160,2013/12,19.88,9.39,5.84,10.22,80.12,88.39,0.05,4.85,0,-1.77,-2.32,7032.09,711,402.59,816.28
(주)SIMPAC,009160,2014/12,17.21,4.49,3.01,5.09,82.79,91.76,0.08,2.5,0,-0.78,-1.24,7821.64,378,999.19,644.21
(주)SIMPAC,009160,2015/12,19.62,9.12,5.57,9.17,80.38,88.91,0.12,5.06,0,-0.92,-1.29,7328.62,719,360.66,812.47
(주)SIMPAC,009160,2016/12,18.47,7.62,4.47,7.32,81.53,90.08,0.08,4.26,0,-0.39,-0.53,7421,613,1047.64,735.99
(주)SIMPAC,009160,2017/12,17.06,3.51,2.01,3.15,82.94,93.12,0.11,1.71,0,-0.55,-0.84,6984.73,282,-468.58,480.35
(주)SIMPAC,009160,2018/12,9.41,23.2,12.84,19.65,90.59,97.32,0.05,12.61,0,-0.43,-0.68,9244.1,1513,1247.73,248.1
(주)SIMPAC,009160,2019/12,8.89,2.94,1.86,2.77,91.11,97.85,0.03,1.28,0,-0.93,-1.77,5990.73,190,690,128.97
(주)SIMPAC,009160,2020/12,10.19,9.67,4.16,6.16,89.81,97.47,0.03,3.79,0,-0.83,-1.12,4158.48,452,6.63,105.39
(주)SIMPAC,009160,2021/12,24.28,13.31,8.99,14.12,75.72,83.67,0.02,8.35,0,-1.07,-1.76,7502.04,1165,701.16,1225.41
(주)SIMPAC,009160,2022/12,26.69,9.42,6.01,9.43,73.31,82.74,0.02,5.6,0,-0.71,-1.15,7710.2,862,350.13,1330.62
(주)SNT에너지,100840,2011/12,7.22,-2.13,-1.57,-2.53,92.78,103.91,0.01,-1.46,0,0.14,0.29,27569.43,-648,-2438.25,-931.2
(주)SNT에너지,100840,2012/12,16.85,3.94,3.19,5.29,83.15,93.44,0,2.97,0,-0.28,-0.55,32564.6,1298,3759.59,2136.01
(주)SNT에너지,100840,2013/12,19.4,8.06,5.36,8.49,80.6,91.63,0,4.98,0,-0.59,-1.02,28336.2,2285,2841.21,2371.96
(주)SNT에너지,100840,2014/12,16.12,4.64,3.66,5.55,83.88,94.32,0,3.41,0,-0.32,-0.72,34263.96,1590,-3496.92,1944.73
(주)SNT에너지,100840,2015/12,22.22,10.39,8.71,12.31,77.78,86.96,0.01,8.56,0,-0.2,-0.5,36712.53,3815,311.22,4787.56
(주)SNT에너지,100840,2016/12,19.33,0.65,0.5,0.72,80.67,99.53,0.01,0.43,0,-0.09,-0.22,35865.04,234,4942.79,168.7
(주)SNT에너지,100840,2017/12,20.66,2.49,1.41,1.98,79.34,89.57,0.02,1.36,0,-0.1,-0.19,25984.76,647,-787.54,2710.37
(주)SNT에너지,100840,2018/12,14.88,1.31,0.63,0.78,85.12,101.36,0.02,0.2,0,-0.85,-2.14,19119.3,257,1978.28,-259.31
(주)SNT에너지,100840,2019/12,16.04,7.19,4.76,6.12,83.96,92.76,0.02,4.42,0,-0.55,-1.56,27018.88,2027,-5336.26,1955.54
(주)SNT에너지,100840,2020/12,16.97,4.09,2.84,3.9,83.03,90.12,0.02,2.78,0,-0.08,-0.19,30638.08,1360,8849.23,3025.64
(주)SNT에너지,100840,2021/12,17.17,7.82,3.96,5.37,82.83,91.71,0.04,3.92,0,-0.06,-0.12,22042.39,2025,3725.11,1826.39
(주)SNT에너지,100840,2022/12,10.44,3.56,1.84,2.64,89.56,98.75,0.01,1.14,0,-1.27,-2.3,24333.95,988,2575.97,304.6
(주)SNT홀딩스,036530,2011/12,100,255.39,1.47,1.47,0,411.41,0.08,-0.82,0,-96.67,-1974.15,151.3,385,626.64,-284.12
(주)SNT홀딩스,036530,2012/12,0,103.36,2.32,2.32,0,23.2,0.06,1.89,0,-82.98,-526.26,584.2,619,581.02,448.66
(주)SNT홀딩스,036530,2013/12,0,90.84,2.04,2.04,0,21.56,0.27,1.71,0,-68.48,-311.3,591.47,543,534.01,463.93
(주)SNT홀딩스,036530,2014/12,0,89.48,1.73,1.73,0,22.54,0.42,1.42,0,-70.8,-283.86,516.09,462,458.85,399.78
(주)SNT홀딩스,036530,2015/12,0,327.62,6.69,6.77,0,20.71,0.13,6.4,0,-69.33,-26.93,551.4,1811,517.78,437.18
(주)SNT홀딩스,036530,2016/12,0,70.51,1.61,1.63,0,18.52,0.02,1.31,0,-28.11,-29.08,620.22,438,48.11,505.36
(주)SNT홀딩스,036530,2017/12,0,56.25,0.98,0.98,0,27.18,0.07,0.66,0,-29.25,-443.59,468.59,264,390.66,341.24
(주)SNT홀딩스,036530,2018/12,0,85.27,1.47,1.47,0,26.06,0.65,1.07,0,-87.45,-626.77,447.26,386,410.42,330.72
(주)SNT홀딩스,036530,2019/12,0,83.92,2.2,2.2,0,18.38,0.02,2.06,0,-28.4,-247.29,675.66,602,619.4,551.49
(주)SNT홀딩스,036530,2020/12,0,90.68,5.46,5.46,0,9.23,0.01,5.39,0,-11.31,-103.56,1552.37,1543,1406.1,1409.05
(주)SNT홀딩스,036530,2021/12,0,87.53,3.89,3.9,0,12.68,0,3.86,0,-5.97,-29.87,1159.04,1141,1028.17,1012.1
(주)SNT홀딩스,036530,2022/12,0,89.85,4.42,4.43,0,11.5,0.01,4.31,0,-19.69,-61.47,1298.81,1316,1177.32,1149.4
(주)STX,011810,2011/12,4.42,2.03,2.76,8.07,95.58,98.52,0.42,5.34,0,1.79,3.92,69622.71,1557,-1805.38,1029.49
(주)STX,011810,2012/12,2.89,-0.58,-0.73,-2.09,97.11,99.57,0.21,1.6,0,1.75,3.59,68164.98,-408,2635.88,293.62
(주)STX,011810,2013/12,4.27,-86.86,-76.32,0,95.73,103.55,0.24,-73.17,0,1.73,3.66,30824.94,-27673,1388.34,-1093.61
(주)STX,011810,2014/12,4.49,25.9,31.01,0,95.51,98.19,0.01,34.15,0,2.25,2.58,5725.5,13720,-348.32,103.81
(주)STX,011810,2015/12,0.73,-3.92,-5.02,-84.03,99.27,101.2,0.01,-2.35,0,1.83,2.84,45621.74,-1791,969.15,-547.14
(주)STX,011810,2016/12,-1.95,-31.12,-54.14,0,101.95,107.22,0.01,-50.35,0,1.57,3.29,46801.7,-14556,1010.34,-3378.01
(주)STX,011810,2017/12,3.36,21.07,58.56,0,96.64,98.11,0,61.52,0,0.99,2.37,10035.98,21097,590.3,189.78
(주)STX,011810,2018/12,0.76,0.38,1.04,9.4,99.24,100.52,0,3.01,0,0.68,2.22,69506.09,260,-2679.81,-360.73
(주)STX,011810,2019/12,1,-3,-8.17,-65.84,99,101.11,0,-6.05,0,0.72,2.42,62750.65,-1884,636.59,-694.33
(주)STX,011810,2020/12,1.76,-2.1,-4.02,-43.36,98.24,100.94,0,-2.17,0,0.85,2.03,39968.87,-841,3362.72,-377.1
(주)STX,011810,2021/12,4.06,-2.49,-4.29,-37.55,95.94,98.81,0,-2.88,0,0.76,1.59,26456.43,-733,-252.35,315.94
(주)STX,011810,2022/12,3.07,-1.7,-3.91,-29.15,96.93,99.78,0,-1.67,0,0.88,2.58,30736.7,-541,-441.45,69.14
(주)TCC스틸,002710,2011/12,8.29,1.49,1.76,3.34,91.71,97.92,0.02,3.27,0,1.26,3.19,28558,468,-513.16,785.99
(주)TCC스틸,002710,2012/12,9.36,0.95,0.99,2.03,90.64,97.35,0.04,2.53,0,1.45,3.02,25915.77,269,639.94,686.8
(주)TCC스틸,002710,2013/12,8.14,0.09,0.09,0.19,91.86,98.01,0.02,1.41,0,1.35,2.52,23304.66,24,1178.8,463.79
(주)TCC스틸,002710,2014/12,9.05,0.25,0.23,0.49,90.95,97.29,0.04,1.19,0,1.06,1.8,21122.29,58,730.04,572.03
(주)TCC스틸,002710,2015/12,10.96,-40.02,-35.38,-97.74,89.04,95.84,0,-34.12,0,0.98,1.97,17151.58,-6539,1781.09,713.86
(주)TCC스틸,002710,2016/12,11.25,4.88,5.32,18.29,88.75,95.81,0,6.98,0,1.47,2.35,14198.75,737,-1531.01,594.89
(주)TCC스틸,002710,2017/12,8.78,-0.7,-0.93,-2.56,91.22,97.97,0,0.32,0,0.91,1.97,14938.45,-111,-324.4,302.55
(주)TCC스틸,002710,2018/12,8.68,2.15,2.93,8.05,91.32,95.36,0,3.94,0,0.75,1.6,15723.48,360,625.21,729.83
(주)TCC스틸,002710,2019/12,7.96,0.59,0.74,2.04,92.04,96.27,0,2.1,0,1.07,2.14,15187.84,94,-11.25,566.5
(주)TCC스틸,002710,2020/12,5.23,-0.98,-1.2,-3.24,94.77,99.25,0,0.46,0,1.31,2.62,14062.4,-143,-43.43,104.96
(주)TCC스틸,002710,2021/12,9.79,7.1,10.15,25.64,90.21,94.32,0.01,11.53,0,0.98,2.27,17354.74,1248,275.72,985.46
(주)TCC스틸,002710,2022/12,13.29,4.4,6.24,15.4,86.71,91.86,0.01,7.93,0,1.21,2.83,21227.46,979,-473.52,1727.21
(주)강원랜드,035250,2011/12,58.06,31.13,14.72,17.94,41.94,60.8,1.31,13.31,0,-4.7,-7.81,5906.55,1935,2004.82,2341.96
(주)강원랜드,035250,2012/12,50.57,22.93,10.5,12.72,49.43,67.76,1.51,8.93,0,-4.72,-9.05,6043.25,1461,2142.71,1948.16
(주)강원랜드,035250,2013/12,47.06,21.6,9.74,11.95,52.94,70.63,1.34,8.39,0,-4,-7.27,6342.45,1446,2019.91,1862.96
(주)강원랜드,035250,2014/12,52.2,24.38,11.22,13.89,47.8,64.73,0.8,9.85,0,-4.24,-7.1,6975.26,1795,2415.29,2460.11
(주)강원랜드,035250,2015/12,53.72,26.39,12.18,15.07,46.28,62.97,0.6,10.99,0,-3.86,-6.23,7623.51,2123,2719.47,2822.68
(주)강원랜드,035250,2016/12,53.85,26.85,11.87,14.56,46.15,63.12,0.88,10.85,0,-3.43,-5.53,7920.78,2244,2807.73,2920.84
(주)강원랜드,035250,2017/12,51.02,27.27,10.72,12.94,48.98,66.57,0.84,9.8,0,-3.37,-5.31,7492.28,2156,2178.03,2504.55
(주)강원랜드,035250,2018/12,49.36,20.7,7.07,8.39,50.64,69.72,2.1,6.03,0,-4.04,-6.59,6712.34,1467,1711.07,2032.58
(주)강원랜드,035250,2019/12,51.61,22.11,7.75,9.19,48.39,66.87,1.1,6.79,0,-3.72,-6.11,7093.62,1655,1911.72,2349.84
(주)강원랜드,035250,2020/12,-14.01,-58.38,-6.91,-8.01,114.01,190.24,1.85,-7.53,0,-2.67,-4.54,2231.81,-1375,-3074.23,-2014.02
(주)강원랜드,035250,2021/12,7.7,-1.51,-0.32,-0.37,92.3,106.71,0.83,-0.62,0,-1.3,-2.36,3680.36,-59,1005.49,-246.8
(주)강원랜드,035250,2022/12,27.47,9.13,2.91,3.48,72.53,82.83,1.06,2.25,0,-2.31,-3.98,5933.51,572,1962.58,1018.69
(주)갤럭시아에스엠,011420,2011/12,17.55,9.4,7.84,12.73,82.45,94.14,0,9.16,0,1.59,3.42,1627.29,153,201.7,262.54
(주)갤럭시아에스엠,011420,2012/12,9.77,0.6,0.55,0.9,90.23,95.72,0.02,1.29,0,0.79,1.92,1905.89,11,132.32,81.48
(주)갤럭시아에스엠,011420,2013/12,8.74,-4.6,-3.82,-5.96,91.26,97.89,0.04,-3.58,0,0.27,0.67,1574.91,-72,-39.77,33.24
(주)갤럭시아에스엠,011420,2014/12,5.28,-2.82,-2.49,-4.06,94.72,101.55,0,-1.99,0,0.52,1.3,1683.17,-47,-98.75,-26.1
(주)갤럭시아에스엠,011420,2015/12,9.91,4.79,4.78,6.96,90.09,95.2,0.01,4.88,0,0.1,0.32,2434.57,117,136.15,116.85
(주)갤럭시아에스엠,011420,2016/12,0.85,-3.42,-2.54,-3.27,99.15,107.06,0,-2.67,0,-0.16,-0.58,1657.58,-57,-68.12,-117.06
(주)갤럭시아에스엠,011420,2017/12,-0.41,-15.98,-11.26,-13.83,100.41,109.02,0,-11.37,0,-0.13,-0.57,1340.04,-214,-268.03,-120.89
(주)갤럭시아에스엠,011420,2018/12,-9.45,-71.17,-38.1,-46.6,109.45,130.36,0,-38.19,0,-0.13,-0.49,799.66,-569,-95.78,-242.75
(주)갤럭시아에스엠,011420,2019/12,6.25,-4.79,-4.47,-5.66,93.75,102.7,0,-4.77,0,-0.31,-1.46,1042.94,-50,29.95,-28.19
(주)갤럭시아에스엠,011420,2020/12,14.71,5.04,3.46,4.63,85.29,92.96,0,3.47,0,0.01,0.03,709.25,36,104.15,49.91
(주)갤럭시아에스엠,011420,2021/12,27.25,12.74,10.6,13.69,72.75,88.05,0.04,10.62,0,0.03,0.1,1049,134,58.51,125.32
(주)갤럭시아에스엠,011420,2022/12,33.34,15.33,9.34,13.9,66.66,86.13,0,9.67,0,0.63,1.01,1092.35,167,31.64,151.53
(주)경농,002100,2011/12,34.5,2.61,1.68,2.14,65.5,93.67,3.4,2.45,0,1.2,3.55,5565.63,182,657.93,378.64
(주)경농,002100,2012/12,36.59,5.03,3.47,4.43,63.41,89.32,2.76,4.23,0,1.13,3.51,6040.15,381,554.68,645.12
(주)경농,002100,2013/12,38.56,9.88,6.57,8.75,61.44,88.22,3.26,7.23,0,1.06,2.65,6418.9,795,754.81,756.25
(주)경농,002100,2014/12,39.81,6.88,4.16,5.59,60.19,89.59,3.23,4.67,0,0.9,2,6214.65,535,655.83,647.22
(주)경농,002100,2015/12,38.67,4.72,2.62,3.79,61.33,93.37,3.34,3.19,0,1.06,1.85,6343.85,364,-435.42,420.56
(주)경농,002100,2016/12,36.89,4.03,2.17,3.3,63.11,94.95,3.34,2.66,0,0.91,1.42,6602.03,323,400.31,333.13
(주)경농,002100,2017/12,36.46,8.06,4.31,6.42,63.54,93.66,3.31,4.91,0,1.15,1.83,6600.44,646,663.57,418.57
(주)경농,002100,2018/12,37.48,6.57,3.47,5.2,62.52,89.62,3.34,4,1.48,1.05,1.6,6740.66,538,213.19,699.82
(주)경농,002100,2019/12,37.47,4.67,2.43,3.74,62.53,92.24,3.41,3.14,0,1.42,2.03,6976.94,395,202.48,541.69
(주)경농,002100,2020/12,35.08,6.31,3.51,5.39,64.92,92.84,3.45,3.94,1.66,0.8,1.22,7636.79,585,393.51,546.6
(주)경농,002100,2021/12,34.76,14,8,11.9,65.24,91.58,0,8.33,1.1,0.62,1.01,8641.65,1370,1047.84,727.5
(주)경농,002100,2022/12,38.21,9.23,5.71,8.5,61.79,86.76,0,6.37,0.84,1.18,2.02,10377.19,1047,1358.48,1373.82
(주)경동나비엔,009450,2011/12,22.51,2.97,4.43,6.75,77.49,97.97,2.97,4.37,1.29,-0.04,-0.19,24982.85,751,972.83,987.74
(주)경동나비엔,009450,2012/12,21.44,2.7,3.85,6.24,78.56,96.6,2.26,3.73,1.29,-0.08,-0.31,26793.74,730,1770.47,910.04
(주)경동나비엔,009450,2013/12,23.53,2.49,3.33,5.9,76.47,96.02,3.13,3.28,1.33,-0.04,-0.11,29169.19,732,1585.73,1161.64
(주)경동나비엔,009450,2014/12,23.26,2.38,2.87,5.51,76.74,95.79,3.29,3.27,1.66,0.34,0.84,30016.23,719,-1884.63,1262.19
(주)경동나비엔,009450,2015/12,25.31,4.31,5.89,10.94,74.69,95.36,3.5,6.32,1.25,0.32,0.92,35189.9,1530,2867.6,1632.76
(주)경동나비엔,009450,2016/12,27.08,5.66,8.52,14.48,72.92,92.77,3.03,8.56,1.56,0.03,0.12,39725.41,2268,4286.09,2870.92
(주)경동나비엔,009450,2017/12,25.73,2.86,4.41,7.54,74.27,94.38,2.81,4.45,1.6,0.03,0.1,44728.53,1291,1056.07,2513.42
(주)경동나비엔,009450,2018/12,24.54,3.69,5.49,9.87,75.46,95.25,2.75,5.62,2.06,0.09,0.29,48515.09,1808,-749.94,2302.88
(주)경동나비엔,009450,2019/12,26.89,3.12,4.54,8.27,73.11,94.02,2.74,4.92,1.6,0.27,0.84,51447.76,1622,2994.36,3077.27
(주)경동나비엔,009450,2020/12,28.93,2.53,3.79,7.05,71.07,93.91,3.22,4.07,1.41,0.19,0.6,58583.49,1479,4270.82,3568.66
(주)경동나비엔,009450,2021/12,26.03,6.55,10.35,19.39,73.97,95.14,3.04,10.47,1.37,0.08,0.25,69910.71,4554,4999.71,3399.55
(주)경동나비엔,009450,2022/12,28.75,4.46,6.32,11.38,71.25,94.01,2.49,6.71,1.53,0.28,0.88,67237.66,3023,1956.06,4029.4
(주)경동도시가스,267290,2017/12,,,,,,,,,,,,,,,
(주)경동도시가스,267290,2018/12,7.8,2.12,4.38,10.66,92.2,97.32,0.04,4.08,0,-0.15,-0.51,340399.75,7210,25507.43,9120.61
(주)경동도시가스,267290,2019/12,7.81,1.71,3.2,7.42,92.19,98.05,0,2.88,0,-0.17,-0.56,241182.91,4135,5699.86,4695.39
(주)경동도시가스,267290,2020/12,9.38,1.73,2.6,5.43,90.62,98.36,0,2.44,0,-0.11,-0.32,184215.2,3194,-10.95,3028.4
(주)경동도시가스,267290,2021/12,7.72,1.52,2.78,6.09,92.28,98.16,0,2.59,0,-0.1,-0.34,247037.43,3768,23458.03,4551.12
(주)경동도시가스,267290,2022/12,4.96,1.02,2.39,6.13,95.04,98.91,0,2.13,0,-0.11,-0.43,390861.65,3988,8862.18,4249.69
(주)경동인베스트,012320,2011/12,6.02,2.77,5.9,12.86,93.98,97.08,0.02,4.75,0,-0.55,-2.12,518300.84,14366,25865.68,16057.82
(주)경동인베스트,012320,2012/12,4.62,2.37,5.4,12.91,95.38,97.86,0.02,4.31,0,-0.48,-1.86,689799.89,16337,44470.39,14779.03
(주)경동인베스트,012320,2013/12,4.17,1.74,3.97,9.38,95.83,98.25,0.02,2.98,0,-0.44,-1.72,764491.51,13276,15745.08,13397.73
(주)경동인베스트,012320,2014/12,4.4,1.87,3.96,8.32,95.6,98.42,0.02,3.04,0,-0.44,-1.76,688547.69,12870,4715.03,10857.82
(주)경동인베스트,012320,2015/12,6.56,-0.45,-0.6,-1.1,93.44,98.64,0.04,-1.17,0,-0.42,-1.25,388107.87,-1750,-9322.38,5279.48
(주)경동인베스트,012320,2016/12,9.46,1.6,1.79,2.96,90.54,97.69,0.05,1.47,0,-0.29,-0.8,292987.46,4833,9348.67,6756
(주)경동인베스트,012320,2017/12,0,1183.54,1.19,1.67,0,468.5,0,0.85,0,-71.92,-1.16,247.29,3061,20013.88,-911.27
(주)경동인베스트,012320,2018/12,51.27,21.11,0.49,0.51,48.73,102.17,6.61,-0.03,0,-22.05,-20.26,3154.68,693,730.88,-68.42
(주)경동인베스트,012320,2019/12,54.53,-10.62,-0.29,-0.3,45.47,101.11,6.71,-0.71,0,-11.39,-15.92,3653.69,-404,433.21,-40.42
(주)경동인베스트,012320,2020/12,66.28,17.01,0.42,0.43,33.72,93.93,8.19,0.11,0,-12.95,-19.7,3256.04,598,-2445.11,197.63
(주)경동인베스트,012320,2021/12,62.53,4.03,0.12,0.12,37.47,93.03,6.8,-0.17,0,-9.15,-66.2,3748.86,164,348.22,261.13
(주)경동인베스트,012320,2022/12,60.52,-64.68,-2.46,-2.47,39.48,81.23,3.94,-2.77,0,-4.66,-72.14,4855.64,-3407,914.34,911.21
