회사명,거래소코드,회계년도,총자본증가율(IFRS),유형자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),순이익증가율(IFRS),정상영업이익증가율(IFRS)
(주)강스템바이오텍,217730,2017/12,-6.18,208.99,0,113.1,-35.95,196.02,7.36,540.04,0,0
(주)강스템바이오텍,217730,2018/12,48.7,13.93,0,9.51,81.24,-70.9,94.36,-81.44,0,0
(주)강스템바이오텍,217730,2019/12,49.02,59.91,0,119.28,13.76,-93.16,47.76,-71.82,0,0
(주)강스템바이오텍,217730,2020/12,-30.95,-0.83,0,-41.64,-20.62,-19.16,-27.4,4.72,0,0
(주)강스템바이오텍,217730,2021/12,32.43,-1.06,0,-2.31,57.13,2652.84,36.37,1171.84,0,0
(주)강스템바이오텍,217730,2022/12,-23.65,-8.1,0,-8.7,-30.26,-38.84,-26.67,57.44,0,0
(주)강원에너지,114190,2011/11,87.32,23.55,0,14.38,102.88,439.86,27.16,64.02,235.2,270.35
(주)강원에너지,114190,2012/12,0,0,0,0,0,0,0,0,0,0
(주)강원에너지,114190,2013/12,-18.84,8.4,0,24.16,-23.52,-45.21,27.06,-52.42,-56.3,-72.15
(주)강원에너지,114190,2014/12,-7.46,108.97,0,67.54,-20.72,-16.77,9.96,1.62,-71.36,-49.72
(주)강원에너지,114190,2015/12,20.74,-2.92,0,21.7,20.38,-28.95,8.79,-5.11,-21.14,-46
(주)강원에너지,114190,2016/12,-12.46,-2.28,0,-5.52,-15.09,-72.83,-2.07,-9.02,0,0
(주)강원에너지,114190,2017/12,23.9,-2.61,0,1.22,33.43,7.8,-12.33,86.99,0,0
(주)강원에너지,114190,2018/12,2.09,-4.22,0,-8.02,5.32,50.46,4.6,3.36,0,0
(주)강원에너지,114190,2019/12,-38.51,2.67,0,26.83,-56.71,-78.15,-53.53,-50.47,0,0
(주)강원에너지,114190,2020/12,-40.12,-30.31,0,-55.12,-27.88,85.02,-24.85,-9.88,0,0
(주)강원에너지,114190,2021/12,25.88,-1.77,0,-8.32,43.24,212.27,66.13,15.17,0,0
(주)강원에너지,114190,2022/12,30,-6.31,0,43.39,25.65,-26.09,6.5,55.78,-72.58,56.71
(주)고려시멘트,198440,2014/12,,,,,,,,,,
(주)고려시멘트,198440,2015/12,,,,,,,,,,
(주)고려시멘트,198440,2016/12,,,,,,,,,,
(주)고려시멘트,198440,2017/12,0,0,0,0,0,0,0,0,0,0
(주)고려시멘트,198440,2018/12,10.06,1.83,-1.63,0.31,29.61,27.42,11.78,-2.15,362.85,27.17
(주)고려시멘트,198440,2019/12,-0.39,4.84,1.09,3.69,-6.73,63.62,2.24,-17.32,-26.89,0
(주)고려시멘트,198440,2020/12,-9.21,-0.94,-3.58,-4.5,-17.34,-49.85,4.43,-1.04,30.88,0
(주)고려시멘트,198440,2021/12,27.26,54.12,82.1,28.04,25.71,20.74,26.84,-6.43,4.36,-13.62
(주)고려시멘트,198440,2022/12,-6.55,4.23,39.37,-1.08,-17.68,58.91,-6.67,6.44,0,0
(주)고바이오랩,348150,2019/12,,,,,,,,,,
(주)고바이오랩,348150,2020/12,0,0,0,0,0,0,0,0,0,0
(주)고바이오랩,348150,2021/12,80.05,1852.12,0,576.1,70.54,142.72,61.42,-36.98,0,0
(주)고바이오랩,348150,2022/12,8.48,120.59,0,425.48,-23.2,0,-2.8,158.4,0,0
(주)고영테크놀러지,098460,2011/12,25.26,17.95,0,20.69,27.25,45.44,27.98,12.63,8.92,0.58
(주)고영테크놀러지,098460,2012/12,18.39,3.14,0,6.97,23.11,16.63,19.48,25.67,-10.52,3.88
(주)고영테크놀러지,098460,2013/12,17.77,-4.21,0,1.98,23.45,17.97,18.98,3.12,-0.13,-12.67
(주)고영테크놀러지,098460,2014/12,16.93,34.87,0,25.14,14.5,-25.4,18.29,30.4,53.72,55.97
(주)고영테크놀러지,098460,2015/12,12.9,-2.38,0,1.39,16.63,-6.52,12.86,2.23,2.18,-5.61
(주)고영테크놀러지,098460,2016/12,21.33,21.31,0,8.7,24.89,0.93,17.97,10.61,20.59,18.6
(주)고영테크놀러지,098460,2017/12,5.85,2.97,0,20.93,2.14,1.26,4.61,23.28,3.01,46.63
(주)고영테크놀러지,098460,2018/12,36.12,34.02,0,4.31,45.36,52.84,39.09,16.35,46.78,1.5
(주)고영테크놀러지,098460,2019/12,10.01,9.39,0,63.1,-1.06,9.5,9.92,-4.7,-18.21,-13.29
(주)고영테크놀러지,098460,2020/12,-1.59,-3.78,0,29.17,-12.17,9.73,0.25,-25.02,-78.54,-66.12
(주)고영테크놀러지,098460,2021/12,21,11.72,0,-13.14,38.26,16.94,12.97,46.52,418.59,222.6
(주)고영테크놀러지,098460,2022/12,4.43,38.65,0,10.48,2.51,15.6,7.17,5.1,-8.07,-9.47
(주)골드앤에스,035290,2011/12,4.59,-24.4,0,-15.33,36.78,-6.66,4.28,-5.87,0,0
(주)골드앤에스,035290,2012/12,10.17,-14.45,0,2.46,17.89,-7.75,15.97,-7.65,0,0
(주)골드앤에스,035290,2013/12,-32.42,-4.81,0,-30.44,-34.14,18.51,-62.62,-16.59,0,0
(주)골드앤에스,035290,2014/12,-16.3,-37.98,0,-20.7,-12.25,-6.15,-7.43,-19.61,0,0
(주)골드앤에스,035290,2015/12,-18.3,-40.35,0,-35.31,-4.18,-20.77,65.03,-24.57,0,0
(주)골드앤에스,035290,2016/12,-22.47,-35.35,0,14.97,-43.45,-15.93,-5.93,-28.4,0,-63.31
(주)골드앤에스,035290,2017/12,-7.11,73.81,0,-38.21,28.32,-46.01,-7.07,-19.45,0,0
(주)골드앤에스,035290,2018/12,149.92,3222.07,0,256.14,91.64,22.05,5.82,-32.19,0,0
(주)골드앤에스,035290,2019/12,-62.1,-66.73,-12.04,-43.17,-81.41,-61.41,0,-11.95,0,0
(주)골드앤에스,035290,2020/12,28.19,-3.45,0,-4.9,131.33,-26.94,0,-45.85,0,0
(주)골드앤에스,035290,2021/12,26.71,-6.66,0,15.3,41.32,-2.02,5.37,226.35,-52.88,0
(주)골드앤에스,035290,2022/12,-32.66,-77.95,0,-78.87,15.64,23.46,-4.09,-29.75,0,0
(주)골드퍼시픽,038530,2011/12,18.86,468.65,0,112.9,-12.71,62.34,3.59,4.84,184.76,232.34
(주)골드퍼시픽,038530,2012/12,8.69,-13.17,0,-12.42,25.98,56.32,5.03,-6.64,-74.3,-57.89
(주)골드퍼시픽,038530,2013/12,2.2,-17.09,0,34.39,-16.13,-6.26,-25.35,-38.15,0,0
(주)골드퍼시픽,038530,2014/12,4.65,-22.15,0,11.12,-1.25,-39.01,-1.25,-25.18,0,0
(주)골드퍼시픽,038530,2015/12,-13.9,-54.28,0,-18.45,-9.24,-52.79,19.01,26.08,0,0
(주)골드퍼시픽,038530,2016/12,-59.55,-48.34,0,-56.91,-61.98,-96.75,-90.61,56.63,0,0
(주)골드퍼시픽,038530,2017/12,138.88,-2.7,0,64.56,216.54,880.92,183.89,-47.52,0,0
(주)골드퍼시픽,038530,2018/12,40.35,-93.57,0,63.4,27.83,48.23,274.44,10.92,0,0
(주)골드퍼시픽,038530,2019/12,95.63,989.71,-84.93,191.13,29.31,339.17,4.89,102.89,0,0
(주)골드퍼시픽,038530,2020/12,-2.09,-22.66,-3.33,-34.6,48.73,-1.3,183.53,26.6,0,0
(주)골드퍼시픽,038530,2021/12,22.36,28.68,0,-22.02,52.87,-14.14,5.43,-39.16,0,0
(주)골드퍼시픽,038530,2022/12,-5.7,-55.46,0,42.59,-22.63,-34.97,6.05,285.89,0,0
(주)골프존,215000,2015/12,,,,,,,,,,
(주)골프존,215000,2016/12,0,0,0,0,0,0,0,0,0,0
(주)골프존,215000,2017/12,34.55,-3.87,-1.77,-5.42,88.27,-7.63,56.53,-12.7,110.35,-23.73
(주)골프존,215000,2018/12,6.51,22.39,19.1,25.09,-6.03,-21.75,8.84,11.47,-71.32,-13.25
(주)골프존,215000,2019/12,19.75,34.88,-2.36,94.51,-47.43,-7.08,4.1,24.78,-9.04,24.46
(주)골프존,215000,2020/12,14.16,1.15,-13.88,3.78,48.68,4.45,11.21,17.56,84.37,42.5
(주)골프존,215000,2021/12,30.22,-5.48,171.79,2.95,93.51,151.06,26.3,47.06,104.2,104.6
(주)골프존,215000,2022/12,14.19,-0.31,-33.84,14.19,14.2,72.83,25.5,37.11,52.35,42.1
(주)골프존뉴딘홀딩스,121440,2011/12,105.39,332.66,0,171.9,83.06,138.73,117.91,13.82,-27.64,-12.48
(주)골프존뉴딘홀딩스,121440,2012/12,37.34,176.93,0,97.18,7.5,221.27,18.07,31.72,51.49,35.04
(주)골프존뉴딘홀딩스,121440,2013/12,15.09,-0.2,0,11.91,17.99,88.95,4.03,23.04,-93.77,14.3
(주)골프존뉴딘홀딩스,121440,2014/12,-0.57,30.89,124.43,50.2,-44.62,-4.48,10.78,13.84,1314.83,20.04
(주)골프존뉴딘홀딩스,121440,2015/12,-0.16,-44.79,-9.04,31.18,-73.89,0,16.48,-92.41,1300.01,0
(주)골프존뉴딘홀딩스,121440,2016/12,-4.06,0.21,-1.34,-7.62,38.04,0,-8.13,-5.91,0,0
(주)골프존뉴딘홀딩스,121440,2017/12,-4.56,-5.74,4.18,-1.92,-25.52,0,-5.28,-15.02,0,0
(주)골프존뉴딘홀딩스,121440,2018/12,5.06,-9.98,5.76,3,26.58,0,0.92,-31.49,0,0
(주)골프존뉴딘홀딩스,121440,2019/12,-4.59,-16.3,22.04,0.57,-48.36,0,-7.1,67.06,0,0
(주)골프존뉴딘홀딩스,121440,2020/12,4.58,-3.46,0.85,2.57,37.7,0,4.04,113.7,0,0
(주)골프존뉴딘홀딩스,121440,2021/12,25.02,-1.46,-1.49,31.78,-58.18,-11.28,27.66,39.42,392.88,65.73
(주)골프존뉴딘홀딩스,121440,2022/12,11.97,-1.41,-1.51,8.96,128.56,-96.16,13.92,26.03,-34,32.02
(주)공구우먼,366030,2017/12,,,,,,,,,,
(주)공구우먼,366030,2018/12,,,,,,,,,,
(주)공구우먼,366030,2019/12,,,,,,,,,,
(주)공구우먼,366030,2020/12,0,0,0,0,0,0,0,0,0,0
(주)공구우먼,366030,2021/12,31.57,5.28,0,7.78,55.3,108.75,27.59,44.78,101.66,91.98
(주)공구우먼,366030,2022/12,100.31,5.46,0,21.81,154.67,29.27,118.66,24.02,29.25,22.61
(주)광림,014200,2011/12,-21.74,0.13,-0.18,-5.61,-30.6,-29.2,3.05,13.98,19.12,51.35
(주)광림,014200,2012/12,3.95,0.49,-0.18,-1.83,8.27,10.83,12.04,-19.88,-77.3,-74.89
(주)광림,014200,2013/12,13.17,0.3,-0.19,-3.13,24.21,-26.84,2.04,21.24,178.1,150.53
(주)광림,014200,2014/12,18.4,-0.93,37.96,89.19,-18.97,14.48,2.26,-10.53,-30.24,-42.29
(주)광림,014200,2015/12,21.66,3.07,-0.19,33.6,6.95,-7.82,22.09,156.31,710.82,-30.56
(주)광림,014200,2016/12,3.92,5,-0.19,13.36,-10.61,-0.63,11.52,-63.2,-95.26,-87.05
(주)광림,014200,2017/12,143.02,2.2,-0.19,13.18,396.51,-24.84,95.69,13.88,19608.62,1241.39
(주)광림,014200,2018/12,-36.04,-8.05,22.89,-20.1,-43.14,18.73,-31.51,-24.07,0,-4.39
(주)광림,014200,2019/12,-18.11,-2.07,-0.55,22.05,-43.22,1.48,-49.77,23.51,0,73.38
(주)광림,014200,2020/12,21.32,12.77,-0.55,62.37,-33.88,-30.61,143.79,11.81,0,115.34
(주)광림,014200,2021/12,16.18,10.05,-56.53,9.98,36.65,79.69,37.9,31.37,0,72.01
(주)광림,014200,2022/12,-15.88,5.04,-0.92,-29.43,20.14,29.89,-15.2,13.99,0,37.34
(주)광무,029480,2011/12,-27.33,357.66,0,-12.51,-41.17,-24.41,-19.99,-37.27,0,0
(주)광무,029480,2012/12,-29.91,-29.27,0,-12.08,-54.7,-50.38,-25.92,-19.76,0,0
(주)광무,029480,2013/12,-51.98,-11.44,0,-50.19,-56.81,-95.49,-68.93,-74.99,0,0
(주)광무,029480,2014/12,-3.56,-20.83,0,-15.91,34.87,-7.5,-25.04,280.1,0,0
(주)광무,029480,2015/12,-24.15,-6.34,0,-13.82,-44.21,106.72,-8.95,-54.05,0,0
(주)광무,029480,2016/12,37.65,-0.68,0,8.51,124.99,49.82,3.99,49.76,0,0
(주)광무,029480,2017/12,-0.48,-3.74,0,-18.58,25.69,-73.58,68.28,-18.5,0,-84.58
(주)광무,029480,2018/12,-10.13,1.95,0,-4.04,-15.84,51.75,-28.46,-3.87,0,0
(주)광무,029480,2019/12,119.69,-74.63,0,78.07,164.13,68.56,129,21.91,0,0
(주)광무,029480,2020/12,-35.14,-28.31,-0.4,-27.2,-40.85,-63.82,9.01,-0.94,0,0
(주)광무,029480,2021/12,168.32,21.52,-1.38,63.73,260.98,-81.21,109.11,-27.33,0,0
(주)광무,029480,2022/12,36.69,31.43,8.65,-40.84,67.84,1637.66,58.25,330,0,0
(주)구스앤홈,329050,2017/12,,,,,,,,,,
(주)구스앤홈,329050,2018/12,,,,,,,,,,
(주)구스앤홈,329050,2019/12,,,,,,,,,,
(주)구스앤홈,329050,2020/12,,,,,,,,,,
(주)구영테크,053270,2011/12,8.48,-11.54,0,2.8,17.06,20.03,4.64,2.88,-74.84,-25.23
(주)구영테크,053270,2012/12,15.27,22.57,12.01,11.75,19.95,34.86,4.79,4.68,26.82,-6.75
(주)구영테크,053270,2013/12,-10.87,0.25,-0.75,1.13,-25.68,2.41,4.98,16.55,-9.02,-7.78
(주)구영테크,053270,2014/12,4.1,-2.09,-14.44,-0.39,11.64,6.59,37.18,1.99,16.64,-37.66
(주)구영테크,053270,2015/12,1.2,5.91,-1.35,1.29,1.05,-16.2,4.42,11.97,140.92,26.86
(주)구영테크,053270,2016/12,5.97,13.94,-1.81,12.57,-3.95,15.3,5.36,-13.53,22.65,16.56
(주)구영테크,053270,2017/12,28.18,49.04,-1.39,25.98,32.06,4.07,1.45,-1.36,-68.39,-26.47
(주)구영테크,053270,2018/12,4.95,26.94,-1.41,18.09,-17.13,28.33,22.84,10.27,215.7,-45.84
(주)구영테크,053270,2019/12,-3.73,-0.13,-1.43,0.17,-13.06,-7.53,1.4,13.68,-60.17,53.4
(주)구영테크,053270,2020/12,7.16,3.9,0,0.26,26.2,8.36,0.1,-8.9,-42.13,-5.43
(주)구영테크,053270,2021/12,-0.17,5.84,0,1.93,-4.77,6.23,5.47,19.8,216.38,31.12
(주)구영테크,053270,2022/12,2.15,-3.48,0,-3.37,15.1,14.96,6.04,14.38,4.15,38.18
(주)국보디자인,066620,2011/12,6.46,5.08,0,-8.17,13.4,0,13.8,19.42,65.76,99.65
(주)국보디자인,066620,2012/12,17.26,53.47,0,-8.71,27.25,0,20.24,-3.85,30.63,26.94
(주)국보디자인,066620,2013/12,31.32,-1.81,0,33.09,30.84,0,11.43,29.34,9.11,-3.11
(주)국보디자인,066620,2014/12,3.05,18.53,0,-0.99,4.18,0,8.48,3.3,-16.1,-5.65
(주)국보디자인,066620,2015/12,2.67,166.09,0,22.17,-2.53,0,7.12,-0.39,-12.07,-30.56
(주)국보디자인,066620,2016/12,16.89,7.41,0,-0.28,22.63,0,6.38,21.54,71.35,95.18
(주)국보디자인,066620,2017/12,4.96,-2.36,0,-4.58,7.56,0,17.56,37,18.85,79.7
(주)국보디자인,066620,2018/12,2.17,-2.39,0,10.11,0.25,0,9.77,-11.97,-0.36,-30.19
(주)국보디자인,066620,2019/12,22.26,18.31,0,-17.93,32.91,0,8.18,2.58,-32.56,-37.27
(주)국보디자인,066620,2020/12,25.76,-3.8,-2.08,482.03,-48.89,0,36,7.07,73.39,104.43
(주)국보디자인,066620,2021/12,30.46,1.08,-2.12,39.07,14.41,0,36.98,16.42,3.78,4.18
(주)국보디자인,066620,2022/12,-24.59,8.14,-2.17,-62.42,61.11,0,-39.84,13.29,12.66,16.79
(주)국순당,043650,2011/12,-0.43,0.37,-1.66,12.52,-15.08,3.92,0.75,19.79,-64.76,-63.42
(주)국순당,043650,2012/12,4.97,-3.36,-38.46,5.1,4.78,-1.1,7.04,-7.35,-9.18,19.86
(주)국순당,043650,2013/12,-0.14,-4.17,-2.37,-2.79,3.83,-8.92,-0.17,-16.51,-54.19,-82.52
(주)국순당,043650,2014/12,1.27,-10.77,534.24,0.61,2.21,-12.45,0.46,-7.25,-14.88,-25.77
(주)국순당,043650,2015/12,-1.1,-4.52,-2.08,0.93,-3.9,-0.83,-0.39,-15.94,0,0
(주)국순당,043650,2016/12,-1.7,-7.68,207.31,6.26,-13.27,-7.2,-1.57,-8.71,0,0
(주)국순당,043650,2017/12,4.38,-11.93,21.64,3.99,5.06,-7.37,4.67,-12.19,0,0
(주)국순당,043650,2018/12,5.94,17.7,-0.89,18.76,-16.68,7.17,6.13,-12.33,54.06,0
(주)국순당,043650,2019/12,-5.07,-21.94,122.62,-5.82,-3.19,-3.7,-3.23,-8.8,-96.23,0
(주)국순당,043650,2020/12,7.62,-4.31,-2.83,12.66,-4.7,-8.91,6.77,4.79,2595.88,0
(주)국순당,043650,2021/12,8.12,-11.77,-0.41,6.6,12.5,24.79,6.59,22.63,9.51,63.91
(주)국순당,043650,2022/12,-1.81,-0.48,-0.41,-14.34,32.51,19.13,-0.99,15.48,-88.81,6.2
(주)국영지앤엠,006050,2011/12,30.7,94.66,-48.23,50.65,10.06,-22.84,-6.4,1.5,0,0
(주)국영지앤엠,006050,2012/12,-1.35,2.41,25.38,9.16,-16.25,6.03,40.41,2.85,0,0
(주)국영지앤엠,006050,2013/12,4.83,-0.98,-15.23,-2.56,18.49,-0.4,0.84,27.43,-80.27,0
(주)국영지앤엠,006050,2014/12,-6.52,2.1,-23.11,-4.39,-9.75,13.53,1.93,-7.7,-58.51,19.12
(주)국영지앤엠,006050,2015/12,8,-2.51,-1.07,-1.61,23.45,-25.92,3.67,-22.11,0,0
(주)국영지앤엠,006050,2016/12,3.07,0.56,-1.08,0.84,5.94,205.02,3.24,28.3,0,0
(주)국영지앤엠,006050,2017/12,0.65,-0.03,-12.33,0.03,1.42,-21.27,4.06,22.16,271.36,466.79
(주)국영지앤엠,006050,2018/12,-8.72,-3.96,-0.93,-2.52,-16.19,-17.34,-1.64,-10.44,0,0
(주)국영지앤엠,006050,2019/12,13.79,1.79,-0.94,3.96,27.57,-2.08,2.08,29.68,0,0
(주)국영지앤엠,006050,2020/12,2,0.15,7.35,2.96,0.9,-33.26,-3.43,-11.82,0,0
(주)국영지앤엠,006050,2021/12,-5.36,-9.61,-1.05,-3.06,-8.03,82.77,-9.53,-14.53,0,0
(주)국영지앤엠,006050,2022/12,-0.19,-2.56,-1.06,-4.92,5.62,-20.63,4.03,15.57,0,0
(주)국전약품,307750,2018/12,,,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,,,
(주)국전약품,307750,2020/12,0,0,0,0,0,0,0,0,0,0
(주)국전약품,307750,2021/12,85.09,67.68,-1.25,59.98,97.2,34.57,157.99,5.87,0,5.94
(주)국전약품,307750,2022/12,81.54,84.96,-1.27,72.34,85.14,24.7,10.22,21.52,114.98,-41.5
(주)그래디언트,035080,2011/12,41.22,14.56,32.79,284.01,-89.98,0,-8.22,9.8,0,0
(주)그래디언트,035080,2012/12,-7.58,-48.28,0,-6,-40.46,0,23.04,17.36,0,0
(주)그래디언트,035080,2013/12,-1.85,-39.18,0,0.79,-88.02,0,-2.27,-28.79,0,0
(주)그래디언트,035080,2014/12,-3.68,36.55,0,-4.12,118.25,0,4.4,-2.35,0,-47.9
(주)그래디언트,035080,2015/12,4.37,-15.66,0,5.03,-74.63,0,2.72,66,1995.32,3527.73
(주)그래디언트,035080,2016/12,-14.97,-10.76,0,-14.88,-58.39,0,-9.78,28.33,0,83.74
(주)그래디언트,035080,2017/12,-14.97,16.42,0,-15.68,710.36,0,-15.56,-24.41,0,-43.79
(주)그래디언트,035080,2018/12,-1.33,-37.86,0,-1.18,-16.46,0,-1.07,-1.98,0,-1.16
(주)그래디언트,035080,2019/12,-0.98,1044.37,0,-0.25,-92.22,0,-1.58,-28.75,-6.35,-36.47
(주)그래디언트,035080,2020/12,63.16,2787.44,0,21.57,67225.76,0,5.16,1840.22,-80.45,0
(주)그래디언트,035080,2021/12,10.5,-99.47,0,-29.28,126.51,0,-1.35,-91.04,0,0
(주)그래디언트,035080,2022/12,-5.63,237.33,0,23.33,-32,0,68.11,-42.17,0,0
(주)그리티,204020,2011/12,,,,,,,,,,
(주)그리티,204020,2012/12,,,,,,,,,,
(주)그리티,204020,2013/12,,,,,,,,,,
(주)그리티,204020,2014/12,0,0,0,0,0,0,0,0,0,0
(주)그리티,204020,2015/12,8.1,13.18,0,20,6.29,2.02,10.16,2.61,-18.29,-34.67
(주)그리티,204020,2016/12,12.83,24.32,0,39.66,8.24,15.51,8.63,3.07,-9.12,-9.2
(주)그리티,204020,2017/12,12.14,-11.55,0,16.08,11.26,44.01,14.25,18.41,59.7,65.64
(주)그리티,204020,2018/12,38.51,-34.54,0,-7.06,49.02,17.59,35.98,-5.83,-22.41,-3.4
(주)그리티,204020,2019/12,0.28,288.93,0,67.11,-9.33,6.3,1.06,3.36,-56.36,-52.43
(주)그리티,204020,2020/12,-4.84,74.61,0,34.2,-15.19,-0.11,-2.07,-0.93,-41.38,-41.35
(주)그리티,204020,2021/12,-10.61,10.07,0,1.73,-15.79,6.75,-12,-13.13,0,0
(주)그리티,204020,2022/12,-0.17,-18.19,0,-16.52,8.11,19.29,1.22,34.06,0,0
(주)그린플러스,186230,2011/12,,,,,,,,,,
(주)그린플러스,186230,2012/12,,,,,,,,,,
(주)그린플러스,186230,2013/12,,,,,,,,,,
(주)그린플러스,186230,2014/12,,,,,,,,,,
(주)그린플러스,186230,2015/12,,,,,,,,,,
(주)그린플러스,186230,2016/12,,,,,,,,,,
(주)그린플러스,186230,2017/12,,,,,,,,,,
(주)그린플러스,186230,2018/12,0,0,0,0,0,0,0,0,0,0
(주)그린플러스,186230,2019/12,16.26,0.33,0,-1.72,41.66,-4.45,56.64,-6.28,10.06,-16.78
(주)그린플러스,186230,2020/12,28.56,18.26,0,15.08,41.78,-10.06,-9.04,40.61,0,57.98
(주)그린플러스,186230,2021/12,20.08,1.98,0,3.52,33.26,73.04,80.54,37.25,0,5.5
(주)그린플러스,186230,2022/12,2.12,13.92,0,51.41,-28.34,-0.53,0.02,3,0,-9.15
(주)극동자동화,272420,2014/12,,,,,,,,,,
(주)극동자동화,272420,2015/12,,,,,,,,,,
(주)극동자동화,272420,2016/12,,,,,,,,,,
(주)극동자동화,272420,2017/12,,,,,,,,,,
