회사명,거래소코드,회계년도,유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),비유동비율(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),순운전자본비율(IFRS),차입금비율(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS)
(주)에스마크,030270,2012/12,30.52,60.1,43.94,12.18,69.48,30.45,69.55,228.14,71.63,28.58,2.6,8.54,228.37,139.93,63.1,-12.09,202.21,-8.53,-9.63,-5.93,-6.46
(주)에스마크,030270,2013/12,32.69,64.58,48.56,11.58,67.31,31.8,68.2,211.71,72.61,25.72,1.56,7.28,214.51,141.57,69.18,-12.33,187.55,4.47,5.11,3.05,3.51
(주)에스마크,030270,2014/12,31.75,70.74,46.52,9.29,68.25,30.19,69.81,226.07,66.46,19.45,0.72,5.57,231.25,158.25,73.47,-16.02,201.98,1.8,2.06,1.26,1.82
(주)에스마크,030270,2015/12,23.83,53.75,31.28,11.02,76.17,40.58,59.42,187.7,46.41,21.46,7.95,7.18,146.41,126.52,91.8,-27.52,120.93,-0.69,-0.84,-0.41,-0.54
(주)에스마크,030270,2016/12,16.58,14.76,19.87,14.13,83.42,46.66,53.34,178.81,241.61,205.96,8.48,16.09,114.34,14.71,6.11,9.72,103.62,-8.26,-9.11,-4.41,-18.16
(주)에스마크,030270,2017/12,57.43,9.65,134.89,51.89,42.57,52.07,47.93,81.76,122.85,110.99,19.39,2.94,92.05,89.78,0,10.68,81.8,-49.81,-56.05,-23.88,-151.37
(주)에스마크,030270,2018/12,37.44,2.53,59.84,36.49,62.56,53.81,46.19,116.27,83.14,81.04,1.05,22.11,85.86,83.69,0,-7.59,60.62,-55.24,-78.23,-25.52,-377.8
(주)에스마크,030270,2019/12,36.21,5.95,56.76,34.05,63.79,52.44,47.56,121.66,76.7,72.14,0.32,17.11,90.71,90.02,99.94,-11,40.9,-34.66,-76.86,-16.48,-1495.95
(주)에스비비테크,389500,2011/12,,,,,,,,,,,,,,,,,,,,,
(주)에스비비테크,389500,2012/12,,,,,,,,,,,,,,,,,,,,,
(주)에스비비테크,389500,2013/12,,,,,,,,,,,,,,,,,,,,,
(주)에스비비테크,389500,2014/12,,,,,,,,,,,,,,,,,,,,,
(주)에스비비테크,389500,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)에스비비테크,389500,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)에스비비테크,389500,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)에스비비테크,389500,2018/12,55.01,35.04,122.27,35.73,44.99,52.17,47.83,86.25,131.3,85.3,7.53,9.36,91.69,80.31,86.55,13.11,83.02,4.95,5.46,2.37,8.39
(주)에스비비테크,389500,2019/12,42.56,19.21,74.09,34.38,57.44,1.08,98.92,5332.66,230.92,186.56,13.27,23.02,9183.53,1710.96,12.32,24.13,7899.47,-4.96,-5.77,-4.91,-15.88
(주)에스비비테크,389500,2020/12,29.47,23.11,41.78,22.66,70.53,11.87,88.13,594.43,55.25,42.48,9.95,49.87,742.79,449.55,62.05,-23.87,590.46,-14.57,-18.33,-12.85,-29.15
(주)에스비비테크,389500,2021/12,41.42,24.53,70.7,31.26,58.58,37.41,62.59,156.61,115.52,87.18,57.1,23.14,167.32,95.84,68.52,5.57,102.1,-13.05,-21.39,-8.17,-21.25
(주)에스비비테크,389500,2022/12,58.05,13.82,138.37,50.03,41.95,71.76,28.24,58.46,239.71,206.58,185.05,12.95,39.35,33.75,94,33.83,29.79,-22.33,-29.49,-6.31,-25.96
(주)에스비에스콘텐츠허브,046140,2011/12,66.22,0,196.02,66.22,33.78,65.71,34.29,51.41,194.15,194.15,76.78,0,52.18,51.9,0,32.11,0,64.19,0,22.01,18.34
(주)에스비에스콘텐츠허브,046140,2012/12,62.32,0,165.41,62.32,37.68,74.74,25.26,50.41,249.92,249.92,115.29,0,33.79,33.36,0,37.38,0,72.17,0,18.23,16.28
(주)에스비에스콘텐츠허브,046140,2013/12,70.62,0,240.41,70.62,29.38,74.49,25.51,39.44,282.01,282.01,122.05,0,34.26,33.62,0,45.58,0,32.19,0,8.21,8.5
(주)에스비에스콘텐츠허브,046140,2014/12,75.83,0,313.76,75.83,24.17,70.5,29.5,34.28,266.13,266.13,122.57,0,41.84,40.41,0,47.34,0,39.48,0,11.65,12.98
(주)에스비에스콘텐츠허브,046140,2015/12,77.82,0,350.81,77.82,22.18,69.95,30.05,31.71,273.35,273.35,86.4,0,42.97,40.7,0,49.35,0,19.77,0,5.94,6.22
(주)에스비에스콘텐츠허브,046140,2016/12,82.04,0,456.88,82.04,17.96,65.11,34.89,27.58,254.53,254.53,76.29,0,53.59,49.51,0,49.81,0,10.18,0,3.55,3.31
(주)에스비에스콘텐츠허브,046140,2017/12,70.35,0,237.3,70.35,29.65,72.49,27.51,40.9,286.13,286.13,99.1,0,37.95,33.92,0,45.77,0,24.69,0,6.79,7.81
(주)에스비에스콘텐츠허브,046140,2018/12,72.11,0,258.5,72.11,27.89,72.71,27.29,38.36,276.22,276.22,134.46,0,37.53,35.9,0,46,0,7.15,0,1.95,2.98
(주)에스비에스콘텐츠허브,046140,2019/12,76.02,0,316.99,76.02,23.98,77.87,22.13,30.8,352.06,352.06,152.42,0,28.42,27.73,11.93,54.43,0.13,-28.12,-6311.45,-6.22,-8.61
(주)에스비에스콘텐츠허브,046140,2020/12,75.69,0,311.28,75.69,24.31,77.41,22.59,31.41,347.07,347.07,41.44,0,29.18,28.17,14.44,53.88,0.16,-34,-6163.3,-7.68,-10.71
(주)에스비에스콘텐츠허브,046140,2021/12,74.05,0,285.4,74.05,25.95,76.86,23.14,33.76,341.63,341.63,23.55,0,30.11,28.2,19.12,52.38,0.1,28.27,8150.97,6.54,8.51
(주)에스비에스콘텐츠허브,046140,2022/12,77.17,0,338.09,77.17,22.83,71.35,28.65,31.99,285.31,285.31,134.22,0,40.15,37.91,21.82,50.12,0.09,1.42,639.43,0.41,0.54
(주)에스비엠,037630,2011/12,86.78,11.75,656.29,76.58,13.22,87.72,12.28,15.07,1341.08,1183.49,39.76,17.02,14,7.38,0,80.31,4.56,183.47,562.9,22.54,30.21
(주)에스비엠,037630,2012/12,87.17,13.3,679.73,75.58,12.83,89.84,10.16,14.27,1365.54,1183.85,34.34,10.23,11.3,7.11,0,80.79,3.92,173.29,499.88,17.6,25.17
(주)에스씨디,042110,2011/12,41.63,20.11,71.33,33.26,58.37,81.8,18.2,71.35,267.16,213.44,62.73,105.4,22.25,19.05,0,26.05,3.72,11.44,68.31,2.08,2.02
(주)에스씨디,042110,2012/12,45.45,13.15,83.33,39.48,54.55,83.74,16.26,65.14,338.1,293.65,83.04,146.81,19.41,16.05,0,32.01,3.35,28.13,162.98,4.57,4.32
(주)에스씨디,042110,2013/12,49.62,14.09,98.51,42.63,50.38,83.2,16.8,60.55,406.72,349.43,55.6,143.01,20.19,14.66,0,37.42,0,48.81,0,8.2,7.01
(주)에스씨디,042110,2014/12,54.59,14.2,120.23,46.84,45.41,83.15,16.85,54.61,432.65,371.21,289.39,115.12,20.26,15.17,0,41.97,0,71.04,0,11.97,9.58
(주)에스씨디,042110,2015/12,60.42,14.83,152.66,51.46,39.58,79.79,20.21,49.6,359.79,306.43,30.03,135.84,25.33,21.05,0,43.63,0,67.31,0,13.6,12.39
(주)에스씨디,042110,2016/12,63.54,12.65,174.26,55.5,36.46,80.02,19.98,45.56,344.97,301.33,25.14,174.28,24.96,23.02,0,45.12,0,58.86,0,11.76,10.34
(주)에스씨디,042110,2017/12,59.77,16.44,148.59,49.94,40.23,81.35,18.65,49.45,420.85,351.65,40.02,110.29,22.92,17.46,0,45.57,0,5.14,0,0.96,0.79
(주)에스씨디,042110,2018/12,65.56,17.31,190.36,54.21,34.44,81.38,18.62,42.32,397.89,329.04,65.55,108.61,22.88,20.25,0,49.08,0,-20.07,0,-3.74,-2.97
(주)에스씨디,042110,2019/12,62.81,18.99,168.92,50.89,37.19,72.97,27.03,50.96,303.34,245.74,141.73,150.43,37.04,28.38,64.98,42.11,0.09,3.26,1353.17,0.88,0.69
(주)에스씨디,042110,2020/12,68.38,15.58,216.22,57.72,31.62,66.26,33.74,47.72,248.32,209.63,121.12,226.14,50.91,41.55,34.68,40.84,0.19,14.44,3846.01,4.87,4.03
(주)에스씨디,042110,2021/12,69.77,18.42,230.83,56.92,30.23,66.61,33.39,45.38,249.8,203.79,111.14,161.75,50.13,41.93,44.06,41.84,0.15,12.79,4200.15,4.27,3.49
(주)에스씨디,042110,2022/12,73.67,18.51,279.74,60.03,26.33,69.23,30.77,38.04,240.13,195.68,112.34,133.19,44.45,44.31,63.93,42.99,0.09,12.97,6687.14,3.99,3.06
(주)에스아이리소스,065420,2011/12,25.74,27.07,34.66,18.77,74.26,80.73,19.27,91.99,155.72,113.57,10.1,34.98,23.88,20.48,0,9.21,3.06,16.1,125.58,3.1,6.16
(주)에스아이리소스,065420,2012/12,23.11,25.95,30.06,17.11,76.89,78.05,21.95,98.51,312.43,231.37,71.65,44.9,28.12,9.48,15.89,15.71,18.1,7.96,12.37,1.75,2.79
(주)에스아이리소스,065420,2013/12,21.92,24.46,28.08,16.56,78.08,78.74,21.26,99.16,241.24,182.24,46.32,51.15,27,11.54,28.63,12.84,17.68,-7.78,-11.87,-1.65,-2.68
(주)에스아이리소스,065420,2014/12,38.57,11.23,62.79,34.24,61.43,73.14,26.86,83.99,143.68,127.55,10.98,25.86,36.72,36.7,0,11.73,26.65,3.89,5.36,1.05,1.34
(주)에스아이리소스,065420,2015/12,77.57,10.3,345.75,69.58,22.43,93.08,6.92,24.1,1391.44,1248.1,1228.23,1.57,7.43,5.99,0,71.99,0,400.99,0,27.73,23.96
(주)에스아이리소스,065420,2016/12,33.35,0.21,50.03,33.28,66.65,81.71,18.29,81.57,1160.84,1158.41,642.34,3407.69,22.39,3.52,0,30.48,0,139.65,0,25.55,26.18
(주)에스아이리소스,065420,2017/12,54.82,0.1,121.35,54.77,45.18,82.06,17.94,55.05,395.3,394.92,211.08,0,21.86,16.9,0,40.95,12.71,-52.1,-89.63,-9.35,-9.85
(주)에스아이리소스,065420,2018/12,53.93,14.37,117.06,46.18,46.07,79.22,20.78,58.16,325.93,279.08,48.93,0,26.24,20.89,0,37.38,11.67,-37.75,-84.88,-7.85,-16.08
(주)에스아이리소스,065420,2019/12,59.83,5.6,148.95,56.48,40.17,88.26,11.74,45.51,519.97,490.85,421.73,0,13.3,13.04,97.38,48.32,9.06,-106.93,-157.03,-12.55,-12.76
(주)에스아이리소스,065420,2020/12,54.16,20.59,118.14,43.01,45.84,87.61,12.39,52.32,482.46,383.13,113.7,0,14.14,12.81,87.08,42.93,9.64,-151.74,-222.51,-18.79,-21.5
(주)에스아이리소스,065420,2021/12,63.22,35.86,171.91,40.55,36.78,91.48,8.52,40.2,761.56,488.45,160.34,10.34,9.32,9.08,94.97,54.92,3.62,-110.98,-286.06,-9.46,-9.09
(주)에스아이리소스,065420,2022/12,61.64,58.6,160.7,25.52,38.36,88.08,11.92,43.55,1009.44,417.91,72.32,0.49,13.54,6.93,31.94,55.53,9.61,-80.31,-113.18,-9.58,-40.7
(주)에스앤더블류,103230,2011/12,44.62,61.46,80.59,17.2,55.38,54.42,45.58,101.75,111.3,42.9,2.54,16.47,83.74,73.67,98.12,4.53,25.53,0.05,0.15,0.02,0.02
(주)에스앤더블류,103230,2012/12,38.65,49.5,63,19.52,61.35,64.13,35.87,95.67,125.16,63.2,12.92,15.34,55.94,48.15,99.77,7.77,40.33,20.04,27.8,7.19,8.75
(주)에스앤더블류,103230,2013/12,33.33,55.43,50,14.86,66.67,71.27,28.73,93.54,155.52,69.32,13.31,23.39,40.31,30.07,97.47,11.9,21.4,53.04,99.89,15.24,23.76
(주)에스앤더블류,103230,2014/12,32.02,60.35,47.1,12.69,67.98,71.63,28.37,94.9,236.73,93.85,20.33,33.98,39.6,18.88,32.6,18.49,14.14,41.79,117,11.85,17.96
(주)에스앤더블류,103230,2015/12,38.59,42.47,62.84,22.2,61.41,79.26,20.74,77.48,345.82,198.96,114.97,27.37,26.16,14.08,87.37,27.43,2.37,41.44,458.13,8.59,12.74
(주)에스앤더블류,103230,2016/12,40.95,42.5,69.36,23.55,59.05,80.12,19.88,73.7,393.39,226.22,59.02,33.41,24.81,12.99,0,30.54,2.24,20.11,222.7,4,6.65
(주)에스앤더블류,103230,2017/12,38.78,44.62,63.34,21.48,61.22,81.76,18.24,74.88,481.44,266.63,31.99,31.94,22.31,9.85,0,30.72,0,-6.27,0,-1.14,-2.24
(주)에스앤더블류,103230,2018/12,33.07,49.1,49.41,16.83,66.93,72.97,27.03,91.72,344.72,175.46,69.45,39.13,37.04,13.15,0,23.48,0,-16.35,0,-4.42,-8.46
(주)에스앤더블류,103230,2019/12,30.37,62.02,43.62,11.54,69.63,70.1,29.9,99.33,290.13,110.19,8.99,30.57,42.66,14.93,0,19.9,0.97,-17.95,-787.19,-5.37,-8.28
(주)에스앤더블류,103230,2020/12,28.95,66.22,40.74,9.78,71.05,74.9,25.1,94.87,265.75,89.76,8.78,15.13,33.52,14.54,22.8,18.05,4.5,-17.23,-128.34,-4.33,-6.85
(주)에스앤더블류,103230,2021/12,31.79,64.97,46.61,11.14,68.21,72.74,27.26,93.77,315.48,110.5,14.44,29.63,37.47,13.85,9.64,21.71,8.57,-11.09,-48.5,-3.02,-5.37
(주)에스앤더블류,103230,2022/12,61.91,27.71,162.56,44.76,38.09,68.55,31.45,55.56,286.32,206.98,37.89,29.17,45.87,31.54,98.14,40.29,7.26,6.79,42.94,2.14,3.68
(주)에스앤디,260970,2011/12,,,,,,,,,,,,,,,,,,,,,
(주)에스앤디,260970,2012/12,,,,,,,,,,,,,,,,,,,,,
(주)에스앤디,260970,2013/12,,,,,,,,,,,,,,,,,,,,,
(주)에스앤디,260970,2014/12,,,,,,,,,,,,,,,,,,,,,
(주)에스앤디,260970,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)에스앤디,260970,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)에스앤디,260970,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)에스앤디,260970,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)에스앤디,260970,2019/12,,,,,,,,,,,,,,,,,,,,,
(주)에스앤디,260970,2020/12,74.47,17.81,291.64,61.2,25.53,74.7,25.3,34.18,308.76,253.77,154.28,123.13,33.86,32.29,87.48,50.35,1.19,61.79,1763.7,15.63,12.51
(주)에스앤디,260970,2021/12,85.07,7.79,569.78,78.44,14.93,82.87,17.13,18.02,500.98,461.95,85.59,176.72,20.67,20.49,55.5,68.09,0.16,57.42,7525.39,9.83,13.33
(주)에스앤디,260970,2022/12,81.82,10.21,450.06,73.46,18.18,83.68,16.32,21.73,514.63,462.07,59.47,146.15,19.5,19,41.58,65.92,0.38,57.69,2995.91,9.41,11.99
(주)에스앤에스텍,101490,2011/12,29.46,20.99,41.77,23.28,70.54,55.76,44.24,126.5,126.4,99.87,29.59,36.09,79.34,41.8,47.89,6.15,64.41,20.55,25.32,9.09,20.46
(주)에스앤에스텍,101490,2012/12,33.57,19.83,50.53,26.91,66.43,59.25,40.75,112.12,201.68,161.68,86.66,16.18,68.77,28.09,35.51,16.92,58.4,19.96,23.5,8.13,19.78
(주)에스앤에스텍,101490,2013/12,30.13,16.89,43.12,25.04,69.87,57.6,42.4,121.3,119.64,99.43,46.6,40.03,73.6,43.72,57.53,4.94,62.55,29.26,34.43,12.41,26.71
(주)에스앤에스텍,101490,2014/12,29.46,20.25,41.77,23.5,70.54,56.72,43.28,124.37,138.14,110.17,47.05,17.1,76.31,37.6,47.94,8.13,65.55,34.39,40.03,14.88,28.73
(주)에스앤에스텍,101490,2015/12,39.32,21.45,64.81,30.89,60.68,68.09,31.91,89.11,165.57,130.05,84.78,43.03,46.86,34.88,77.41,15.57,33.61,40.01,55.79,12.77,24.01
(주)에스앤에스텍,101490,2016/12,26.26,23.9,35.61,19.98,73.74,62.12,37.88,118.71,131.06,99.74,29.01,38.31,60.99,32.26,36.65,6.22,37.57,29.45,47.8,11.16,24.99
(주)에스앤에스텍,101490,2017/12,28.87,23.71,40.59,22.03,71.13,64.78,35.22,109.8,192.9,147.16,79.12,28.01,54.37,23.11,39.14,13.91,43.04,26.04,32.9,9.17,20.58
(주)에스앤에스텍,101490,2018/12,33.6,24.86,50.61,25.25,66.4,64.35,35.65,103.19,146.21,109.87,58.82,46.31,55.41,35.72,49.84,10.62,29.76,24.73,46.05,8.82,17.89
(주)에스앤에스텍,101490,2019/12,39.4,27.02,65.03,28.76,60.6,65.34,34.66,92.74,149.72,109.27,50.86,55.41,53.05,40.28,77.6,13.09,34.59,22.4,34.36,7.76,12.46
(주)에스앤에스텍,101490,2020/12,45.08,25.45,82.09,33.61,54.92,88.46,11.54,62.08,545.61,406.76,135.42,19.6,13.04,9.34,96.92,36.82,4.85,36.76,98.82,4.24,9.03
(주)에스앤에스텍,101490,2021/12,46.11,18.51,85.56,37.58,53.89,88.47,11.53,60.91,533.09,434.42,301.12,54.99,13.03,9.78,95.54,37.46,2.46,68.21,361.42,7.86,15.74
(주)에스앤에스텍,101490,2022/12,40.06,20.83,66.82,31.71,59.94,84.48,15.52,70.96,306.84,242.93,150.29,61.16,18.37,15.45,97.81,27,5.15,69.92,249.61,10.85,20.01
(주)에스에너지,095910,2011/12,71.4,7.36,249.7,66.15,28.6,45.77,54.23,62.47,184.29,170.72,45.63,363.54,118.46,84.65,38.67,32.66,53.67,1.05,2.32,0.57,0.4
(주)에스에너지,095910,2012/12,77.28,3.69,340.14,74.43,22.72,46.5,53.5,48.86,187.48,180.56,47.32,465.9,115.05,88.65,53.93,36.06,54.06,1.18,2.52,0.63,0.51
(주)에스에너지,095910,2013/12,67.23,14.29,205.13,57.62,32.77,51.71,48.29,63.38,217.35,186.29,83.78,72.6,93.39,59.81,53.62,36.3,64.18,8.98,13.07,4.34,2.72
(주)에스에너지,095910,2014/12,72.73,11.3,266.74,64.51,27.27,45.4,54.6,60.06,167.52,148.59,48.93,280.21,120.27,95.64,59.35,29.31,52.7,12.27,27.99,6.7,4.99
(주)에스에너지,095910,2015/12,71.72,12.99,253.64,62.4,28.28,39.99,60.01,70.71,167.39,145.64,36.73,265.26,150.06,107.14,44.7,28.87,71.74,3.23,6.75,1.94,1.43
(주)에스에너지,095910,2016/12,55.82,5.62,126.33,52.68,44.18,33.35,66.65,132.48,94.21,88.91,14.19,1333.06,199.84,177.65,68,-3.43,60.75,-3.42,-11.26,-2.28,-2.28
(주)에스에너지,095910,2017/12,71.9,2.97,255.9,69.77,28.1,44.14,55.86,63.65,158.08,153.39,23.78,865.03,126.55,103.04,70.64,26.42,71.18,-9.23,-16.4,-5.15,-5.91
(주)에스에너지,095910,2018/12,70.93,3.93,243.94,68.14,29.07,52.44,47.56,55.45,172.55,165.77,15.66,487.51,90.71,78.39,80.53,29.82,52.53,-6.34,-10.94,-3.01,-5.99
(주)에스에너지,095910,2019/12,68.73,5.53,219.79,64.93,31.27,52.01,47.99,60.13,182.65,172.55,16.12,347.08,92.28,72.35,63.64,31.1,49.93,4.82,8.9,2.31,3.12
(주)에스에너지,095910,2020/12,54.3,8.19,118.84,49.86,45.7,57.26,42.74,79.8,154.82,142.14,9.66,111,74.64,61.26,75.91,19.23,47.77,4.7,7.34,2.01,2.05
(주)에스에너지,095910,2021/12,59.15,6.92,144.79,55.05,40.85,44.01,55.99,92.83,123.79,115.22,15.34,384.98,127.23,108.57,78.69,11.37,45.82,7.95,22.07,4.45,4.85
(주)에스에너지,095910,2022/12,44.64,18.04,80.64,36.59,55.36,37.69,62.31,146.89,83.49,68.43,5.88,113.29,165.34,141.88,88.37,-8.83,102.29,0.16,0.25,0.1,0.12
(주)에스에스알,275630,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)에스에스알,275630,2018/12,84.28,0,536.12,84.28,15.72,83.24,16.76,18.89,508.67,508.67,86.39,0,20.14,19.9,0,67.71,5.57,2.58,9.32,0.43,0.93
(주)에스에스알,275630,2019/12,80.29,0,407.26,80.29,19.71,86.88,13.12,22.69,644.66,644.66,147.46,0,15.1,14.33,56.92,67.83,1.26,37.15,443.4,4.87,9.95
(주)에스에스알,275630,2020/12,81.59,0,443.13,81.59,18.41,90.54,9.46,20.34,986.14,986.14,354.48,0,10.45,9.14,56.5,73.31,0.78,92.49,1234.15,8.75,21.96
(주)에스에스알,275630,2021/12,84.43,0.07,542.2,84.37,15.57,90.7,9.3,17.17,1008.18,1007.47,447.77,1192.76,10.26,9.23,62,76.05,0.78,97.6,1283.04,9.08,24.02
(주)에스에스알,275630,2022/12,84.25,0.16,534.83,84.11,15.75,88.3,11.7,17.84,828.66,827.34,271.66,86.03,13.25,11.51,40.06,74.08,1.89,95.03,665.06,11.12,28.03
(주)에스에스컴텍,036500,2011/12,51.36,29.77,105.57,36.07,48.64,49.17,50.83,98.93,117.9,82.8,1.45,28.66,103.38,88.59,88.26,7.8,85.48,0.29,0.35,0.15,0.32
(주)에스에스컴텍,036500,2012/12,60.91,19.6,155.8,48.97,39.09,52.3,47.7,74.75,134.82,108.39,22.34,29.77,91.22,86.39,98.56,15.73,77.55,-5.11,-6.01,-2.44,-5.13
(주)에스에스컴텍,036500,2013/12,57.57,15.75,135.68,48.5,42.43,47.38,52.62,89.56,126.25,106.37,15.71,16.51,111.07,96.24,88.37,11.97,96.79,-20.71,-23.76,-10.9,-37.81
(주)에스에스컴텍,036500,2014/12,49.56,18.73,98.24,40.28,50.44,36.06,63.94,139.89,86.54,70.33,2.22,23.79,177.33,158.82,91.07,-7.71,156.02,-15.88,-18.05,-10.15,-35.27
(주)에스에스컴텍,036500,2015/12,68.75,13.5,219.97,59.47,31.25,39.72,60.28,78.68,128.46,111.12,11.19,71.68,151.77,134.74,88.79,15.23,97,-9.15,-14.32,-5.52,-10.56
(주)에스에스컴텍,036500,2016/12,72.46,22.9,263.05,55.86,27.54,0.19,99.81,14595.04,77.47,59.72,1.59,98.56,52886.96,49558.68,0,-21.07,28621.14,-64.56,-119.29,-64.44,-108.47
(주)에스에이엠지엔터테인먼트,419530,2014/12,,,,,,,,,,,,,,,,,,,,,
(주)에스에이엠지엔터테인먼트,419530,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)에스에이엠지엔터테인먼트,419530,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)에스에이엠지엔터테인먼트,419530,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)에스에이엠지엔터테인먼트,419530,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)에스에이엠지엔터테인먼트,419530,2019/12,,,,,,,,,,,,,,,,,,,,,
(주)에스에이엠지엔터테인먼트,419530,2020/12,63.56,0.17,174.44,63.45,36.44,0,136.4,0,139.47,139.24,25.46,0,0,0,15.26,17.99,0,0.95,1.45,1.3,1.78
(주)에스에이엠지엔터테인먼트,419530,2021/12,61.5,5.7,159.75,58,38.5,0,158.92,0,128.51,121.19,7.05,0,0,0,15.62,13.64,0,-2.35,-4.72,-3.73,-3.74
(주)에스에이엠지엔터테인먼트,419530,2022/12,70.13,21.31,234.84,55.19,29.87,62.3,37.7,47.94,208.96,164.43,89.36,38.22,60.51,53.87,76.78,36.57,25.83,-6.09,-14.26,-2.3,-2.57
(주)에스에이엠티,031330,2011/12,78.62,19.88,367.75,62.99,21.38,17.74,82.26,120.53,96.98,77.7,0.96,126.7,463.77,457.06,0,-2.45,331.64,-0.92,-1.28,-0.75,-0.18
(주)에스에이엠티,031330,2012/12,76.8,27.25,331.04,55.87,23.2,25.11,74.89,92.39,105.47,76.73,0.9,103.87,298.24,289.98,0,3.98,190.26,5.8,9.08,4.34,0.91
(주)에스에이엠티,031330,2013/12,78.27,30.92,360.22,54.07,21.73,30.22,69.78,71.9,114.45,79.06,8.13,74.01,230.91,226.31,0,9.88,142.18,12.27,19.93,8.56,1.92
(주)에스에이엠티,031330,2014/12,74.5,53.08,292.12,34.96,25.5,25.23,74.77,101.09,101.23,47.5,2.81,71.62,296.4,291.72,0,0.9,162.88,2.33,4.25,1.75,0.41
(주)에스에이엠티,031330,2015/12,74.6,35.63,293.76,48.02,25.4,38.76,61.24,65.52,124.31,80.02,0.47,94.23,158,154.83,0,14.59,84.16,6.6,12.38,4.04,0.86
(주)에스에이엠티,031330,2016/12,71.45,47.19,250.24,37.73,28.55,56.56,43.44,50.48,168.38,88.93,1,66.15,76.8,75.02,0,29.02,26.01,15.92,47,6.91,1.68
(주)에스에이엠티,031330,2017/12,74.17,36.05,287.2,47.43,25.83,63.53,36.47,40.65,210.97,134.91,5.53,77.19,57.4,55.34,0,39.01,18.49,12.41,38.52,4.53,0.95
(주)에스에이엠티,031330,2018/12,76.36,51.57,323.08,36.98,23.64,62.23,37.77,37.98,207.37,100.42,0.73,47.09,60.7,59.18,0,39.54,24.87,4.17,10.18,1.58,0.38
(주)에스에이엠티,031330,2019/12,72.43,28.76,262.7,51.6,27.57,80.16,19.84,34.4,365.32,260.24,6.36,33.71,24.75,24.73,99.91,52.6,11.26,48.27,106.14,9.58,1.89
(주)에스에이엠티,031330,2020/12,79.42,36.59,385.93,50.36,20.58,69.59,30.41,29.57,262.8,166.63,7.37,69.33,43.7,43.43,98.49,49.2,10.7,33.55,137,10.2,2.4
(주)에스에이엠티,031330,2021/12,83.64,39.34,511.19,50.74,16.36,55.82,44.18,29.31,193.54,117.4,1.67,54.62,79.15,77.42,0,40.42,34.5,-4.37,-10.04,-1.93,-0.45
(주)에스에이엠티,031330,2022/12,78.67,47.78,368.72,41.08,21.33,50.05,49.95,42.62,160.45,83.79,7.75,47.55,99.79,97.95,100,29.64,47.9,4,8.34,2,0.56
(주)에스에이티,158300,2011/12,85.03,3.43,568.04,82.12,14.97,38.61,61.39,38.77,144,139.06,58.45,1745.17,158.98,152.93,0,25.98,1.8,42.94,3793.67,26.36,13.8
(주)에스에이티,060540,2011/12,18.93,9.32,23.34,17.16,81.07,58.13,41.87,139.47,75.43,68.4,49.8,55.79,72.03,43.16,55.6,-6.16,64.85,-8.11,-9.01,-3.4,-25.02
(주)에스에이티,060540,2012/12,23.31,5.97,30.4,21.92,76.69,77.55,22.45,98.88,112.6,105.88,63.43,87.88,28.94,26.7,92.38,2.61,23.7,4.72,5.76,1.06,12.11
(주)에스에이티,158300,2012/12,71.9,6.63,255.91,67.13,28.1,44.2,55.8,63.57,152.44,142.33,6.64,696.16,126.25,106.72,61.68,24.74,31.82,-12.87,-51.07,-7.18,-7.59
(주)에스에이티,060540,2013/12,22.69,8.64,29.35,20.73,77.31,74.57,25.43,103.67,115.81,105.8,27.34,67.36,34.1,26.27,70.82,3.1,26.81,-0.29,-0.37,-0.07,-0.55
(주)에스에이티,158300,2013/12,70.71,11.72,241.46,62.43,29.29,41.1,58.9,71.26,139.63,123.26,41.84,526.58,143.31,123.22,0,20.07,12.81,-9.96,-111.43,-5.87,-4.68
(주)에스에이티,060540,2014/12,28.08,6.05,39.04,26.38,71.92,75.83,24.17,94.85,242.14,227.5,174.14,146.61,31.88,15.29,30.18,16.48,22.5,8.18,11.58,1.98,7.46
(주)에스에이티,158300,2014/12,69.23,2.89,224.99,67.23,30.77,43.79,56.21,70.27,155.2,150.72,27.59,1416.41,128.38,101.87,58.59,24.62,44.14,9.25,26.9,5.2,6.11
