회사명,거래소코드,회계년도,유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),비유동비율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),순운전자본비율(IFRS연결),차입금비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결)
(주)비엠티,086670,2012/12,50.69,62.45,102.8,19.04,49.31,57.37,42.63,85.95,191.65,71.97,16.95,16.24,74.3,46.1,55.45,24.24,58.74,14.78,18.7,6.3,10.32
(주)비엠티,086670,2013/12,57.73,47.01,136.56,30.59,42.27,56.6,43.4,74.68,156.62,83,32.44,20.73,76.67,65.11,83.01,20.87,59.09,3.25,4.22,1.41,2.56
(주)비엠티,086670,2014/12,56.71,46.37,131,30.41,43.29,58.7,41.3,73.75,161.65,86.69,23.2,24.3,70.37,59.77,82.57,21.63,54.16,2.59,3.37,1.07,1.72
(주)비엠티,086670,2015/12,56.84,39.14,131.71,34.59,43.16,60.66,39.34,71.15,163.35,99.41,25.78,10.94,64.86,57.37,87.9,22.04,56.84,6.3,7.19,2.48,4.25
(주)비엠티,086670,2016/12,57.37,38.37,134.59,35.36,42.63,58.62,41.38,72.72,140.86,86.81,33.28,20,70.6,69.48,98.45,16.64,58.95,11.77,14.09,4.87,11.17
(주)비엠티,086670,2017/12,55.49,44.64,124.67,30.72,44.51,59.2,40.8,75.19,136.37,75.49,11.76,19.4,68.93,68.74,0,14.8,54.9,19.13,24.02,7.81,11.93
(주)비엠티,086670,2018/12,57.85,49.17,137.23,29.4,42.15,60.18,39.82,70.04,153.21,77.88,10.79,17.96,66.16,62.74,94.1,20.09,51.2,3.5,4.52,1.39,1.99
(주)비엠티,086670,2019/12,59.72,48.87,148.29,30.54,40.28,59.9,40.1,67.24,173.24,88.58,4.9,19.27,66.95,57.55,82.68,25.25,51.52,5.47,7.11,2.19,3.46
(주)비엠티,086670,2020/12,54.67,47.35,120.58,28.78,45.33,49.45,50.55,91.68,152.39,80.23,12.67,18.99,102.22,72.54,65.5,18.79,84.31,8.94,10.84,4.52,7.46
(주)비엠티,086670,2021/12,53.87,44.12,116.78,30.1,46.13,43.48,56.52,106.08,165.52,92.5,33.76,16.31,129.96,74.84,51.54,21.32,106.4,1.01,1.23,0.57,0.98
(주)비엠티,086670,2022/12,52.39,53.37,110.06,24.43,47.61,44.71,55.29,106.48,156.81,73.12,3.59,19.89,123.67,74.74,51.3,18.98,95.75,-1.13,-1.47,-0.63,-1.05
(주)비올,335890,2019/12,,,,,,,,,,,,,,,,,,,,,
(주)비올,335890,2020/12,87.28,10.65,685.97,77.98,12.72,83.28,16.72,15.28,1043.82,932.67,77.46,5.03,20.07,10.04,32.01,78.92,14.76,-9.67,-13.15,-1.62,-3.15
(주)비올,335890,2021/12,88.3,10.97,754.36,78.61,11.7,88.69,11.31,13.2,858.04,763.93,200.15,17.92,12.76,11.6,51.67,78.01,2.39,112.11,599.62,12.68,20.64
(주)비올,335890,2022/12,92.63,10.54,1256.29,82.86,7.37,87.42,12.58,8.43,768.54,687.5,191.14,10.5,14.38,13.79,76.93,80.57,2.59,171.36,949.95,21.55,30.85
(주)비즈니스온커뮤니케이션,138580,2013/12,,,,,,,,,,,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,2014/12,,,,,,,,,,,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,2019/12,,,,,,,,,,,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,2020/12,55.25,0,123.46,55.25,44.75,86.95,13.05,51.47,447.54,447.54,91.76,0,15.01,14.2,89.72,42.9,0.7,73.98,1586.03,9.66,37.18
(주)비즈니스온커뮤니케이션,138580,2021/12,40.3,0,67.5,40.3,59.7,87.11,12.89,68.53,371.42,371.42,91.69,0,14.79,12.45,55.79,29.45,1.76,92.08,775.84,11.87,25.92
(주)비즈니스온커뮤니케이션,138580,2022/12,22.81,0,29.55,22.81,77.19,72.73,27.27,106.13,188.41,188.41,89.2,0,37.49,16.64,16.96,10.7,23.25,39.19,63.19,10.69,23.37
(주)비지에프에코머티리얼즈,126600,2011/12,,,,,,,,,,,,,,,,,,,,,
(주)비지에프에코머티리얼즈,126600,2012/12,,,,,,,,,,,,,,,,,,,,,
(주)비지에프에코머티리얼즈,126600,2013/12,71.62,28.58,252.35,51.15,28.38,70.33,29.67,40.35,474.38,338.78,66.95,49.08,42.19,21.47,8.15,56.52,22.08,55.51,106.03,16.47,11.87
(주)비지에프에코머티리얼즈,126600,2014/12,62.11,30.28,163.93,43.3,37.89,66.07,33.93,57.35,184.45,128.6,11.1,50.83,51.36,50.97,0,28.44,29.22,36.68,64.47,12.44,9.91
(주)비지에프에코머티리얼즈,126600,2015/12,67.14,18.89,204.34,54.46,32.86,71.47,28.53,45.98,356.85,289.45,18.52,52.18,39.92,26.33,44.86,48.33,23.86,33.63,56.26,9.6,8.88
(주)비지에프에코머티리얼즈,126600,2016/12,71.05,19.43,245.45,57.25,28.95,70.4,29.6,41.12,243.76,196.41,13.58,58.9,42.04,41.4,0,41.9,24.05,23.21,40.56,6.87,6.58
(주)비지에프에코머티리얼즈,126600,2017/12,75.13,22.81,302.06,57.99,24.87,68.97,31.03,36.06,246.38,190.19,31.66,74.72,44.99,44.21,0,44.64,20.41,12.19,26.86,3.78,3.99
(주)비지에프에코머티리얼즈,126600,2018/12,76.16,34.13,319.38,50.16,23.84,60.76,39.24,39.24,196.85,129.66,23.18,94.1,64.58,63.67,0,37.47,14.6,-3.81,-16.86,-1.5,-1.55
(주)비지에프에코머티리얼즈,126600,2019/12,75.86,28.43,314.22,54.29,24.14,69.76,30.24,34.61,258.7,185.15,48.6,65.6,43.35,42.03,0,46.54,13.03,9.27,30.82,2.8,2.4
(주)비지에프에코머티리얼즈,126600,2020/12,76.26,23.91,321.15,58.02,23.74,78.9,21.1,30.1,371.21,282.45,64.87,52.37,26.75,26.04,0,55.71,5.42,59.89,295.84,12.64,12.6
(주)비지에프에코머티리얼즈,126600,2021/12,84.58,17.21,548.71,70.03,15.42,50.9,49.1,30.29,174.25,144.25,103.56,36.74,96.48,95.38,99.64,36.04,50.66,9.95,18.95,4.89,7.37
(주)비지에프에코머티리얼즈,126600,2022/12,71.9,23.6,255.83,54.93,28.1,57.35,42.65,49.01,214.99,164.25,99.61,27.98,74.38,58.32,82.77,38.45,41.54,-0.07,-0.12,-0.03,-0.04
(주)비츠로셀,082920,2011/03,,,,,,,,,,,,,,,,,,,,,
(주)비츠로셀,082920,2012/03,,,,,,,,,,,,,,,,,,,,,
(주)비츠로셀,082920,2013/03,47.08,20.85,88.95,37.26,52.92,87.99,12.01,60.14,432.2,342.07,121.96,42.15,13.64,12.38,0,36.18,1.67,97.47,794.32,11.7,13.07
(주)비츠로셀,082920,2014/03,44.26,21.95,79.4,34.54,55.74,83.7,16.3,66.6,320.03,249.8,65.21,55.73,19.48,16.52,62.38,30.43,4.16,70.6,330.56,11.51,12.45
(주)비츠로셀,082920,2015/06,49.38,23.97,97.56,37.55,50.62,76.99,23.01,65.74,217.63,165.47,46.31,35.1,29.88,29.47,0,26.69,3.14,71.1,676.11,16.36,19.51
(주)비츠로셀,082920,2016/06,52.46,30.36,110.36,36.54,47.54,79.4,20.6,59.87,290.06,202,34.81,26.99,25.94,22.78,0,34.38,1.82,47.86,683.06,9.86,12.34
(주)비츠로셀,082920,2017/06,75.39,5.33,306.41,71.38,24.61,88.43,11.57,27.83,739.48,700.09,187.94,28.84,13.08,11.53,0,65.2,1.46,106.07,948.68,12.27,14.08
(주)비츠로셀,082920,2018/12,35.76,50.44,55.67,17.72,64.24,82.86,17.14,77.53,237.51,117.7,17.5,37.59,20.69,18.17,38.42,20.71,0.84,97.56,2393.88,16.73,21.58
(주)비츠로셀,082920,2019/12,43.96,35.79,78.45,28.23,56.04,86.27,13.73,64.96,391.29,251.24,58.04,17.87,15.92,13.02,74.75,32.73,1.21,96.59,1272.42,13.26,16.29
(주)비츠로셀,082920,2020/12,53.44,26.59,114.78,39.23,46.56,82.77,17.23,56.25,883.67,648.74,332.56,10.97,20.81,7.31,4.22,47.39,11.61,78.37,140.51,13.5,22.46
(주)비츠로셀,082920,2021/12,57.03,26.57,132.74,41.88,42.97,80.85,19.15,53.15,331.22,243.22,51.83,14.66,23.69,21.3,99.31,39.81,11.44,62.78,130.06,12.02,21.9
(주)비츠로셀,082920,2022/12,61.26,30.04,158.16,42.86,38.74,78.3,21.7,49.47,295.92,207.01,94.8,27.68,27.72,26.44,99.02,40.56,10.49,50.17,132.53,10.89,18.32
(주)비츠로시스,054220,2011/03,65.07,0.52,186.31,64.73,34.93,48.1,51.9,72.61,159.95,159.12,13.63,4626.87,107.89,84.58,65.43,24.39,62,-5.77,-10.03,-2.99,-2.42
(주)비츠로시스,054220,2012/03,70.35,0.33,237.22,70.12,29.65,45.6,54.4,65.04,139.53,139.07,10.47,10760.81,119.31,110.57,88.66,19.93,51.55,1.97,4.56,1.07,0.99
(주)비츠로시스,054220,2013/03,51.25,0.54,105.14,50.97,48.75,49.8,50.2,97.88,113.87,113.25,7.38,8414.45,100.8,90.38,80.52,6.24,35.83,11.16,31.4,5.6,5.7
(주)비츠로시스,054220,2014/03,49.46,1.04,97.88,48.95,50.54,44.39,55.61,113.84,92.47,91.51,0.49,3420.29,125.26,120.49,96.13,-4.03,70.4,-5.29,-9.42,-2.94,-4.2
(주)비츠로시스,054220,2015/03,47.33,1.25,89.88,46.74,52.67,42.01,57.99,125.38,84.48,83.42,2.08,2759,138.06,133.39,95.98,-8.7,57.84,-8.67,-20.69,-5.03,-8.42
(주)비츠로시스,054220,2016/03,,,,,,,,,,,,,,,,,,,,,
(주)비츠로시스,054220,2017/03,,,,,,,,,,,,,,,,,,,,,
(주)비츠로시스,054220,2018/03,,,,,,,,,,,,,,,,,,,,,
(주)비츠로시스,054220,2019/03,,,,,,,,,,,,,,,,,,,,,
(주)비츠로시스,054220,2020/03,,,,,,,,,,,,,,,,,,,,,
(주)비츠로시스,054220,2021/03,18.76,22.29,23.09,14.57,81.24,30.73,69.27,264.36,27.28,21.2,15.33,141.39,225.39,223.72,97.84,-50,77.36,-201.68,-587.62,-139.7,-515.76
(주)비츠로시스,054220,2022/03,,,,,,,,,,,,,,,,,,,,,
(주)비츠로테크,042370,2011/03,52.06,19.59,108.61,41.86,47.94,59.35,40.65,80.77,165.41,133,6.99,147.3,68.49,53.03,0,20.59,19.97,-15.62,-53.57,-6.35,-6.11
(주)비츠로테크,042370,2012/03,54.07,24.67,117.74,40.73,45.93,56.14,43.86,81.8,153.2,115.41,5.07,119.83,78.11,62.87,0,18.78,26.14,-1.51,-4.52,-0.66,-0.65
(주)비츠로테크,042370,2013/03,,,,,,,,,,,,,,,,,,,,,
(주)비츠로테크,042370,2014/03,,,,,,,,,,,,,,,,,,,,,
(주)비츠로테크,042370,2015/06,,,,,,,,,,,,,,,,,,,,,
(주)비츠로테크,042370,2016/06,,,,,,,,,,,,,,,,,,,,,
(주)비츠로테크,042370,2017/06,57.54,10.79,135.52,51.33,42.46,69.66,30.34,60.95,243.29,217.03,47.84,101.4,43.54,33.95,77.83,33.89,12.35,73.87,260.43,22.41,26.93
(주)비츠로테크,042370,2018/06,42.51,29.08,73.95,30.15,57.49,63.79,36.21,90.12,141.33,100.22,29.1,47.42,56.77,47.15,85.25,12.43,12.44,53.29,243.21,19.3,28.11
(주)비츠로테크,042370,2019/12,43.35,25.28,76.53,32.39,56.65,67.21,32.79,84.28,161.81,120.9,27.92,50.78,48.78,39.86,95.5,16.56,15.11,19.52,63.02,6.4,7.51
(주)비츠로테크,042370,2020/12,50.18,20.12,100.72,40.08,49.82,68.12,31.88,73.14,228.55,182.57,63.67,39.99,46.81,32.23,65.61,28.22,19.18,25.62,62.5,8.17,10.88
(주)비츠로테크,042370,2021/12,54.11,19.99,117.9,43.29,45.89,69.47,30.53,66.06,254.61,203.72,36.76,36.67,43.94,30.59,67.15,32.86,16.4,23.28,62.39,7.11,10
(주)비츠로테크,042370,2022/12,57.46,22.64,135.07,44.45,42.54,64.91,35.09,65.54,217.6,168.33,71.63,33.17,54.06,40.68,64.04,31.05,16.65,22.86,74.24,8.02,11.86
(주)비케이홀딩스,050090,2011/12,50,8.74,100,45.63,50,31.15,68.85,160.53,104.05,94.96,12.52,159.94,221.07,154.3,0,1.94,0,11.86,0,8.17,14.93
(주)비케이홀딩스,050090,2012/12,21.08,31.74,26.71,14.39,78.92,41.59,58.41,189.77,56.88,38.83,17.22,83.55,140.46,89.12,60.08,-15.98,110.4,10.06,12.79,5.87,10.88
(주)비케이홀딩스,050090,2013/12,21.22,32.36,26.94,14.36,78.78,42.72,57.28,184.42,56.57,38.27,4.08,80.52,134.1,87.83,62.69,-16.29,106.44,7.31,9.21,4.19,7.33
(주)비케이홀딩스,050090,2014/12,36.02,4.86,56.31,34.27,63.98,34.68,65.32,184.46,69.34,65.97,1.39,63.63,188.33,149.78,68.3,-15.93,102.6,7.14,13.11,4.67,28.55
(주)비케이홀딩스,050090,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)비케이홀딩스,050090,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)비케이홀딩스,050090,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)비케이홀딩스,050090,2018/12,75.66,9.51,310.81,68.46,24.34,83.07,16.93,29.3,1022.47,925.21,297.64,8.34,20.37,8.91,0,68.26,0,11.73,0,1.99,4.46
(주)비케이홀딩스,050090,2019/12,80.94,5.44,424.78,76.54,19.06,61.64,38.36,30.91,229.78,217.27,117.98,23.51,62.23,57.15,53.89,45.72,1.8,-5.89,-203.13,-2.26,-7.69
(주)비케이홀딩스,050090,2020/12,88.54,3.47,772.62,85.47,11.46,62.88,37.12,18.23,261.11,252.05,152.58,20.52,59.04,53.93,84.69,54.63,0.8,-8.88,-654.78,-3.3,-14.55
(주)비케이홀딩스,050090,2021/12,,,,,,,,,,,,,,,,,,,,,
(주)비케이홀딩스,050090,2022/12,,,,,,,,,,,,,,,,,,,,,
(주)비투엔,307870,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)비투엔,307870,2019/12,,,,,,,,,,,,,,,,,,,,,
(주)비투엔,307870,2020/12,,,,,,,,,,,,,,,,,,,,,
(주)비투엔,307870,2021/12,,,,,,,,,,,,,,,,,,,,,
(주)비투엔,307870,2022/12,,,,,,,,,,,,,,,,,,,,,
(주)비트나인,357880,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)비트나인,357880,2019/12,,,,,,,,,,,,,,,,,,,,,
(주)비트나인,357880,2020/12,74.95,0,299.18,74.95,25.05,0,157.56,0,52.97,52.97,41.29,0,0,0,89.57,-66.54,0,-16.49,-34.92,-25.98,-15.94
(주)비트나인,357880,2021/12,84.78,0,556.83,84.78,15.22,94.79,5.21,16.06,2105.55,2105.55,930.76,0,5.5,4.25,60.28,80.75,0.82,-122.98,-825.05,-6.41,-13.76
(주)비트나인,357880,2022/12,56.18,0,128.21,56.18,43.82,48.25,51.75,90.82,937.64,937.64,177.38,0,107.26,12.42,3.5,50.19,56.53,0.3,0.56,0.15,0.57
(주)비트컴퓨터,032850,2011/12,39.46,0.17,65.18,39.39,60.54,57.42,42.58,105.44,211.48,211.13,57.27,10452.56,74.16,32.5,11.11,20.8,41.61,13.36,23.82,5.69,10.07
(주)비트컴퓨터,032850,2012/12,37.56,1.31,60.15,37.07,62.44,56.08,43.92,111.35,177.15,174.84,30.31,1858.37,78.33,37.81,22.14,16.36,41.43,7.86,14.86,3.45,5.69
(주)비트컴퓨터,032850,2013/12,41.88,0.79,72.06,41.55,58.12,54.77,45.23,106.12,158.28,157.02,24.24,4354.99,82.58,48.31,25.77,15.42,35.93,5.75,13.22,2.6,4.03
(주)비트컴퓨터,032850,2014/12,40.38,0.04,67.72,40.36,59.62,60.78,39.22,98.1,180.07,179.99,49.34,60216.22,64.54,36.9,30.86,17.95,28.8,15.69,35.17,6.15,9.13
(주)비트컴퓨터,032850,2015/12,36.97,0.29,58.64,36.86,63.03,71.8,28.2,87.79,241.95,241.25,73.09,4452.63,39.27,21.28,35.79,21.69,19.27,30.58,62.32,8.62,11.56
(주)비트컴퓨터,032850,2016/12,34.79,0.06,53.35,34.77,65.21,76.41,23.59,85.34,223.91,223.79,64.28,21918.8,30.88,20.33,40,19.25,11.14,39.36,109.11,9.29,13.93
(주)비트컴퓨터,032850,2017/12,35.45,0.19,54.91,35.38,64.55,79.02,20.98,81.7,211.71,211.32,69.87,4485.57,26.56,21.19,66.67,18.7,6.29,41.01,173.08,8.61,14.47
(주)비트컴퓨터,032850,2018/12,34.89,3.71,53.59,33.6,65.11,75.05,24.95,86.76,169.15,162.87,14.7,448.14,33.25,27.49,0,14.26,2.11,13.74,216.2,3.43,5.86
(주)비트컴퓨터,032850,2019/12,36.54,2.36,57.59,35.68,63.46,78.49,21.51,80.85,262.34,256.14,24.54,525.38,27.41,17.75,35.39,22.61,10.76,5.39,13.73,1.16,1.94
(주)비트컴퓨터,032850,2020/12,29.84,1.74,42.52,29.32,70.16,77.48,22.52,90.55,205.82,202.24,85.87,501.19,29.06,18.71,40.47,15.34,10.85,41.8,111.96,9.41,17.81
(주)비트컴퓨터,032850,2021/12,36.23,0.2,56.82,36.16,63.77,82.22,17.78,77.56,317.58,316.96,95.91,1829.31,21.63,13.88,36.3,24.82,10.24,68.84,145.43,12.24,24.1
(주)비트컴퓨터,032850,2022/12,38.02,0.73,61.35,37.75,61.98,84.98,15.02,72.93,402.2,399.29,102.98,481.51,17.68,11.12,42.47,28.57,6.32,56.37,157.79,8.47,17.9
(주)비피도,238200,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)비피도,238200,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)비피도,238200,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)비피도,238200,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)비피도,238200,2019/12,37.6,17.47,60.25,31.03,62.4,95.96,4.04,65.03,1300.83,1073.57,155.37,13.24,4.21,3.01,58.51,34.71,0.3,135.87,1886.61,5.49,20.36
(주)비피도,238200,2020/12,74.75,7.66,296.11,69.03,25.25,86.93,13.07,29.04,582.17,537.59,78.87,11.44,15.03,14.77,51.11,61.91,0.52,33.7,968.92,4.4,18.24
(주)비피도,238200,2021/12,46.2,9.77,85.89,41.69,53.8,92.67,7.33,58.05,697.77,629.6,125.1,14.44,7.91,7.15,53.11,39.58,0.42,48.73,909.08,3.57,16.11
(주)비피도,238200,2022/12,43.41,8.41,76.72,39.76,56.59,95.54,4.46,59.23,1261.75,1155.68,44.89,7.31,4.66,3.6,48.95,39.97,0.77,79.9,483.66,3.56,13.42
(주)빅솔론,093190,2011/12,74.03,34.37,285.09,48.59,25.97,83.04,16.96,31.27,484.42,317.92,27.94,25.67,20.43,18.4,0,58.75,0,90.49,0,15.35,14.2
(주)빅솔론,093190,2012/12,75.1,26.67,301.68,55.08,24.9,86.47,13.53,28.79,589.03,431.95,53.66,25.63,15.65,14.75,0,62.35,1.01,71.2,1102.92,9.64,10.53
(주)빅솔론,093190,2013/12,76.72,25.5,329.61,57.16,23.28,85.63,14.37,27.18,579.57,431.77,40.88,24.14,16.78,15.46,0,63.49,0,72.53,0,10.42,12.43
(주)빅솔론,093190,2014/12,77.1,22.82,336.7,59.51,22.9,86.61,13.39,26.44,636.27,491.08,53.29,23.77,15.46,13.99,0,64.98,0,86.68,0,11.61,16.36
(주)빅솔론,093190,2015/12,70.36,25.17,237.33,52.65,29.64,87.52,12.48,33.87,628.59,470.39,51.1,22.03,14.26,12.79,0,59.16,0,64.75,0,8.08,12.32
(주)빅솔론,093190,2016/12,61.57,27.82,160.24,44.45,38.43,87.51,12.49,43.91,541.57,390.92,28.8,22.53,14.28,12.99,0,50.2,0,59.51,0,7.44,11.66
(주)빅솔론,093190,2017/12,74.39,21.43,290.4,58.44,25.61,85.71,14.29,29.88,545.32,428.44,273.45,22.91,16.67,15.91,0,60.74,0,36.73,0,5.25,9.48
(주)빅솔론,093190,2018/12,78.08,20.48,356.18,62.09,21.92,89.77,10.23,24.42,829.23,659.37,207.92,21.04,11.39,10.49,0,68.66,0,33.19,0,3.39,6.49
(주)빅솔론,093190,2019/12,73.17,22.96,272.67,56.37,26.83,89.54,10.46,29.97,917.27,706.67,162.6,19.33,11.68,8.91,52.35,65.19,1.57,49.21,365.7,5.15,9.96
(주)빅솔론,093190,2020/12,79.81,20.42,395.37,63.51,20.19,89.78,10.22,22.49,1026.89,817.17,395.66,16.85,11.39,8.66,60.99,72.04,1.2,80.95,768.15,8.28,18.32
(주)빅솔론,093190,2021/12,59.73,24.25,148.3,45.24,40.27,87.51,12.49,46.02,705.69,534.54,200.61,22.8,14.27,9.67,42.44,51.26,1.25,53.59,614,6.69,15.22
(주)빅솔론,093190,2022/12,57.08,36.6,132.99,36.19,42.92,84.42,15.58,50.84,476.37,302.03,80.56,18.29,18.45,14.19,0.34,45.1,1.85,41.44,413.32,6.45,11.66
(주)빅텍,065450,2011/12,,,,,,,,,,,,,,,,,,,,,
(주)빅텍,065450,2012/12,,,,,,,,,,,,,,,,,,,,,
(주)빅텍,065450,2013/12,,,,,,,,,,,,,,,,,,,,,
(주)빅텍,065450,2014/12,,,,,,,,,,,,,,,,,,,,,
(주)빅텍,065450,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)빅텍,065450,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)빅텍,065450,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)빅텍,065450,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)빅텍,065450,2019/12,,,,,,,,,,,,,,,,,,,,,
(주)빅텍,065450,2020/12,,,,,,,,,,,,,,,,,,,,,
(주)빅텍,065450,2021/12,,,,,,,,,,,,,,,,,,,,,
(주)빅텍,065450,2022/12,,,,,,,,,,,,,,,,,,,,,
(주)사람인에이치알,143240,2011/12,,,,,,,,,,,,,,,,,,,,,
(주)사람인에이치알,143240,2012/12,,,,,,,,,,,,,,,,,,,,,
(주)사람인에이치알,143240,2013/12,,,,,,,,,,,,,,,,,,,,,
(주)사람인에이치알,143240,2014/12,74.47,0,291.64,74.47,25.53,90.53,9.47,28.2,786.75,786.75,76.68,0,10.45,10.45,0,65,0.67,72.5,1124.49,6.86,8.19
(주)사람인에이치알,143240,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)사람인에이치알,143240,2016/12,36.05,0,56.38,36.05,63.95,88.9,11.1,71.93,324.86,324.86,191.93,0,12.48,12.48,0,24.95,0,142.94,0,15.86,17.85
(주)사람인에이치알,143240,2017/12,41.38,0,70.59,41.38,58.62,77.44,22.56,75.69,183.45,183.45,36.9,0,29.12,29.12,0,18.82,0,65.84,0,14.85,17.85
(주)사람인에이치알,143240,2018/12,45.58,0,83.75,45.58,54.42,85.77,14.23,63.45,322.68,322.68,74.95,0,16.59,16.47,0,31.45,0,85.97,0,12.23,14.83
(주)사람인에이치알,143240,2019/12,55.41,0,124.28,55.41,44.59,85.15,14.85,52.37,381.26,381.26,28.37,0,17.45,17.07,57.48,40.88,0.66,100.31,2663.78,14.9,20.81
(주)사람인에이치알,143240,2020/12,57.51,0,135.34,57.51,42.49,85.92,14.08,49.46,440.82,440.82,67.18,0,16.39,15.18,59.64,44.46,0.62,124.2,3263.91,17.49,26.43
(주)사람인에이치알,143240,2021/12,28.79,0,40.44,28.79,71.21,78.42,21.58,90.8,135.4,135.4,26.47,0,27.51,27.12,94.99,7.53,6.66,105.44,435.76,22.75,34.14
(주)사람인에이치알,143240,2022/12,32.09,0,47.24,32.09,67.91,82.13,17.87,82.69,196.93,196.93,54.72,0,21.76,19.84,40.18,15.79,2.76,108.49,855.11,19.39,27.36
(주)산돌,419120,2020/12,,,,,,,,,,,,,,,,,,,,,
(주)산돌,419120,2021/12,32.69,0.44,48.56,32.54,67.31,59.65,40.35,112.85,154.59,153.9,120.43,0,67.65,35.45,0,11.54,31.85,38.74,82.28,15.63,41.06
(주)산돌,419120,2022/12,55.88,0.08,126.67,55.84,44.12,83.58,16.42,52.78,774.28,773.7,136.91,0,19.65,8.64,0,48.67,10.7,57.12,104.85,9.38,34.28
(주)삼기,122350,2011/12,,,,,,,,,,,,,,,,,,,,,
(주)삼기,122350,2012/12,19.57,33.48,24.34,13.02,80.43,37.81,62.19,212.71,37.24,24.77,0.05,72.5,164.47,139,81.49,-32.98,122.51,21.62,29.03,13.45,12.09
(주)삼기,122350,2013/12,22.65,32.62,29.28,15.26,77.35,37.19,62.81,207.99,51.04,34.39,0.37,64.93,168.9,119.33,63.14,-21.73,125.55,17.24,23.19,10.83,10.93
(주)삼기,122350,2014/12,22.98,30.53,29.83,15.96,77.02,35.84,64.16,214.93,55.64,38.65,6.37,50.03,179.04,115.22,60.56,-18.32,148.79,17.11,20.59,10.98,11.12
(주)삼기,122350,2015/12,21.79,29.21,27.87,15.43,78.21,35.95,64.05,217.52,64.68,45.79,0.89,64.17,178.14,93.71,43.63,-11.9,146.5,17.13,20.83,10.97,11.35
(주)삼기,122350,2016/12,20.79,24.25,26.25,15.75,79.21,36.24,63.76,218.57,57.97,43.91,2.35,107.22,175.94,98.96,46.67,-15.07,141.1,20.18,25.16,12.87,13.03
(주)삼기,122350,2017/12,24.22,23.5,31.96,18.53,75.78,35.25,64.75,214.99,46.3,35.42,6.25,86.24,183.69,148.37,78.78,-28.08,149.01,17.34,21.38,11.23,12.95
(주)삼기,122350,2018/12,26.29,21.6,35.67,20.61,73.71,33.7,66.3,218.7,48.37,37.92,8.35,81.53,196.71,161.26,81.48,-28.06,164.76,11.01,13.14,7.3,10.49
(주)삼기,122350,2019/12,28.16,26.17,39.2,20.79,71.84,32.01,67.99,224.42,61.96,45.75,4.43,121.39,212.4,141.98,60.84,-17.29,166.97,11.05,14.06,7.51,10.58
(주)삼기,122350,2020/12,35.57,19.15,55.2,28.76,64.43,26.26,73.74,245.41,68.13,55.09,5.96,180.66,280.88,198.84,63.18,-16.64,208.6,8.32,11.2,6.13,8.29
(주)삼기,122350,2021/12,38.23,28.21,61.9,27.45,61.77,28.82,71.18,214.36,78.42,56.3,6.2,115.6,247.04,169.19,63.14,-10.52,174.13,7.05,10,5.02,4.71
(주)삼기,122350,2022/12,43.56,33.91,77.18,28.79,56.44,25.18,74.82,224.13,87.76,57.99,8.36,90.09,297.11,197.12,58.62,-6.08,205.96,9.35,13.49,7,6.39
(주)삼기이브이,419050,2021/12,,,,,,,,,,,,,,,,,,,,,
(주)삼기이브이,419050,2022/12,,,,,,,,,,,,,,,,,,,,,
(주)삼보판지,023600,2011/12,25.37,30.73,34,17.58,74.63,55.69,44.31,133.99,82.25,56.98,7.33,56.7,79.55,55.39,84.84,-5.48,50.58,7.03,11.06,3.12,5.11
(주)삼보판지,023600,2012/12,22.41,29.71,28.88,15.75,77.59,57.43,42.57,135.11,86.04,60.47,8.49,31.7,74.13,45.35,73.52,-3.64,49.47,14.41,21.6,6.14,10.91
