회사명,거래소코드,회계년도,총자본회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결)
(주)삼양엔텍,008720,2013/12,,,,,,,,,,
(주)삼양제넥스,003940,2011/12,0.85,1.25,2.62,0,1.41,1.95,5.08,9.61,3.18,0.96
(주)삼양제넥스,003940,2012/12,0.85,1.29,2.47,57.28,1.41,1.98,4.86,9.31,3.24,0.94
(주)삼양제넥스,003940,2013/12,0.69,1.02,2.09,19.17,1.14,1.52,4.65,8.58,2.44,0.78
(주)삼양제넥스,003940,2014/12,0.8,1.16,2.64,17.68,1.36,1.73,6.34,12.75,2.56,0.95
(주)삼양패키징,272550,2014/12,,,,,,,,,,
(주)삼양패키징,272550,2015/12,,,,,,,,,,
(주)삼양패키징,272550,2016/12,,,,,,,,,,
(주)삼양패키징,272550,2017/12,,,,,,,,,,
(주)삼양패키징,272550,2018/12,,,,,,,,,,
(주)삼양패키징,272550,2019/12,,,,,,,,,,
(주)삼양패키징,272550,2020/12,,,,,,,,,,
(주)삼양패키징,272550,2021/12,,,,,,,,,,
(주)삼양패키징,272550,2022/12,0.63,1.13,1.45,32.19,2.3,2.73,14.47,6.22,1.52,1.58
(주)삼양홀딩스,000070,2011/12,0.55,0.84,1.62,11.32,1.42,1.93,5.41,6.35,1.71,0.87
(주)삼양홀딩스,000070,2012/12,0.8,1.26,2.23,17.11,2.05,2.81,7.51,10.78,2.48,1.28
(주)삼양홀딩스,000070,2013/12,0.87,1.4,2.3,15.35,2.15,2.96,7.9,11.26,2.46,1.33
(주)삼양홀딩스,000070,2014/12,0.82,1.34,2.13,15.12,2.09,2.81,8.15,11.25,2.3,1.3
(주)삼양홀딩스,000070,2015/12,0.74,1.26,1.8,16.08,2.02,2.7,8.1,10.28,2.04,1.28
(주)삼양홀딩스,000070,2016/12,0.74,1.27,1.78,13.73,2.12,2.79,8.85,9.49,1.99,1.33
(주)삼양홀딩스,000070,2017/12,0.75,1.27,1.81,11.9,2.1,2.77,8.73,8.99,2.02,1.35
(주)삼양홀딩스,000070,2018/12,0.78,1.3,1.94,13.1,2.34,3.27,8.25,9.2,2.02,1.51
(주)삼양홀딩스,000070,2019/12,0.72,1.23,1.73,13.34,2.15,2.98,7.72,9.08,1.82,1.42
(주)삼양홀딩스,000070,2020/12,0.66,1.18,1.5,13.55,1.81,2.36,7.73,9.05,1.72,1.25
(주)삼양홀딩스,000070,2021/12,0.74,1.36,1.65,14.93,1.99,2.71,7.46,10.14,2.02,1.29
(주)삼양홀딩스,000070,2022/12,0.74,1.34,1.63,16.26,1.95,2.8,6.43,9.81,2.05,1.29
(주)삼원강재,023000,2011/12,,,,,,,,,,
(주)삼원강재,023000,2012/12,,,,,,,,,,
(주)삼원강재,023000,2013/12,,,,,,,,,,
(주)삼원강재,023000,2014/12,,,,,,,,,,
(주)삼원강재,023000,2015/12,,,,,,,,,,
(주)삼원강재,023000,2016/12,,,,,,,,,,
(주)삼원강재,023000,2017/12,,,,,,,,,,
(주)삼원강재,023000,2018/12,,,,,,,,,,
(주)삼원강재,023000,2019/12,,,,,,,,,,
(주)삼원강재,023000,2020/12,,,,,,,,,,
(주)삼원강재,023000,2021/12,,,,,,,,,,
(주)삼원강재,023000,2022/12,,,,,,,,,,
(주)삼익악기,002450,2011/12,0.49,1.13,0.87,7.5,1.19,2.65,2.16,4.97,2.71,0.53
(주)삼익악기,002450,2012/12,0.46,1.08,0.81,9.3,1.13,2.45,2.11,5.21,2.61,0.5
(주)삼익악기,002450,2013/12,0.47,0.97,0.93,12.04,0.85,1.38,2.22,6.76,2.9,0.49
(주)삼익악기,002450,2014/12,0.43,0.79,0.94,12.9,0.7,1.03,2.14,8.08,2.91,0.46
(주)삼익악기,002450,2015/12,0.41,0.75,0.9,14.02,0.81,1.29,2.2,7.7,2.72,0.51
(주)삼익악기,002450,2016/12,0.51,0.94,1.1,18.06,1.09,1.88,2.59,9.51,3.17,0.65
(주)삼익악기,002450,2017/12,0.52,1.22,0.9,13.84,1.48,2.87,3.05,9.55,1.85,0.76
(주)삼익악기,002450,2018/12,0.4,1.15,0.62,9.61,1.46,3.09,2.78,7.14,1.07,0.65
(주)삼익악기,002450,2019/12,0.44,1.22,0.69,11.03,1.57,3.69,2.72,7.8,1.13,0.75
(주)삼익악기,002450,2020/12,0.4,1.11,0.63,10.81,1.3,2.63,2.56,7.2,1.08,0.64
(주)삼익악기,002450,2021/12,0.49,1.24,0.81,11.03,1.23,1.98,3.26,7.77,1.33,0.64
(주)삼익악기,002450,2022/12,0.59,1.27,1.1,9.25,1.35,2.12,3.69,8.05,1.52,0.79
(주)삼일씨엔에스,004440,2011/12,,,,,,,,,,
(주)삼일씨엔에스,004440,2012/12,,,,,,,,,,
(주)삼일씨엔에스,004440,2013/12,,,,,,,,,,
(주)삼일씨엔에스,004440,2014/12,,,,,,,,,,
(주)삼일씨엔에스,004440,2015/12,,,,,,,,,,
(주)삼일씨엔에스,004440,2016/12,,,,,,,,,,
(주)삼일씨엔에스,004440,2017/12,,,,,,,,,,
(주)삼일씨엔에스,004440,2018/12,,,,,,,,,,
(주)삼일씨엔에스,004440,2019/12,,,,,,,,,,
(주)삼일씨엔에스,004440,2020/12,,,,,,,,,,
(주)삼일씨엔에스,004440,2021/12,0.64,0.82,3.03,9.96,1.77,2.72,5.09,6.09,1.18,1.24
(주)삼일씨엔에스,004440,2022/12,0.63,0.88,2.24,12.68,1.58,2.28,5.16,6.52,1.24,1.07
(주)삼천리,004690,2011/12,1.32,2.64,2.62,5.76,3.64,3.66,621.6,6.43,2.45,2.04
(주)삼천리,004690,2012/12,1.32,3,2.37,4.68,3.44,3.45,771.12,6.22,2.66,1.84
(주)삼천리,004690,2013/12,1.32,3.1,2.31,5.04,3.55,3.56,798.31,6.15,2.72,1.95
(주)삼천리,004690,2014/12,1.17,2.99,1.93,6.43,3.48,3.5,809.77,5.89,2.1,2.03
(주)삼천리,004690,2015/12,1.02,2.75,1.62,7.1,3.33,3.35,722.07,6.14,1.64,1.91
(주)삼천리,004690,2016/12,0.85,2.26,1.35,6.29,2.75,2.8,158.05,6.5,1.37,1.61
(주)삼천리,004690,2017/12,0.89,2.42,1.41,6.17,2.76,2.82,133.2,6.99,1.48,1.61
(주)삼천리,004690,2018/12,0.93,2.54,1.48,6.53,2.93,3.04,82.46,6.98,1.54,1.72
(주)삼천리,004690,2019/12,0.91,2.51,1.43,6.3,2.78,2.89,71.7,7.2,1.55,1.64
(주)삼천리,004690,2020/12,0.83,2.31,1.29,6.75,2.5,2.55,132.11,7.19,1.46,1.5
(주)삼천리,004690,2021/12,0.93,2.64,1.43,6.96,2.68,2.72,209.01,7.51,1.71,1.69
(주)삼천리,004690,2022/12,1.25,3.86,1.85,5.88,3.03,3.09,141.2,7.43,2.59,1.72
(주)서연,007860,2011/12,1.39,3.51,2.29,4.89,2.52,2.91,18.8,4.9,3.83,1.3
(주)서연,007860,2012/12,1.61,4.51,2.5,6.2,3.05,3.64,18.86,5.79,4.54,1.53
(주)서연,007860,2013/12,1.8,5.1,2.78,7.22,3.29,3.87,21.99,6.67,5.01,1.68
(주)서연,007860,2014/12,0.94,2.53,1.51,3.82,1.67,1.95,11.79,3.44,2.59,0.87
(주)서연,007860,2015/12,1.26,3.28,2.05,5.7,2.37,2.77,16.23,4.95,3.29,1.2
(주)서연,007860,2016/12,1.15,3.11,1.83,6.09,2.27,2.69,14.66,5.05,2.93,1.13
(주)서연,007860,2017/12,1.02,2.81,1.61,5.99,2.03,2.42,12.64,5.21,2.59,1
(주)서연,007860,2018/12,1.04,2.93,1.62,5.72,2.18,2.65,12.2,5.17,2.49,1.04
(주)서연,007860,2019/12,0.9,2.51,1.4,4.32,2.04,2.46,11.88,4.21,1.91,0.94
(주)서연,007860,2020/12,1.02,2.74,1.64,4.91,2.41,2.81,16.73,5.57,2.04,1.11
(주)서연,007860,2021/12,1.16,2.86,1.94,5.89,2.69,3.19,17.15,6.35,2.3,1.28
(주)서연,007860,2022/12,1.46,3.4,2.55,6.94,3.15,3.78,18.97,7.23,3.11,1.57
(주)서연이화,200880,2014/12,,,,,,,,,,
(주)서연이화,200880,2015/12,1.34,3.74,2.1,5.99,2.41,2.69,23.14,5.28,3.71,1.19
(주)서연이화,200880,2016/12,1.37,3.72,2.17,6.25,2.47,2.78,22.57,5.53,3.82,1.23
(주)서연이화,200880,2017/12,1.13,2.97,1.81,5.51,2.01,2.26,18.65,5.43,3.2,1
(주)서연이화,200880,2018/12,1.1,2.85,1.8,5.35,2.06,2.32,17.86,5.35,2.9,1.02
(주)서연이화,200880,2019/12,1.12,3.07,1.77,5.01,2.41,2.77,18.27,5.13,2.54,1.14
(주)서연이화,200880,2020/12,1.08,3.13,1.66,4.78,2.45,2.84,17.91,5.45,2.32,1.13
(주)서연이화,200880,2021/12,1.21,3.28,1.93,5.59,2.76,3.26,17.95,6.27,2.58,1.3
(주)서연이화,200880,2022/12,1.53,3.91,2.51,6.66,3.27,3.9,20.29,7.42,3.44,1.58
(주)서원,021050,2011/12,1.98,5.07,3.25,47.22,3.34,6.09,7.42,7.22,8.02,1.79
(주)서원,021050,2012/12,1.87,5.49,2.83,45.05,3.2,5.93,6.96,6.97,6.77,1.67
(주)서원,021050,2013/12,2.43,7.12,3.68,107.68,4.35,8.41,9.01,9.88,9.41,2.2
(주)서원,021050,2014/12,1.12,3.13,1.75,0,2.22,5,4,6.13,4.5,1.05
(주)서원,021050,2015/12,0.96,3.09,1.4,0,1.88,3.56,4,6.05,3.88,0.84
(주)서원,021050,2016/12,1.06,3.11,1.6,0,2.08,3.34,5.51,7.34,4.57,0.95
(주)서원,021050,2017/12,1.18,2.77,2.06,0,2.57,4.76,5.57,9,4.87,1.19
(주)서원,021050,2018/12,1.19,2.6,2.21,0,2.85,6.48,5.08,10.47,4.92,1.29
(주)서원,021050,2019/12,1.17,2.42,2.25,0,2.85,7.11,4.76,9.82,4.85,1.32
(주)서원,021050,2020/12,1.06,2.23,2.03,0,2.53,6.38,4.19,8.33,4.55,1.24
(주)서원,021050,2021/12,0.89,1.88,1.69,0,2.07,3.94,4.38,9.17,4.5,1.16
(주)서원,021050,2022/12,,,,,,,,,,
(주)서흥,008490,2011/12,0.49,0.94,1.01,32.4,1.99,4.11,3.87,5.12,0.71,0.96
(주)서흥,008490,2012/12,0.46,1.01,0.84,28.19,1.56,2.77,3.57,5.09,0.7,0.92
(주)서흥,008490,2013/12,0.58,1.29,1.05,20.14,1.6,2.97,3.48,5.47,0.96,1.01
(주)서흥,008490,2014/12,0.61,1.28,1.16,23.91,1.7,3.83,3.06,5.35,1,0.99
(주)서흥,008490,2015/12,0.58,1.22,1.11,26.1,1.61,3.43,3.03,4.81,0.99,0.95
(주)서흥,008490,2016/12,0.6,1.23,1.15,24.29,1.63,3.42,3.12,4.83,1.05,0.96
(주)서흥,008490,2017/12,0.59,1.19,1.18,24.71,1.7,3.76,3.1,5,1.04,0.9
(주)서흥,008490,2018/12,0.64,1.29,1.26,25.46,1.91,4.3,3.45,5.59,1.08,0.98
(주)서흥,008490,2019/12,0.68,1.45,1.3,23.18,1.93,4.16,3.58,5.87,1.19,1.06
(주)서흥,008490,2020/12,0.75,1.57,1.44,35.44,1.91,4.08,3.6,6.72,1.39,1.06
(주)서흥,008490,2021/12,0.74,1.39,1.57,72.8,1.87,4.37,3.28,6.57,1.45,1.08
(주)서흥,008490,2022/12,0.73,1.41,1.52,48.8,1.77,4.24,3.03,7.13,1.51,1.03
(주)선앤엘,002820,2011/12,0.71,1.25,1.62,8.19,1.62,2.1,7,4.08,1.4,0.94
(주)선앤엘,002820,2012/12,0.7,1.24,1.62,7.85,1.62,2.13,6.65,4.96,1.42,0.92
(주)선앤엘,002820,2013/12,0.83,1.52,1.82,7.94,1.93,2.53,8.18,4.58,1.74,1.11
(주)선앤엘,002820,2014/12,0.92,1.8,1.88,7.61,1.97,2.6,8.08,4.82,2.09,1.13
(주)선앤엘,002820,2015/12,1.01,2.04,2.02,8.21,2.16,2.91,8.37,5.35,2.35,1.25
(주)선앤엘,002820,2016/12,0.97,1.98,1.88,7.92,2.11,2.79,8.58,4.92,2.26,1.19
(주)선앤엘,002820,2017/12,1.04,2.25,1.94,8.11,2.21,2.9,9.29,5.24,2.46,1.16
(주)선앤엘,002820,2018/12,0.91,2.16,1.58,7.66,1.97,2.59,8.1,4.99,2.09,0.99
(주)선앤엘,002820,2019/12,0.78,1.93,1.31,7.42,1.81,2.38,7.54,5.05,1.69,0.91
(주)선앤엘,002820,2020/12,0.77,1.96,1.27,7.6,1.83,2.38,7.99,5.74,1.6,0.9
(주)선앤엘,002820,2021/12,0.85,2.5,1.29,9.3,1.87,2.63,6.47,6.84,1.84,0.9
(주)선앤엘,002820,2022/12,0.93,3.18,1.31,11.56,2.01,3.01,6.03,7.25,2.02,0.93
(주)선진,136490,2011/12,,,,,,,,,,
(주)선진,136490,2012/12,,,,,,,,,,
(주)선진,136490,2013/12,1.84,3.59,3.78,21.33,2.86,3.55,14.85,6.46,8.83,1.71
(주)선진,136490,2014/12,1.79,3.81,3.37,27.6,2.77,3.45,14.11,7.9,8.32,1.58
(주)선진,136490,2015/12,1.47,3.38,2.61,34.48,2.43,2.99,12.81,8.4,6.96,1.29
(주)선진,136490,2016/12,1.32,3.36,2.16,39.74,2.81,3.5,14.09,9.74,4.51,1.28
(주)선진,136490,2017/12,1.33,3.08,2.33,43.38,3.42,4.43,15.02,11.62,3.53,1.49
(주)선진,136490,2018/12,1.14,2.74,1.95,32.53,2.68,3.56,10.76,10.7,3.32,1.25
(주)선진,136490,2019/12,1.07,3.06,1.64,28.84,2.37,3.24,8.86,10.26,3.14,1.11
(주)선진,136490,2020/12,1.28,3.77,1.94,25.32,2.75,3.73,10.5,11.38,3.44,1.29
(주)선진,136490,2021/12,1.48,4.22,2.27,23.46,2.96,3.98,11.57,13.06,4.03,1.41
(주)선진,136490,2022/12,1.47,4.3,2.24,21.36,2.79,3.9,9.82,13.34,4.31,1.34
(주)선진지주,014300,2011/12,0.58,1.15,1.16,18.82,1.07,1.21,9.56,11.21,5.79,0.58
(주)성안,011300,2011/12,0.93,2.93,1.37,8.83,2.07,3.42,5.27,8.27,2.12,1.07
(주)성안,011300,2012/12,0.9,2.66,1.35,8.65,1.92,3.36,4.51,7.47,2.11,0.97
(주)성안,011300,2013/12,0.9,2.47,1.41,10.07,1.85,3.18,4.43,6.67,2.2,0.93
(주)성안,011300,2014/12,0.82,2.14,1.33,10.17,1.68,2.85,4.09,5.67,2.05,0.84
(주)성안,011300,2015/12,0.75,1.96,1.22,9.43,1.53,2.65,3.63,5.36,1.85,0.75
(주)성안,011300,2016/12,0.76,2.11,1.18,8.02,1.47,2.54,3.5,5.28,1.89,0.74
(주)성안,011300,2017/12,0.74,2.08,1.15,7.97,1.51,2.87,3.2,5.16,1.71,0.75
(주)성안,011300,2018/12,0.73,2.17,1.11,9.82,1.49,3.07,2.91,4.98,1.7,0.74
(주)성안,011300,2019/12,0.76,3.35,0.98,10.35,1.48,3.18,2.78,5.5,2,0.7
(주)성안,011300,2020/12,0.41,1.76,0.53,7.7,0.82,1.49,1.84,2.7,1.06,0.39
(주)성안,011300,2021/12,0.35,1.54,0.45,7.93,0.77,1.4,1.74,3.12,0.83,0.35
(주)성안,011300,2022/12,0.55,2.48,0.7,8.89,1.6,3.47,2.98,6.68,1.16,0.65
(주)세아베스틸지주,001430,2011/12,,,,,,,,,,
(주)세아베스틸지주,001430,2012/12,,,,,,,,,,
(주)세아베스틸지주,001430,2013/12,,,,,,,,,,
(주)세아베스틸지주,001430,2014/12,,,,,,,,,,
(주)세아베스틸지주,001430,2015/12,0.7,1.32,1.51,16.46,2.15,5.8,3.42,8.21,1.09,1.43
(주)세아베스틸지주,001430,2016/12,0.71,1.29,1.57,15.2,2.22,6.34,3.41,7.94,1.09,1.39
(주)세아베스틸지주,001430,2017/12,0.86,1.49,2.02,15.18,2.62,7.7,3.97,8.49,1.33,1.63
(주)세아베스틸지주,001430,2018/12,0.9,1.6,2.04,15.61,2.52,7.16,3.88,8.38,1.46,1.55
(주)세아베스틸지주,001430,2019/12,0.81,1.49,1.78,14.13,2.17,5.91,3.43,8.07,1.39,1.33
(주)세아베스틸지주,001430,2020/12,0.74,1.37,1.6,9.51,1.89,4.45,3.28,7.51,1.34,1.21
(주)세아베스틸지주,001430,2021/12,1.04,1.92,2.25,8.06,2.23,6.66,3.36,8.6,2.17,1.43
(주)세아베스틸지주,001430,2022/12,1.19,2.26,2.53,10.4,2.55,7.09,3.97,9.33,2.6,1.63
(주)세아제강,306200,2018/12,,,,,,,,,,
(주)세아제강,306200,2019/12,,,,,,,,,,
(주)세아제강,306200,2020/12,,,,,,,,,,
(주)세아제강,306200,2021/12,,,,,,,,,,
(주)세아제강,306200,2022/12,,,,,,,,,,
(주)세아제강지주,003030,2011/12,1.23,2.34,2.62,13.27,2.24,3.94,5.17,6.23,3.65,1.4
(주)세아제강지주,003030,2012/12,1.25,2.52,2.47,12.36,2.22,3.77,5.42,6.53,3.51,1.36
(주)세아제강지주,003030,2013/12,1.1,2.11,2.31,11.98,2.14,3.75,4.99,6.08,2.68,1.29
(주)세아제강지주,003030,2014/12,1.15,2.16,2.45,14.29,2.24,4.25,4.74,6.28,2.85,1.33
(주)세아제강지주,003030,2015/12,1.01,1.82,2.24,13.18,2,3.66,4.4,5.35,2.55,1.19
(주)세아제강지주,003030,2016/12,0.85,1.43,2.08,11.04,1.79,3,4.4,4.32,2.02,1.11
(주)세아제강지주,003030,2017/12,1,1.79,2.27,12.61,2.03,3.68,4.55,5.13,2.51,1.23
(주)세아제강지주,003030,2018/12,0.73,1.36,1.59,9.25,1.42,2.79,2.88,3.94,1.89,0.85
(주)세아제강지주,003030,2019/12,1.08,1.95,2.42,14.28,2.06,4.04,4.19,5.77,2.69,1.27
(주)세아제강지주,003030,2020/12,0.97,1.72,2.22,13.82,1.88,3.33,4.3,5.19,2.35,1.18
(주)세아제강지주,003030,2021/12,1.09,1.95,2.47,15.87,1.97,3.59,4.38,5.99,2.88,1.27
(주)세아제강지주,003030,2022/12,1.22,2.22,2.72,19.25,2.06,3.86,4.41,7.01,3.53,1.35
(주)세아특수강,019440,2011/12,1.65,4.02,2.81,17.8,2.6,4.16,6.91,4.56,4.94,1.53
(주)세아특수강,019440,2012/12,1.48,3.36,2.66,16.85,2.33,3.81,5.97,4.13,4.35,1.44
(주)세아특수강,019440,2013/12,1.57,3.32,2.99,17.19,2.44,3.83,6.77,4.14,4.61,1.58
(주)세아특수강,019440,2014/12,1.48,2.89,3.02,16.01,2.32,3.6,6.51,3.92,4.24,1.49
(주)세아특수강,019440,2015/12,1.32,2.42,2.91,15.53,2.15,3.34,6.01,3.71,3.59,1.36
(주)세아특수강,019440,2016/12,1.32,2.25,3.16,13.78,2.17,3.1,7.2,3.61,3.48,1.45
(주)세아특수강,019440,2017/12,1.4,2.33,3.5,12.77,2.23,3.2,7.34,3.7,3.9,1.51
(주)세아특수강,019440,2018/12,1.41,2.24,3.8,12.73,2.18,3.29,6.46,3.65,4.16,1.45
(주)세아특수강,019440,2019/12,1.34,2.2,3.41,13.11,2.06,3.3,5.48,3.63,4.05,1.32
(주)세아특수강,019440,2020/12,1.16,2.04,2.71,10.77,1.76,2.88,4.56,3.24,3.68,1.13
(주)세아특수강,019440,2021/12,1.38,2.63,2.88,9.48,1.91,3.44,4.28,3.67,5.33,1.21
(주)세아특수강,019440,2022/12,1.6,3.11,3.3,11.65,2.21,3.76,5.37,3.97,6.38,1.38
(주)세아홀딩스,058650,2011/12,1.14,2.11,2.48,13.58,2.76,4.89,6.32,6.89,2.33,1.49
(주)세아홀딩스,058650,2012/12,0.98,1.77,2.19,13.31,2.35,4.32,5.15,6.02,2.04,1.38
(주)세아홀딩스,058650,2013/12,0.92,1.68,2.06,15.39,2.21,4.01,4.9,5.5,1.96,1.35
(주)세아홀딩스,058650,2014/12,0.97,1.73,2.19,15.52,2.13,3.58,5.23,5.4,2.21,1.31
(주)세아홀딩스,058650,2015/12,0.87,1.59,1.91,15.27,2.11,3.8,4.77,6.02,1.77,1.32
(주)세아홀딩스,058650,2016/12,0.78,1.41,1.73,13.5,2.15,4.37,4.24,6.08,1.42,1.32
(주)세아홀딩스,058650,2017/12,0.92,1.61,2.15,13.48,2.45,5.11,4.72,6.61,1.72,1.5
(주)세아홀딩스,058650,2018/12,0.97,1.71,2.22,14.23,2.43,5.21,4.56,6.71,1.9,1.48
(주)세아홀딩스,058650,2019/12,0.9,1.63,2.02,13.8,2.17,4.5,4.19,6.63,1.87,1.33
(주)세아홀딩스,058650,2020/12,0.81,1.48,1.78,10,1.85,3.53,3.9,6.06,1.81,1.16
(주)세아홀딩스,058650,2021/12,1.13,2.15,2.39,10.95,2.36,4.71,4.72,8.18,2.88,1.47
(주)세아홀딩스,058650,2022/12,1.18,2.3,2.41,11.09,2.37,5.17,4.37,7.98,3.35,1.46
(주)세우글로벌,013000,2011/12,0.96,1.08,9.1,11.69,1.43,1.69,9.5,7.4,4.63,1.25
(주)세우글로벌,013000,2012/12,1.07,1.19,10.73,13.39,1.67,2.22,6.74,12.25,6.13,1.45
(주)세우글로벌,013000,2013/12,1.24,1.37,12.66,16.61,1.83,2.3,8.92,12.13,7.68,1.61
(주)세우글로벌,013000,2014/12,1.28,1.47,9.81,12.85,1.79,2.35,7.47,11.71,9.43,1.52
(주)세우글로벌,013000,2015/12,1.08,1.28,7.1,8.79,1.52,2.24,4.71,10.57,8.75,1.26
(주)세우글로벌,013000,2016/12,1.11,1.33,6.72,7.92,1.52,2.34,4.36,9.4,10.1,1.25
(주)세우글로벌,013000,2017/12,0.92,1.14,4.72,9.99,1.19,1.78,3.62,8.13,9.79,0.96
(주)세우글로벌,013000,2018/12,0.77,0.99,3.42,15.82,0.97,1.31,3.74,8.6,9.01,0.76
(주)세우글로벌,013000,2019/12,0.62,0.76,3.34,7.35,0.77,0.94,4.4,7.72,7.02,0.63
(주)세우글로벌,013000,2020/12,,,,,,,,,,
(주)세우글로벌,013000,2021/12,0.65,0.72,7.32,8.03,0.78,0.9,6.07,9.73,14.75,0.71
(주)세우글로벌,013000,2022/12,0.56,0.62,6.64,7.49,0.66,0.75,5.37,8.9,12.8,0.6
(주)세이브존아이앤씨,067830,2011/12,0.33,0.69,0.63,4.35,1.97,2.05,51.74,27.32,0.48,0.8
(주)세이브존아이앤씨,067830,2012/12,0.34,0.67,0.68,4.08,2.6,2.75,50.37,23.11,0.47,0.77
(주)세이브존아이앤씨,067830,2013/12,0.35,0.65,0.78,7.34,3.06,3.26,50.71,23.69,0.48,0.88
(주)세이브존아이앤씨,067830,2014/12,0.36,0.61,0.86,34.71,2.84,3.01,50.63,31.78,0.49,1.1
(주)세이브존아이앤씨,067830,2015/12,0.36,0.58,0.95,35.69,2.52,2.66,51.07,42.13,0.51,0.97
(주)세이브존아이앤씨,067830,2016/12,0.34,0.52,0.96,35.99,1.94,2.02,46.85,38.81,0.5,0.77
(주)세이브존아이앤씨,067830,2017/12,0.32,0.47,0.98,35.28,1.55,1.6,43.09,33.91,0.49,0.71
(주)세이브존아이앤씨,067830,2018/12,0.31,0.42,1.11,36.55,1.61,1.67,42.35,32.58,0.47,0.81
(주)세이브존아이앤씨,067830,2019/12,0.28,0.36,1.17,36.27,1.68,1.76,38.87,32.56,0.41,0.89
(주)세이브존아이앤씨,067830,2020/12,,,,,,,,,,
(주)세이브존아이앤씨,067830,2021/12,,,,,,,,,,
(주)세이브존아이앤씨,067830,2022/12,,,,,,,,,,
(주)세진중공업,075580,2011/12,,,,,,,,,,
(주)세진중공업,075580,2012/12,,,,,,,,,,
(주)세진중공업,075580,2013/12,0.96,3.85,1.27,10.92,2.94,6.87,5.15,11.51,1.54,1.2
(주)세진중공업,075580,2014/12,1.13,4.41,1.52,11.56,3.26,6.71,6.36,10.6,1.88,1.37
(주)세진중공업,075580,2015/12,1.1,3.72,1.56,11.63,3.07,6.9,5.54,11.11,1.85,1.35
(주)세진중공업,075580,2016/12,0.96,2.6,1.53,13.14,3.02,9.41,4.45,16.78,1.51,1.31
(주)세진중공업,075580,2017/12,0.7,1.6,1.26,13.08,2.73,6.36,4.78,9.28,1,1.04
(주)세진중공업,075580,2018/12,0.61,1.38,1.09,10.18,2.59,5.04,5.31,7.32,0.86,0.85
(주)세진중공업,075580,2019/12,0.76,1.85,1.3,12.02,2.64,5.93,4.75,13.97,1.17,0.95
(주)세진중공업,075580,2020/12,0.67,1.77,1.07,13.64,2.3,4.42,4.81,12.29,1,0.93
(주)세진중공업,075580,2021/12,0.49,1.37,0.77,7.72,1.62,3.31,3.16,9.36,0.76,0.7
(주)세진중공업,075580,2022/12,0.73,1.99,1.16,12.16,2.31,4.77,4.5,14.41,1.16,0.97
(주)센트랄모텍,308170,2011/12,,,,,,,,,,
(주)센트랄모텍,308170,2012/12,,,,,,,,,,
(주)센트랄모텍,308170,2013/12,,,,,,,,,,
(주)센트랄모텍,308170,2014/12,,,,,,,,,,
(주)센트랄모텍,308170,2015/12,,,,,,,,,,
(주)센트랄모텍,308170,2016/12,,,,,,,,,,
(주)센트랄모텍,308170,2017/12,1.52,5.34,2.13,14.1,5.27,7.23,19.45,8.42,2.56,2.12
(주)센트랄모텍,308170,2018/12,1.38,4.4,2.02,12.68,4.83,6.42,19.54,7.38,2.55,2
(주)센트랄모텍,308170,2019/12,1.24,3.27,1.99,11.82,4.16,5.35,18.72,6.78,2.57,1.85
(주)센트랄모텍,308170,2020/12,1.25,3.13,2.08,10.8,4.15,5.35,18.46,6.85,2.49,1.84
(주)센트랄모텍,308170,2021/12,1.34,3.64,2.12,9.69,4.23,5.52,18.01,6.44,2.45,1.84
(주)센트랄모텍,308170,2022/12,1.47,4.19,2.26,9.65,4.16,5.46,17.52,6.49,2.69,1.81
(주)센트럴인사이트,012600,2011/12,0.6,1.17,1.22,21.11,1.17,1.44,6.24,7.19,2.47,0.67
(주)센트럴인사이트,012600,2012/12,0.47,0.87,1.03,13.78,0.96,1.27,3.96,6.1,2.26,0.54
(주)센트럴인사이트,012600,2013/12,0.86,1.49,2.03,16.22,2.14,3.13,6.8,12.32,3.32,1.28
(주)센트럴인사이트,012600,2014/12,0.93,2.28,1.57,13.85,2.96,5.17,6.94,12.18,2.45,1.47
(주)센트럴인사이트,012600,2015/12,1.04,2.81,1.64,14.45,3.56,7.21,7.04,10.91,2.44,1.44
(주)센트럴인사이트,012600,2016/12,1.11,2.81,1.85,14.26,4.18,8.11,8.63,11.43,2.67,1.52
(주)센트럴인사이트,012600,2017/12,0.66,1.63,1.11,13.74,3.07,6.28,6.01,11.07,1.69,1.07
(주)센트럴인사이트,012600,2018/12,0.53,1.5,0.81,6.35,1.43,2.1,4.5,10.41,1.7,0.6
(주)센트럴인사이트,012600,2019/12,1.09,4.31,1.47,7.18,2.45,3.59,7.72,14.62,3.81,1.03
(주)센트럴인사이트,012600,2020/12,0.82,3.63,1.05,5.1,2.37,4.45,5.06,10.68,2.2,0.84
(주)센트럴인사이트,012600,2021/12,0.68,1.16,1.66,10.77,2.04,3.31,5.3,14.22,1.57,0.98
(주)센트럴인사이트,012600,2022/12,0.72,1.06,2.24,15.08,2.09,3.53,5.11,13.82,1.61,1.18
(주)셀트리온,068270,2011/12,0.22,0.33,0.64,102.13,1.05,1.2,8.77,2.34,0.4,0.51
(주)셀트리온,068270,2012/12,0.2,0.33,0.51,170.08,0.61,0.7,4.49,0.94,0.47,0.35
